Annual Severe Drought Likelihood - (Probability), Year, Model, Statistics, ISO3
0.40688, 2040-2059, noresm1_m, Annual Anomaly, ALB
0.85765, 2040-2059, access1_3, Annual Anomaly, DZA
0.78576, 2040-2059, bcc_csm1_1_m, Annual Anomaly, DZA
0.68649, 2040-2059, bcc_csm1_1, Annual Anomaly, DZA
0.68504, 2040-2059, bnu_esm, Annual Anomaly, DZA
0.62877, 2040-2059, canesm2, Annual Anomaly, DZA
0.56109, 2040-2059, ccsm4, Annual Anomaly, DZA
0.49694, 2040-2059, cesm1_bgc, Annual Anomaly, DZA
0.47877, 2040-2059, cesm1_cam5, Annual Anomaly, DZA
0.81747, 2040-2059, cmcc_cesm, Annual Anomaly, DZA
0.87476, 2040-2059, cmcc_cm, Annual Anomaly, DZA
0.86136, 2040-2059, cmcc_cms, Annual Anomaly, DZA
0.3407, 2040-2059, cnrm_cm5, Annual Anomaly, DZA
0.61739, 2040-2059, csiro_mk3_6_0, Annual Anomaly, DZA
0.85819, 2040-2059, gfdl_cm3, Annual Anomaly, DZA
0.40366, 2040-2059, gfdl_esm2g, Annual Anomaly, DZA
0.61565, 2040-2059, gfdl_esm2m, Annual Anomaly, DZA
0.41736, 2040-2059, inmcm4, Annual Anomaly, DZA
0.81184, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, DZA
0.81193, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, DZA
0.36987, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, DZA
0.5193, 2040-2059, miroc5, Annual Anomaly, DZA
0.62284, 2040-2059, miroc_esm_chem, Annual Anomaly, DZA
0.72975, 2040-2059, miroc_esm, Annual Anomaly, DZA
0.78443, 2040-2059, mpi_esm_mr, Annual Anomaly, DZA
0.69832, 2040-2059, mri_cgcm3, Annual Anomaly, DZA
0.72123, 2040-2059, mri_esm1, Annual Anomaly, DZA
0.68848, 2040-2059, noresm1_m, Annual Anomaly, DZA
0.54028, 2040-2059, access1_3, Annual Anomaly, AND
0.30372, 2040-2059, bcc_csm1_1_m, Annual Anomaly, AND
0.48756, 2040-2059, bcc_csm1_1, Annual Anomaly, AND
0.15186, 2040-2059, bnu_esm, Annual Anomaly, AND
0.51055, 2040-2059, canesm2, Annual Anomaly, AND
0.07607, 2040-2059, ccsm4, Annual Anomaly, AND
0.71067, 2040-2059, cesm1_bgc, Annual Anomaly, AND
0.11447, 2040-2059, cesm1_cam5, Annual Anomaly, AND
0.42027, 2040-2059, cmcc_cesm, Annual Anomaly, AND
0.43385, 2040-2059, cmcc_cm, Annual Anomaly, AND
0.71055, 2040-2059, cmcc_cms, Annual Anomaly, AND
0.08944, 2040-2059, cnrm_cm5, Annual Anomaly, AND
0.38177, 2040-2059, csiro_mk3_6_0, Annual Anomaly, AND
0.81241, 2040-2059, gfdl_cm3, Annual Anomaly, AND
0.26635, 2040-2059, gfdl_esm2g, Annual Anomaly, AND
0.59728, 2040-2059, gfdl_esm2m, Annual Anomaly, AND
0.56055, 2040-2059, inmcm4, Annual Anomaly, AND
0.08262, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, AND
0.37669, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, AND
0.55477, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, AND
0.11821, 2040-2059, miroc5, Annual Anomaly, AND
0.85869, 2040-2059, miroc_esm_chem, Annual Anomaly, AND
0.58841, 2040-2059, miroc_esm, Annual Anomaly, AND
0.48075, 2040-2059, mpi_esm_mr, Annual Anomaly, AND
0.02889, 2040-2059, mri_cgcm3, Annual Anomaly, AND
0.18919, 2040-2059, mri_esm1, Annual Anomaly, AND
0.01924, 2040-2059, noresm1_m, Annual Anomaly, AND
0.13301, 2040-2059, access1_3, Annual Anomaly, AGO
0.38689, 2040-2059, bcc_csm1_1_m, Annual Anomaly, AGO
0.2405, 2040-2059, bcc_csm1_1, Annual Anomaly, AGO
0.15296, 2040-2059, bnu_esm, Annual Anomaly, AGO
0.28189, 2040-2059, canesm2, Annual Anomaly, AGO
0.08217, 2040-2059, ccsm4, Annual Anomaly, AGO
0.27085, 2040-2059, cesm1_bgc, Annual Anomaly, AGO
0.10279, 2040-2059, cesm1_cam5, Annual Anomaly, AGO
0.13792, 2040-2059, cmcc_cesm, Annual Anomaly, AGO
0.36905, 2040-2059, cmcc_cm, Annual Anomaly, AGO
0.29302, 2040-2059, cmcc_cms, Annual Anomaly, AGO
0.09841, 2040-2059, cnrm_cm5, Annual Anomaly, AGO
0.56176, 2040-2059, csiro_mk3_6_0, Annual Anomaly, AGO
0.49529, 2040-2059, gfdl_cm3, Annual Anomaly, AGO
0.21782, 2040-2059, gfdl_esm2g, Annual Anomaly, AGO
0.12391, 2040-2059, gfdl_esm2m, Annual Anomaly, AGO
0.04907, 2040-2059, inmcm4, Annual Anomaly, AGO
0.0121, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, AGO
0.2446, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, AGO
0.04166, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, AGO
0.09517, 2040-2059, miroc5, Annual Anomaly, AGO
0.23198, 2040-2059, miroc_esm_chem, Annual Anomaly, AGO
0.33422, 2040-2059, miroc_esm, Annual Anomaly, AGO
0.20163, 2040-2059, mpi_esm_mr, Annual Anomaly, AGO
0.24341, 2040-2059, mri_cgcm3, Annual Anomaly, AGO
0.13629, 2040-2059, mri_esm1, Annual Anomaly, AGO
0.16366, 2040-2059, noresm1_m, Annual Anomaly, AGO
0.32009, 2040-2059, access1_3, Annual Anomaly, ATG
0.66029, 2040-2059, bcc_csm1_1_m, Annual Anomaly, ATG
0.65, 2040-2059, bcc_csm1_1, Annual Anomaly, ATG
0.5799, 2040-2059, bnu_esm, Annual Anomaly, ATG
0.31961, 2040-2059, canesm2, Annual Anomaly, ATG
0.85, 2040-2059, ccsm4, Annual Anomaly, ATG
0.81029, 2040-2059, cesm1_bgc, Annual Anomaly, ATG
0.45, 2040-2059, cesm1_cam5, Annual Anomaly, ATG
0.15, 2040-2059, cmcc_cesm, Annual Anomaly, ATG
0.0299, 2040-2059, cmcc_cm, Annual Anomaly, ATG
0.3, 2040-2059, cmcc_cms, Annual Anomaly, ATG
0.02009, 2040-2059, cnrm_cm5, Annual Anomaly, ATG
0.09019, 2040-2059, csiro_mk3_6_0, Annual Anomaly, ATG
0.07009, 2040-2059, gfdl_esm2m, Annual Anomaly, ATG
0.2897, 2040-2059, inmcm4, Annual Anomaly, ATG
0.29019, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, ATG
0.05, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, ATG
0.06029, 2040-2059, miroc5, Annual Anomaly, ATG
0.18038, 2040-2059, miroc_esm_chem, Annual Anomaly, ATG
-0.0098, 2040-2059, miroc_esm, Annual Anomaly, ATG
0.39951, 2040-2059, mpi_esm_mr, Annual Anomaly, ATG
0.71029, 2040-2059, mri_cgcm3, Annual Anomaly, ATG
0.03038, 2040-2059, mri_esm1, Annual Anomaly, ATG
0.2, 2040-2059, noresm1_m, Annual Anomaly, ATG
0.1977, 2040-2059, access1_3, Annual Anomaly, ARG
0.22842, 2040-2059, bcc_csm1_1_m, Annual Anomaly, ARG
0.29006, 2040-2059, bcc_csm1_1, Annual Anomaly, ARG
0.10517, 2040-2059, bnu_esm, Annual Anomaly, ARG
0.33105, 2040-2059, canesm2, Annual Anomaly, ARG
0.11153, 2040-2059, ccsm4, Annual Anomaly, ARG
0.1292, 2040-2059, cesm1_bgc, Annual Anomaly, ARG
0.22994, 2040-2059, cesm1_cam5, Annual Anomaly, ARG
0.12674, 2040-2059, cmcc_cesm, Annual Anomaly, ARG
0.21902, 2040-2059, cmcc_cm, Annual Anomaly, ARG
0.16491, 2040-2059, cmcc_cms, Annual Anomaly, ARG
0.15454, 2040-2059, cnrm_cm5, Annual Anomaly, ARG
0.19475, 2040-2059, csiro_mk3_6_0, Annual Anomaly, ARG
0.46213, 2040-2059, gfdl_cm3, Annual Anomaly, ARG
0.29137, 2040-2059, gfdl_esm2g, Annual Anomaly, ARG
0.31809, 2040-2059, gfdl_esm2m, Annual Anomaly, ARG
0.06996, 2040-2059, inmcm4, Annual Anomaly, ARG
0.54443, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, ARG
0.31851, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, ARG
0.1913, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, ARG
0.28984, 2040-2059, miroc5, Annual Anomaly, ARG
0.35379, 2040-2059, miroc_esm_chem, Annual Anomaly, ARG
0.50341, 2040-2059, miroc_esm, Annual Anomaly, ARG
0.26895, 2040-2059, mpi_esm_mr, Annual Anomaly, ARG
0.11957, 2040-2059, mri_cgcm3, Annual Anomaly, ARG
0.18268, 2040-2059, mri_esm1, Annual Anomaly, ARG
0.37166, 2040-2059, noresm1_m, Annual Anomaly, ARG
0.05112, 2040-2059, access1_3, Annual Anomaly, ARM
0.52894, 2040-2059, bcc_csm1_1_m, Annual Anomaly, ARM
0.70617, 2040-2059, bcc_csm1_1, Annual Anomaly, ARM
0.59513, 2040-2059, bnu_esm, Annual Anomaly, ARM
0.42226, 2040-2059, canesm2, Annual Anomaly, ARM
0.13614, 2040-2059, ccsm4, Annual Anomaly, ARM
0.62498, 2040-2059, cesm1_bgc, Annual Anomaly, ARM
0.09122, 2040-2059, cesm1_cam5, Annual Anomaly, ARM
0.61833, 2040-2059, cmcc_cesm, Annual Anomaly, ARM
0.50821, 2040-2059, cmcc_cm, Annual Anomaly, ARM
0.44908, 2040-2059, cmcc_cms, Annual Anomaly, ARM
0.21872, 2040-2059, cnrm_cm5, Annual Anomaly, ARM
0.785, 2040-2059, csiro_mk3_6_0, Annual Anomaly, ARM
0.5753, 2040-2059, gfdl_cm3, Annual Anomaly, ARM
0.59067, 2040-2059, gfdl_esm2g, Annual Anomaly, ARM
0.33424, 2040-2059, gfdl_esm2m, Annual Anomaly, ARM
0.72559, 2040-2059, inmcm4, Annual Anomaly, ARM
0.46869, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, ARM
0.71706, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, ARM
0.40654, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, ARM
0.36437, 2040-2059, miroc5, Annual Anomaly, ARM
0.78724, 2040-2059, miroc_esm_chem, Annual Anomaly, ARM
0.22193, 2040-2059, miroc_esm, Annual Anomaly, ARM
0.57229, 2040-2059, mpi_esm_mr, Annual Anomaly, ARM
0.12392, 2040-2059, mri_cgcm3, Annual Anomaly, ARM
0.05139, 2040-2059, mri_esm1, Annual Anomaly, ARM
0.27869, 2040-2059, noresm1_m, Annual Anomaly, ARM
0.42624, 2040-2059, access1_3, Annual Anomaly, AUS
0.32784, 2040-2059, bcc_csm1_1_m, Annual Anomaly, AUS
0.1885, 2040-2059, bcc_csm1_1, Annual Anomaly, AUS
0.08541, 2040-2059, bnu_esm, Annual Anomaly, AUS
0.305, 2040-2059, canesm2, Annual Anomaly, AUS
0.06667, 2040-2059, ccsm4, Annual Anomaly, AUS
0.12278, 2040-2059, cesm1_bgc, Annual Anomaly, AUS
0.14266, 2040-2059, cesm1_cam5, Annual Anomaly, AUS
0.33627, 2040-2059, cmcc_cesm, Annual Anomaly, AUS
0.36629, 2040-2059, cmcc_cm, Annual Anomaly, AUS
0.36624, 2040-2059, cmcc_cms, Annual Anomaly, AUS
0.18089, 2040-2059, cnrm_cm5, Annual Anomaly, AUS
0.47473, 2040-2059, csiro_mk3_6_0, Annual Anomaly, AUS
0.45781, 2040-2059, gfdl_cm3, Annual Anomaly, AUS
0.32113, 2040-2059, gfdl_esm2g, Annual Anomaly, AUS
0.30598, 2040-2059, gfdl_esm2m, Annual Anomaly, AUS
0.04378, 2040-2059, inmcm4, Annual Anomaly, AUS
0.62145, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, AUS
0.49803, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, AUS
0.23103, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, AUS
0.13973, 2040-2059, miroc5, Annual Anomaly, AUS
0.25282, 2040-2059, miroc_esm_chem, Annual Anomaly, AUS
0.0741, 2040-2059, miroc_esm, Annual Anomaly, AUS
0.40735, 2040-2059, mpi_esm_mr, Annual Anomaly, AUS
0.19422, 2040-2059, mri_cgcm3, Annual Anomaly, AUS
0.18072, 2040-2059, mri_esm1, Annual Anomaly, AUS
0.12216, 2040-2059, noresm1_m, Annual Anomaly, AUS
0.11594, 2040-2059, access1_3, Annual Anomaly, AUT
0.08473, 2040-2059, bcc_csm1_1_m, Annual Anomaly, AUT
0.27878, 2040-2059, bcc_csm1_1, Annual Anomaly, AUT
-0.0155, 2040-2059, bnu_esm, Annual Anomaly, AUT
-0.0278, 2040-2059, canesm2, Annual Anomaly, AUT
0.44231, 2040-2059, ccsm4, Annual Anomaly, AUT
0.58227, 2040-2059, cesm1_bgc, Annual Anomaly, AUT
0.15406, 2040-2059, cesm1_cam5, Annual Anomaly, AUT
0.24097, 2040-2059, cmcc_cesm, Annual Anomaly, AUT
0.10531, 2040-2059, cmcc_cm, Annual Anomaly, AUT
0.22304, 2040-2059, cmcc_cms, Annual Anomaly, AUT
0.01582, 2040-2059, cnrm_cm5, Annual Anomaly, AUT
0.42814, 2040-2059, csiro_mk3_6_0, Annual Anomaly, AUT
0.45354, 2040-2059, gfdl_cm3, Annual Anomaly, AUT
0.06008, 2040-2059, gfdl_esm2g, Annual Anomaly, AUT
0.00211, 2040-2059, gfdl_esm2m, Annual Anomaly, AUT
0.26431, 2040-2059, inmcm4, Annual Anomaly, AUT
0.01724, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, AUT
0.38874, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, AUT
0.2252, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, AUT
0.13757, 2040-2059, miroc5, Annual Anomaly, AUT
0.22302, 2040-2059, miroc_esm_chem, Annual Anomaly, AUT
0.07961, 2040-2059, miroc_esm, Annual Anomaly, AUT
0.01673, 2040-2059, mpi_esm_mr, Annual Anomaly, AUT
0.00803, 2040-2059, mri_cgcm3, Annual Anomaly, AUT
-0.0397, 2040-2059, mri_esm1, Annual Anomaly, AUT
0.17859, 2040-2059, noresm1_m, Annual Anomaly, AUT
0.06777, 2040-2059, access1_3, Annual Anomaly, AZE
0.49623, 2040-2059, bcc_csm1_1_m, Annual Anomaly, AZE
0.56219, 2040-2059, bcc_csm1_1, Annual Anomaly, AZE
0.58436, 2040-2059, bnu_esm, Annual Anomaly, AZE
0.71878, 2040-2059, canesm2, Annual Anomaly, AZE
0.02063, 2040-2059, ccsm4, Annual Anomaly, AZE
0.45253, 2040-2059, cesm1_bgc, Annual Anomaly, AZE
0.164, 2040-2059, cesm1_cam5, Annual Anomaly, AZE
0.59484, 2040-2059, cmcc_cesm, Annual Anomaly, AZE
0.2906, 2040-2059, cmcc_cm, Annual Anomaly, AZE
0.44079, 2040-2059, cmcc_cms, Annual Anomaly, AZE
0.22021, 2040-2059, cnrm_cm5, Annual Anomaly, AZE
0.50961, 2040-2059, csiro_mk3_6_0, Annual Anomaly, AZE
0.55609, 2040-2059, gfdl_cm3, Annual Anomaly, AZE
0.50148, 2040-2059, gfdl_esm2g, Annual Anomaly, AZE
0.22705, 2040-2059, gfdl_esm2m, Annual Anomaly, AZE
0.65661, 2040-2059, inmcm4, Annual Anomaly, AZE
0.46728, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, AZE
0.74978, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, AZE
0.36622, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, AZE
0.39055, 2040-2059, miroc5, Annual Anomaly, AZE
0.56842, 2040-2059, miroc_esm_chem, Annual Anomaly, AZE
0.46138, 2040-2059, miroc_esm, Annual Anomaly, AZE
0.41499, 2040-2059, mpi_esm_mr, Annual Anomaly, AZE
0.2454, 2040-2059, mri_cgcm3, Annual Anomaly, AZE
0.14611, 2040-2059, mri_esm1, Annual Anomaly, AZE
0.30661, 2040-2059, noresm1_m, Annual Anomaly, AZE
0.02091, 2040-2059, access1_3, Annual Anomaly, BHS
0.10896, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BHS
0.23506, 2040-2059, bcc_csm1_1, Annual Anomaly, BHS
0.06195, 2040-2059, bnu_esm, Annual Anomaly, BHS
0.01494, 2040-2059, canesm2, Annual Anomaly, BHS
0.00896, 2040-2059, ccsm4, Annual Anomaly, BHS
0.15298, 2040-2059, cesm1_bgc, Annual Anomaly, BHS
0.28804, 2040-2059, cesm1_cam5, Annual Anomaly, BHS
-0.047, 2040-2059, cmcc_cm, Annual Anomaly, BHS
0.1239, 2040-2059, cmcc_cms, Annual Anomaly, BHS
0.16195, 2040-2059, cnrm_cm5, Annual Anomaly, BHS
0.18804, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BHS
0.06494, 2040-2059, gfdl_cm3, Annual Anomaly, BHS
0.38804, 2040-2059, gfdl_esm2g, Annual Anomaly, BHS
-0.088, 2040-2059, gfdl_esm2m, Annual Anomaly, BHS
-0.032, 2040-2059, inmcm4, Annual Anomaly, BHS
0.09402, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BHS
0.02987, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BHS
-0.041, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, BHS
0.09402, 2040-2059, miroc5, Annual Anomaly, BHS
0.05896, 2040-2059, miroc_esm_chem, Annual Anomaly, BHS
-0.05, 2040-2059, miroc_esm, Annual Anomaly, BHS
0.06195, 2040-2059, mpi_esm_mr, Annual Anomaly, BHS
-0.091, 2040-2059, mri_cgcm3, Annual Anomaly, BHS
-0.0059, 2040-2059, mri_esm1, Annual Anomaly, BHS
0.29402, 2040-2059, noresm1_m, Annual Anomaly, BHS
0.35, 2040-2059, access1_3, Annual Anomaly, BHR
0.79209, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BHR
0.7, 2040-2059, bcc_csm1_1, Annual Anomaly, BHR
0.04209, 2040-2059, bnu_esm, Annual Anomaly, BHR
0.52627, 2040-2059, canesm2, Annual Anomaly, BHR
0.29209, 2040-2059, ccsm4, Annual Anomaly, BHR
0.32627, 2040-2059, cesm1_bgc, Annual Anomaly, BHR
0.49209, 2040-2059, cesm1_cam5, Annual Anomaly, BHR
0.45, 2040-2059, cmcc_cesm, Annual Anomaly, BHR
0.72372, 2040-2059, cmcc_cm, Annual Anomaly, BHR
0.71581, 2040-2059, cmcc_cms, Annual Anomaly, BHR
0.5079, 2040-2059, cnrm_cm5, Annual Anomaly, BHR
0.88418, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BHR
0.25, 2040-2059, gfdl_cm3, Annual Anomaly, BHR
0.7, 2040-2059, gfdl_esm2g, Annual Anomaly, BHR
0.35, 2040-2059, gfdl_esm2m, Annual Anomaly, BHR
0.05, 2040-2059, inmcm4, Annual Anomaly, BHR
0.75, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BHR
0.7, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BHR
0.91581, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, BHR
0.33953, 2040-2059, miroc5, Annual Anomaly, BHR
0.1, 2040-2059, miroc_esm_chem, Annual Anomaly, BHR
0.0079, 2040-2059, miroc_esm, Annual Anomaly, BHR
0.9079, 2040-2059, mpi_esm_mr, Annual Anomaly, BHR
0.43418, 2040-2059, mri_cgcm3, Annual Anomaly, BHR
0.6, 2040-2059, mri_esm1, Annual Anomaly, BHR
0.1579, 2040-2059, noresm1_m, Annual Anomaly, BHR
0.19812, 2040-2059, access1_3, Annual Anomaly, BGD
0.03695, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BGD
-0.0014, 2040-2059, bcc_csm1_1, Annual Anomaly, BGD
0.07421, 2040-2059, bnu_esm, Annual Anomaly, BGD
0.17694, 2040-2059, canesm2, Annual Anomaly, BGD
0.28004, 2040-2059, ccsm4, Annual Anomaly, BGD
0.06745, 2040-2059, cesm1_bgc, Annual Anomaly, BGD
0.19177, 2040-2059, cesm1_cam5, Annual Anomaly, BGD
0.03548, 2040-2059, cmcc_cesm, Annual Anomaly, BGD
-0.0213, 2040-2059, cmcc_cm, Annual Anomaly, BGD
0.04489, 2040-2059, cmcc_cms, Annual Anomaly, BGD
-0.0318, 2040-2059, cnrm_cm5, Annual Anomaly, BGD
0.05438, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BGD
0.05585, 2040-2059, gfdl_cm3, Annual Anomaly, BGD
0.11859, 2040-2059, gfdl_esm2g, Annual Anomaly, BGD
-0.0467, 2040-2059, gfdl_esm2m, Annual Anomaly, BGD
0.05316, 2040-2059, inmcm4, Annual Anomaly, BGD
0.10142, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BGD
0.15324, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BGD
-0.007, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, BGD
0.01994, 2040-2059, miroc5, Annual Anomaly, BGD
0.11635, 2040-2059, miroc_esm_chem, Annual Anomaly, BGD
0.13726, 2040-2059, miroc_esm, Annual Anomaly, BGD
0.45605, 2040-2059, mpi_esm_mr, Annual Anomaly, BGD
-0.0178, 2040-2059, mri_cgcm3, Annual Anomaly, BGD
0.03991, 2040-2059, mri_esm1, Annual Anomaly, BGD
0.10962, 2040-2059, noresm1_m, Annual Anomaly, BGD
0.54087, 2040-2059, access1_3, Annual Anomaly, BRB
0.25, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BRB
0.7, 2040-2059, bcc_csm1_1, Annual Anomaly, BRB
0.8, 2040-2059, bnu_esm, Annual Anomaly, BRB
0.77261, 2040-2059, canesm2, Annual Anomaly, BRB
0.39087, 2040-2059, ccsm4, Annual Anomaly, BRB
0.42261, 2040-2059, cesm1_bgc, Annual Anomaly, BRB
0.37261, 2040-2059, cesm1_cam5, Annual Anomaly, BRB
0.44087, 2040-2059, cmcc_cesm, Annual Anomaly, BRB
0.00912, 2040-2059, cmcc_cm, Annual Anomaly, BRB
0.54087, 2040-2059, cmcc_cms, Annual Anomaly, BRB
-0.05, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BRB
-0.05, 2040-2059, gfdl_cm3, Annual Anomaly, BRB
0.09087, 2040-2059, gfdl_esm2g, Annual Anomaly, BRB
0.75912, 2040-2059, inmcm4, Annual Anomaly, BRB
0.46348, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BRB
0.52738, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BRB
-0.0408, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, BRB
0.4, 2040-2059, miroc5, Annual Anomaly, BRB
0.17261, 2040-2059, miroc_esm_chem, Annual Anomaly, BRB
-0.05, 2040-2059, miroc_esm, Annual Anomaly, BRB
0.69522, 2040-2059, mpi_esm_mr, Annual Anomaly, BRB
0.2, 2040-2059, noresm1_m, Annual Anomaly, BRB
0.26492, 2040-2059, access1_3, Annual Anomaly, BLR
-0.0309, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BLR
0.05914, 2040-2059, bcc_csm1_1, Annual Anomaly, BLR
0.07633, 2040-2059, bnu_esm, Annual Anomaly, BLR
0.07244, 2040-2059, canesm2, Annual Anomaly, BLR
0.2743, 2040-2059, ccsm4, Annual Anomaly, BLR
0.29018, 2040-2059, cesm1_bgc, Annual Anomaly, BLR
0.61796, 2040-2059, cesm1_cam5, Annual Anomaly, BLR
-0.0189, 2040-2059, cmcc_cesm, Annual Anomaly, BLR
0.1423, 2040-2059, cmcc_cm, Annual Anomaly, BLR
0.12289, 2040-2059, cmcc_cms, Annual Anomaly, BLR
0.23814, 2040-2059, cnrm_cm5, Annual Anomaly, BLR
0.10864, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BLR
0.14798, 2040-2059, gfdl_cm3, Annual Anomaly, BLR
-0.0888, 2040-2059, gfdl_esm2g, Annual Anomaly, BLR
0.10373, 2040-2059, gfdl_esm2m, Annual Anomaly, BLR
