Annual Severe Drought Likelihood - (Probability), Year, Model, Statistics, ISO3
0.00102, 2040-2059, cnrm_cm5, Annual Anomaly, AND
0.46151, 2040-2059, csiro_mk3_6_0, Annual Anomaly, AND
0.43551, 2040-2059, gfdl_cm3, Annual Anomaly, AND
0.15289, 2040-2059, gfdl_esm2g, Annual Anomaly, AND
0.19895, 2040-2059, gfdl_esm2m, Annual Anomaly, AND
0.05766, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, AND
0.11519, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, AND
0.11635, 2040-2059, miroc5, Annual Anomaly, AND
0.76543, 2040-2059, miroc_esm_chem, Annual Anomaly, AND
0.38552, 2040-2059, miroc_esm, Annual Anomaly, AND
0.26935, 2040-2059, mpi_esm_mr, Annual Anomaly, AND
-0.0902, 2040-2059, mri_cgcm3, Annual Anomaly, AND
0.12972, 2040-2059, noresm1_m, Annual Anomaly, AND
0.20789, 2040-2059, bcc_csm1_1_m, Annual Anomaly, AGO
0.02941, 2040-2059, bcc_csm1_1, Annual Anomaly, AGO
0.08397, 2040-2059, bnu_esm, Annual Anomaly, AGO
0.33238, 2040-2059, canesm2, Annual Anomaly, AGO
0.04044, 2040-2059, ccsm4, Annual Anomaly, AGO
0.07979, 2040-2059, cesm1_cam5, Annual Anomaly, AGO
0.08901, 2040-2059, cnrm_cm5, Annual Anomaly, AGO
0.31297, 2040-2059, csiro_mk3_6_0, Annual Anomaly, AGO
0.22302, 2040-2059, gfdl_cm3, Annual Anomaly, AGO
0.22858, 2040-2059, gfdl_esm2g, Annual Anomaly, AGO
0.12636, 2040-2059, gfdl_esm2m, Annual Anomaly, AGO
0.01657, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, AGO
0.21383, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, AGO
0.06536, 2040-2059, miroc5, Annual Anomaly, AGO
0.06657, 2040-2059, miroc_esm_chem, Annual Anomaly, AGO
0.25194, 2040-2059, miroc_esm, Annual Anomaly, AGO
0.05396, 2040-2059, mpi_esm_mr, Annual Anomaly, AGO
0.10873, 2040-2059, mri_cgcm3, Annual Anomaly, AGO
0.10272, 2040-2059, noresm1_m, Annual Anomaly, AGO
0.24019, 2040-2059, bcc_csm1_1_m, Annual Anomaly, ATG
0.25048, 2040-2059, bcc_csm1_1, Annual Anomaly, ATG
0.14019, 2040-2059, bnu_esm, Annual Anomaly, ATG
0.24019, 2040-2059, ccsm4, Annual Anomaly, ATG
0.25, 2040-2059, cesm1_cam5, Annual Anomaly, ATG
0.0598, 2040-2059, cnrm_cm5, Annual Anomaly, ATG
0.1, 2040-2059, gfdl_esm2g, Annual Anomaly, ATG
0.16029, 2040-2059, gfdl_esm2m, Annual Anomaly, ATG
0.3, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, ATG
0.2799, 2040-2059, miroc5, Annual Anomaly, ATG
0.06029, 2040-2059, miroc_esm_chem, Annual Anomaly, ATG
0.04019, 2040-2059, miroc_esm, Annual Anomaly, ATG
0.05, 2040-2059, mpi_esm_mr, Annual Anomaly, ATG
0.2799, 2040-2059, mri_cgcm3, Annual Anomaly, ATG
-0.05, 2040-2059, noresm1_m, Annual Anomaly, ATG
0.17279, 2040-2059, bcc_csm1_1_m, Annual Anomaly, ARG
0.12358, 2040-2059, bcc_csm1_1, Annual Anomaly, ARG
0.07327, 2040-2059, bnu_esm, Annual Anomaly, ARG
0.23237, 2040-2059, canesm2, Annual Anomaly, ARG
0.0994, 2040-2059, ccsm4, Annual Anomaly, ARG
0.16514, 2040-2059, cesm1_cam5, Annual Anomaly, ARG
0.07158, 2040-2059, cnrm_cm5, Annual Anomaly, ARG
0.16638, 2040-2059, csiro_mk3_6_0, Annual Anomaly, ARG
0.34798, 2040-2059, gfdl_cm3, Annual Anomaly, ARG
0.21854, 2040-2059, gfdl_esm2g, Annual Anomaly, ARG
0.17574, 2040-2059, gfdl_esm2m, Annual Anomaly, ARG
0.25883, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, ARG
0.27097, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, ARG
0.12783, 2040-2059, miroc5, Annual Anomaly, ARG
0.20923, 2040-2059, miroc_esm_chem, Annual Anomaly, ARG
0.30565, 2040-2059, miroc_esm, Annual Anomaly, ARG
0.17652, 2040-2059, mpi_esm_mr, Annual Anomaly, ARG
0.11614, 2040-2059, mri_cgcm3, Annual Anomaly, ARG
0.1699, 2040-2059, noresm1_m, Annual Anomaly, ARG
0.04522, 2040-2059, bcc_csm1_1_m, Annual Anomaly, ARM
0.48819, 2040-2059, bcc_csm1_1, Annual Anomaly, ARM
0.19754, 2040-2059, bnu_esm, Annual Anomaly, ARM
0.19945, 2040-2059, canesm2, Annual Anomaly, ARM
-0.0047, 2040-2059, ccsm4, Annual Anomaly, ARM
-0.0191, 2040-2059, cesm1_cam5, Annual Anomaly, ARM
0.01947, 2040-2059, cnrm_cm5, Annual Anomaly, ARM
0.62434, 2040-2059, csiro_mk3_6_0, Annual Anomaly, ARM
0.1808, 2040-2059, gfdl_cm3, Annual Anomaly, ARM
0.13265, 2040-2059, gfdl_esm2g, Annual Anomaly, ARM
0.09993, 2040-2059, gfdl_esm2m, Annual Anomaly, ARM
0.35463, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, ARM
0.40384, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, ARM
0.14031, 2040-2059, miroc5, Annual Anomaly, ARM
0.6262, 2040-2059, miroc_esm_chem, Annual Anomaly, ARM
0.34041, 2040-2059, miroc_esm, Annual Anomaly, ARM
0.15983, 2040-2059, mpi_esm_mr, Annual Anomaly, ARM
-0.0458, 2040-2059, mri_cgcm3, Annual Anomaly, ARM
0.05093, 2040-2059, noresm1_m, Annual Anomaly, ARM
0.18025, 2040-2059, bcc_csm1_1_m, Annual Anomaly, AUS
0.11482, 2040-2059, bcc_csm1_1, Annual Anomaly, AUS
0.07066, 2040-2059, bnu_esm, Annual Anomaly, AUS
0.23653, 2040-2059, canesm2, Annual Anomaly, AUS
0.10764, 2040-2059, ccsm4, Annual Anomaly, AUS
0.05238, 2040-2059, cesm1_cam5, Annual Anomaly, AUS
0.10869, 2040-2059, cnrm_cm5, Annual Anomaly, AUS
0.43262, 2040-2059, csiro_mk3_6_0, Annual Anomaly, AUS
0.41037, 2040-2059, gfdl_cm3, Annual Anomaly, AUS
0.2714, 2040-2059, gfdl_esm2g, Annual Anomaly, AUS
0.16613, 2040-2059, gfdl_esm2m, Annual Anomaly, AUS
0.58185, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, AUS
0.30797, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, AUS
0.09571, 2040-2059, miroc5, Annual Anomaly, AUS
0.21655, 2040-2059, miroc_esm_chem, Annual Anomaly, AUS
0.07041, 2040-2059, miroc_esm, Annual Anomaly, AUS
0.27841, 2040-2059, mpi_esm_mr, Annual Anomaly, AUS
0.17103, 2040-2059, mri_cgcm3, Annual Anomaly, AUS
0.0522, 2040-2059, noresm1_m, Annual Anomaly, AUS
0.11369, 2040-2059, bcc_csm1_1_m, Annual Anomaly, AUT
0.0446, 2040-2059, bcc_csm1_1, Annual Anomaly, AUT
0.13109, 2040-2059, bnu_esm, Annual Anomaly, AUT
0.05895, 2040-2059, canesm2, Annual Anomaly, AUT
0.26369, 2040-2059, ccsm4, Annual Anomaly, AUT
0.01232, 2040-2059, cesm1_cam5, Annual Anomaly, AUT
-0.0139, 2040-2059, cnrm_cm5, Annual Anomaly, AUT
0.43351, 2040-2059, csiro_mk3_6_0, Annual Anomaly, AUT
0.29351, 2040-2059, gfdl_cm3, Annual Anomaly, AUT
0.00386, 2040-2059, gfdl_esm2g, Annual Anomaly, AUT
-0.0387, 2040-2059, gfdl_esm2m, Annual Anomaly, AUT
0.02047, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, AUT
0.14027, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, AUT
-0.0196, 2040-2059, miroc5, Annual Anomaly, AUT
0.2721, 2040-2059, miroc_esm_chem, Annual Anomaly, AUT
0.13202, 2040-2059, miroc_esm, Annual Anomaly, AUT
0.17969, 2040-2059, mpi_esm_mr, Annual Anomaly, AUT
0.05268, 2040-2059, mri_cgcm3, Annual Anomaly, AUT
0.05386, 2040-2059, noresm1_m, Annual Anomaly, AUT
0.13971, 2040-2059, bcc_csm1_1_m, Annual Anomaly, AZE
0.47179, 2040-2059, bcc_csm1_1, Annual Anomaly, AZE
0.18092, 2040-2059, bnu_esm, Annual Anomaly, AZE
0.39175, 2040-2059, canesm2, Annual Anomaly, AZE
-0.0288, 2040-2059, ccsm4, Annual Anomaly, AZE
0.00302, 2040-2059, cesm1_cam5, Annual Anomaly, AZE
-0.0048, 2040-2059, cnrm_cm5, Annual Anomaly, AZE
0.48694, 2040-2059, csiro_mk3_6_0, Annual Anomaly, AZE
0.30441, 2040-2059, gfdl_cm3, Annual Anomaly, AZE
0.23192, 2040-2059, gfdl_esm2g, Annual Anomaly, AZE
0.08862, 2040-2059, gfdl_esm2m, Annual Anomaly, AZE
0.39632, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, AZE
0.58695, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, AZE
0.18793, 2040-2059, miroc5, Annual Anomaly, AZE
0.1972, 2040-2059, miroc_esm_chem, Annual Anomaly, AZE
0.26863, 2040-2059, miroc_esm, Annual Anomaly, AZE
0.18873, 2040-2059, mpi_esm_mr, Annual Anomaly, AZE
0.05523, 2040-2059, mri_cgcm3, Annual Anomaly, AZE
0.04465, 2040-2059, noresm1_m, Annual Anomaly, AZE
0.04701, 2040-2059, bcc_csm1_1, Annual Anomaly, BHS
0.06792, 2040-2059, bnu_esm, Annual Anomaly, BHS
-0.047, 2040-2059, canesm2, Annual Anomaly, BHS
-0.041, 2040-2059, ccsm4, Annual Anomaly, BHS
0.19701, 2040-2059, cesm1_cam5, Annual Anomaly, BHS
-0.079, 2040-2059, cnrm_cm5, Annual Anomaly, BHS
0.04701, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BHS
-0.0529, 2040-2059, gfdl_cm3, Annual Anomaly, BHS
0.19701, 2040-2059, gfdl_esm2g, Annual Anomaly, BHS
-0.091, 2040-2059, gfdl_esm2m, Annual Anomaly, BHS
0.23506, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BHS
0.10896, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BHS
0.04701, 2040-2059, miroc5, Annual Anomaly, BHS
-0.05, 2040-2059, miroc_esm, Annual Anomaly, BHS
0.06494, 2040-2059, mpi_esm_mr, Annual Anomaly, BHS
0.06792, 2040-2059, mri_cgcm3, Annual Anomaly, BHS
-0.0029, 2040-2059, noresm1_m, Annual Anomaly, BHS
0.52627, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BHR
0.2, 2040-2059, bcc_csm1_1, Annual Anomaly, BHR
-0.05, 2040-2059, bnu_esm, Annual Anomaly, BHR
0.18418, 2040-2059, canesm2, Annual Anomaly, BHR
0.1579, 2040-2059, ccsm4, Annual Anomaly, BHR
0.16581, 2040-2059, cesm1_cam5, Annual Anomaly, BHR
0.24209, 2040-2059, cnrm_cm5, Annual Anomaly, BHR
0.74209, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BHR
0.32627, 2040-2059, gfdl_cm3, Annual Anomaly, BHR
0.41581, 2040-2059, gfdl_esm2g, Annual Anomaly, BHR
0.19209, 2040-2059, gfdl_esm2m, Annual Anomaly, BHR
0.86581, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BHR
0.3, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BHR
0.18163, 2040-2059, miroc5, Annual Anomaly, BHR
0.0579, 2040-2059, miroc_esm_chem, Annual Anomaly, BHR
0.5579, 2040-2059, miroc_esm, Annual Anomaly, BHR
0.68163, 2040-2059, mpi_esm_mr, Annual Anomaly, BHR
0.28418, 2040-2059, mri_cgcm3, Annual Anomaly, BHR
0.05388, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BGD
-0.0016, 2040-2059, bcc_csm1_1, Annual Anomaly, BGD
0.19801, 2040-2059, bnu_esm, Annual Anomaly, BGD
0.19316, 2040-2059, canesm2, Annual Anomaly, BGD
0.25366, 2040-2059, ccsm4, Annual Anomaly, BGD
0.11008, 2040-2059, cesm1_cam5, Annual Anomaly, BGD
-0.0335, 2040-2059, cnrm_cm5, Annual Anomaly, BGD
0.17802, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BGD
-0.0179, 2040-2059, gfdl_cm3, Annual Anomaly, BGD
0.00583, 2040-2059, gfdl_esm2g, Annual Anomaly, BGD
-0.0401, 2040-2059, gfdl_esm2m, Annual Anomaly, BGD
0.05529, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BGD
0.13997, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BGD
0.02059, 2040-2059, miroc5, Annual Anomaly, BGD
0.04583, 2040-2059, miroc_esm_chem, Annual Anomaly, BGD
0.05582, 2040-2059, miroc_esm, Annual Anomaly, BGD
0.14618, 2040-2059, mpi_esm_mr, Annual Anomaly, BGD
0.01598, 2040-2059, mri_cgcm3, Annual Anomaly, BGD
0.09899, 2040-2059, noresm1_m, Annual Anomaly, BGD
0.2, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BRB
0.06825, 2040-2059, bcc_csm1_1, Annual Anomaly, BRB
0.18174, 2040-2059, bnu_esm, Annual Anomaly, BRB
0.1, 2040-2059, canesm2, Annual Anomaly, BRB
0.05, 2040-2059, cesm1_cam5, Annual Anomaly, BRB
-0.05, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BRB
0.16348, 2040-2059, gfdl_cm3, Annual Anomaly, BRB
0.00912, 2040-2059, gfdl_esm2g, Annual Anomaly, BRB
0.14087, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BRB
0.1, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BRB
0.59087, 2040-2059, miroc5, Annual Anomaly, BRB
0.15435, 2040-2059, miroc_esm_chem, Annual Anomaly, BRB
-0.05, 2040-2059, miroc_esm, Annual Anomaly, BRB
0.2, 2040-2059, mpi_esm_mr, Annual Anomaly, BRB
0.1, 2040-2059, mri_cgcm3, Annual Anomaly, BRB
-0.0155, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BLR
0.03095, 2040-2059, bcc_csm1_1, Annual Anomaly, BLR
0.13194, 2040-2059, bnu_esm, Annual Anomaly, BLR
0.00796, 2040-2059, canesm2, Annual Anomaly, BLR
0.0866, 2040-2059, ccsm4, Annual Anomaly, BLR
0.15293, 2040-2059, cesm1_cam5, Annual Anomaly, BLR
0.07295, 2040-2059, cnrm_cm5, Annual Anomaly, BLR
0.08165, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BLR
0.06834, 2040-2059, gfdl_cm3, Annual Anomaly, BLR
-0.0281, 2040-2059, gfdl_esm2g, Annual Anomaly, BLR
0.11023, 2040-2059, gfdl_esm2m, Annual Anomaly, BLR
0.19493, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BLR
0.22584, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BLR
0.28622, 2040-2059, miroc5, Annual Anomaly, BLR
0.12682, 2040-2059, miroc_esm_chem, Annual Anomaly, BLR
-0.0674, 2040-2059, miroc_esm, Annual Anomaly, BLR
0.06556, 2040-2059, mpi_esm_mr, Annual Anomaly, BLR
-0.0273, 2040-2059, mri_cgcm3, Annual Anomaly, BLR
-0.0135, 2040-2059, noresm1_m, Annual Anomaly, BLR
0.09721, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BEL
0.49049, 2040-2059, bcc_csm1_1, Annual Anomaly, BEL
0.29068, 2040-2059, bnu_esm, Annual Anomaly, BEL
0.11317, 2040-2059, canesm2, Annual Anomaly, BEL
0.19125, 2040-2059, ccsm4, Annual Anomaly, BEL
0.15536, 2040-2059, cesm1_cam5, Annual Anomaly, BEL
0.20288, 2040-2059, cnrm_cm5, Annual Anomaly, BEL
0.29852, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BEL
0.1031, 2040-2059, gfdl_cm3, Annual Anomaly, BEL
0.45599, 2040-2059, gfdl_esm2g, Annual Anomaly, BEL
0.08055, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BEL
0.16227, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BEL
0.38057, 2040-2059, miroc5, Annual Anomaly, BEL
-0.0392, 2040-2059, miroc_esm_chem, Annual Anomaly, BEL
0.03399, 2040-2059, miroc_esm, Annual Anomaly, BEL
0.34426, 2040-2059, mpi_esm_mr, Annual Anomaly, BEL
0.1266, 2040-2059, mri_cgcm3, Annual Anomaly, BEL
0.13591, 2040-2059, noresm1_m, Annual Anomaly, BEL
0.2635, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BLZ
0.05764, 2040-2059, bcc_csm1_1, Annual Anomaly, BLZ
0.15994, 2040-2059, bnu_esm, Annual Anomaly, BLZ
0.23151, 2040-2059, canesm2, Annual Anomaly, BLZ
0.16569, 2040-2059, ccsm4, Annual Anomaly, BLZ
0.15642, 2040-2059, cesm1_cam5, Annual Anomaly, BLZ
0.12524, 2040-2059, cnrm_cm5, Annual Anomaly, BLZ
-0.0177, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BLZ
0.03096, 2040-2059, gfdl_cm3, Annual Anomaly, BLZ
0.05212, 2040-2059, gfdl_esm2g, Annual Anomaly, BLZ
-0.0178, 2040-2059, gfdl_esm2m, Annual Anomaly, BLZ
0.11623, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BLZ
0.87064, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BLZ
0.3721, 2040-2059, miroc5, Annual Anomaly, BLZ
0.0893, 2040-2059, miroc_esm_chem, Annual Anomaly, BLZ
0.19806, 2040-2059, miroc_esm, Annual Anomaly, BLZ
0.01793, 2040-2059, mpi_esm_mr, Annual Anomaly, BLZ
0.51339, 2040-2059, mri_cgcm3, Annual Anomaly, BLZ
0.04223, 2040-2059, noresm1_m, Annual Anomaly, BLZ
0.1656, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BEN
0.15773, 2040-2059, bcc_csm1_1, Annual Anomaly, BEN
0.1386, 2040-2059, bnu_esm, Annual Anomaly, BEN
0.48488, 2040-2059, canesm2, Annual Anomaly, BEN
0.01087, 2040-2059, ccsm4, Annual Anomaly, BEN
0.12865, 2040-2059, cesm1_cam5, Annual Anomaly, BEN
0.02685, 2040-2059, cnrm_cm5, Annual Anomaly, BEN
0.2157, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BEN
-0.1261, 2040-2059, gfdl_cm3, Annual Anomaly, BEN
-0.0273, 2040-2059, gfdl_esm2g, Annual Anomaly, BEN
0.02599, 2040-2059, gfdl_esm2m, Annual Anomaly, BEN
0.35169, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BEN
0.52137, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BEN
0.04536, 2040-2059, miroc5, Annual Anomaly, BEN
0.03836, 2040-2059, miroc_esm_chem, Annual Anomaly, BEN
-0.0344, 2040-2059, miroc_esm, Annual Anomaly, BEN
0.13273, 2040-2059, mpi_esm_mr, Annual Anomaly, BEN
0.16992, 2040-2059, mri_cgcm3, Annual Anomaly, BEN
0.0583, 2040-2059, noresm1_m, Annual Anomaly, BEN
0.03556, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BTN
0.11743, 2040-2059, bnu_esm, Annual Anomaly, BTN
0.08418, 2040-2059, canesm2, Annual Anomaly, BTN
-0.0127, 2040-2059, ccsm4, Annual Anomaly, BTN
-0.0574, 2040-2059, cesm1_cam5, Annual Anomaly, BTN
-0.0231, 2040-2059, cnrm_cm5, Annual Anomaly, BTN
0.10363, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BTN
-0.0167, 2040-2059, gfdl_cm3, Annual Anomaly, BTN
0.02048, 2040-2059, gfdl_esm2m, Annual Anomaly, BTN
0.2221, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BTN
0.37556, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BTN
0.03722, 2040-2059, miroc5, Annual Anomaly, BTN
0.46549, 2040-2059, miroc_esm_chem, Annual Anomaly, BTN
0.18222, 2040-2059, miroc_esm, Annual Anomaly, BTN
-0.0056, 2040-2059, mpi_esm_mr, Annual Anomaly, BTN
-0.0135, 2040-2059, mri_cgcm3, Annual Anomaly, BTN
0.1368, 2040-2059, noresm1_m, Annual Anomaly, BTN
0.10878, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BOL
0.11297, 2040-2059, bcc_csm1_1, Annual Anomaly, BOL
0.20165, 2040-2059, bnu_esm, Annual Anomaly, BOL
0.66168, 2040-2059, canesm2, Annual Anomaly, BOL
0.01349, 2040-2059, ccsm4, Annual Anomaly, BOL
0.18928, 2040-2059, cesm1_cam5, Annual Anomaly, BOL
0.08872, 2040-2059, cnrm_cm5, Annual Anomaly, BOL
0.20507, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BOL
0.63064, 2040-2059, gfdl_cm3, Annual Anomaly, BOL
0.25103, 2040-2059, gfdl_esm2g, Annual Anomaly, BOL
0.03565, 2040-2059, gfdl_esm2m, Annual Anomaly, BOL
0.26086, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BOL
0.23948, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BOL
0.1107, 2040-2059, miroc5, Annual Anomaly, BOL
0.45454, 2040-2059, miroc_esm_chem, Annual Anomaly, BOL
0.46043, 2040-2059, miroc_esm, Annual Anomaly, BOL
0.09471, 2040-2059, mpi_esm_mr, Annual Anomaly, BOL
0.08119, 2040-2059, mri_cgcm3, Annual Anomaly, BOL
0.19731, 2040-2059, noresm1_m, Annual Anomaly, BOL
0.48701, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BIH
0.01924, 2040-2059, bcc_csm1_1, Annual Anomaly, BIH
0.25577, 2040-2059, bnu_esm, Annual Anomaly, BIH
0.15999, 2040-2059, canesm2, Annual Anomaly, BIH
0.22431, 2040-2059, ccsm4, Annual Anomaly, BIH
0.04648, 2040-2059, cesm1_cam5, Annual Anomaly, BIH
0.02947, 2040-2059, cnrm_cm5, Annual Anomaly, BIH
0.16031, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BIH
0.42577, 2040-2059, gfdl_cm3, Annual Anomaly, BIH
0.01406, 2040-2059, gfdl_esm2g, Annual Anomaly, BIH
-0.0129, 2040-2059, gfdl_esm2m, Annual Anomaly, BIH
0.1954, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BIH
0.04591, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BIH
0.23519, 2040-2059, miroc5, Annual Anomaly, BIH
0.49169, 2040-2059, miroc_esm_chem, Annual Anomaly, BIH
0.17184, 2040-2059, miroc_esm, Annual Anomaly, BIH
0.12157, 2040-2059, mpi_esm_mr, Annual Anomaly, BIH
-0.0215, 2040-2059, mri_cgcm3, Annual Anomaly, BIH
0.29507, 2040-2059, noresm1_m, Annual Anomaly, BIH
0.34822, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BWA
0.12709, 2040-2059, bcc_csm1_1, Annual Anomaly, BWA
0.02935, 2040-2059, bnu_esm, Annual Anomaly, BWA
