Annual Severe Drought Likelihood - (Probability), Year, Model, Statistics, ISO3
0.26142, 2040-2059, gfdl_esm2g, Annual Anomaly, AUS
0.16931, 2040-2059, gfdl_esm2m, Annual Anomaly, AUS
0.56414, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, AUS
0.27827, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, AUS
0.10761, 2040-2059, miroc5, Annual Anomaly, AUS
0.24438, 2040-2059, miroc_esm_chem, Annual Anomaly, AUS
0.14577, 2040-2059, miroc_esm, Annual Anomaly, AUS
0.12806, 2040-2059, mri_cgcm3, Annual Anomaly, AUS
0.07973, 2040-2059, noresm1_m, Annual Anomaly, AUS
0.10895, 2040-2059, bcc_csm1_1_m, Annual Anomaly, AUT
0.20488, 2040-2059, bcc_csm1_1, Annual Anomaly, AUT
0.26815, 2040-2059, ccsm4, Annual Anomaly, AUT
9.8E-4, 2040-2059, cesm1_cam5, Annual Anomaly, AUT
0.23519, 2040-2059, csiro_mk3_6_0, Annual Anomaly, AUT
0.35248, 2040-2059, gfdl_cm3, Annual Anomaly, AUT
-0.0455, 2040-2059, gfdl_esm2g, Annual Anomaly, AUT
-0.0338, 2040-2059, gfdl_esm2m, Annual Anomaly, AUT
0.07072, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, AUT
0.1013, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, AUT
0.09904, 2040-2059, miroc5, Annual Anomaly, AUT
0.05339, 2040-2059, miroc_esm_chem, Annual Anomaly, AUT
0.27228, 2040-2059, miroc_esm, Annual Anomaly, AUT
0.15344, 2040-2059, mri_cgcm3, Annual Anomaly, AUT
0.03214, 2040-2059, noresm1_m, Annual Anomaly, AUT
0.04402, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BHS
0.28506, 2040-2059, bcc_csm1_1, Annual Anomaly, BHS
-0.035, 2040-2059, ccsm4, Annual Anomaly, BHS
0.19701, 2040-2059, cesm1_cam5, Annual Anomaly, BHS
0.05, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BHS
0.14103, 2040-2059, gfdl_cm3, Annual Anomaly, BHS
0.30298, 2040-2059, gfdl_esm2g, Annual Anomaly, BHS
-0.091, 2040-2059, gfdl_esm2m, Annual Anomaly, BHS
0.04701, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BHS
-0.029, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BHS
-0.047, 2040-2059, miroc5, Annual Anomaly, BHS
0.00298, 2040-2059, miroc_esm_chem, Annual Anomaly, BHS
-0.05, 2040-2059, miroc_esm, Annual Anomaly, BHS
-0.041, 2040-2059, mri_cgcm3, Annual Anomaly, BHS
0.20597, 2040-2059, noresm1_m, Annual Anomaly, BHS
-0.0479, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BLR
0.00285, 2040-2059, bcc_csm1_1, Annual Anomaly, BLR
0.15394, 2040-2059, ccsm4, Annual Anomaly, BLR
0.25684, 2040-2059, cesm1_cam5, Annual Anomaly, BLR
0.29772, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BLR
-0.0253, 2040-2059, gfdl_cm3, Annual Anomaly, BLR
0.02955, 2040-2059, gfdl_esm2g, Annual Anomaly, BLR
0.11125, 2040-2059, gfdl_esm2m, Annual Anomaly, BLR
-6.0E-4, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BLR
0.17772, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BLR
0.52797, 2040-2059, miroc5, Annual Anomaly, BLR
-0.0166, 2040-2059, miroc_esm_chem, Annual Anomaly, BLR
-0.0319, 2040-2059, miroc_esm, Annual Anomaly, BLR
0.00362, 2040-2059, mri_cgcm3, Annual Anomaly, BLR
0.01393, 2040-2059, noresm1_m, Annual Anomaly, BLR
0.31926, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BEN
0.1868, 2040-2059, bcc_csm1_1, Annual Anomaly, BEN
0.11737, 2040-2059, ccsm4, Annual Anomaly, BEN
0.16686, 2040-2059, cesm1_cam5, Annual Anomaly, BEN
0.09511, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BEN
-0.0872, 2040-2059, gfdl_cm3, Annual Anomaly, BEN
-0.0325, 2040-2059, gfdl_esm2g, Annual Anomaly, BEN
0.16308, 2040-2059, gfdl_esm2m, Annual Anomaly, BEN
0.12159, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BEN
0.63914, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BEN
0.03926, 2040-2059, miroc5, Annual Anomaly, BEN
0.0838, 2040-2059, miroc_esm_chem, Annual Anomaly, BEN
-0.0436, 2040-2059, miroc_esm, Annual Anomaly, BEN
0.30705, 2040-2059, mri_cgcm3, Annual Anomaly, BEN
0.00587, 2040-2059, noresm1_m, Annual Anomaly, BEN
0.06637, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BTN
-0.0108, 2040-2059, ccsm4, Annual Anomaly, BTN
-0.0854, 2040-2059, cesm1_cam5, Annual Anomaly, BTN
0.1675, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BTN
0.0746, 2040-2059, gfdl_cm3, Annual Anomaly, BTN
0.09302, 2040-2059, gfdl_esm2m, Annual Anomaly, BTN
0.24326, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BTN
0.18997, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BTN
0.01275, 2040-2059, miroc5, Annual Anomaly, BTN
0.26885, 2040-2059, miroc_esm_chem, Annual Anomaly, BTN
0.10603, 2040-2059, miroc_esm, Annual Anomaly, BTN
-0.059, 2040-2059, mri_cgcm3, Annual Anomaly, BTN
0.33084, 2040-2059, noresm1_m, Annual Anomaly, BTN
-0.0166, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BDI
0.08556, 2040-2059, bcc_csm1_1, Annual Anomaly, BDI
0.02848, 2040-2059, ccsm4, Annual Anomaly, BDI
0.08866, 2040-2059, cesm1_cam5, Annual Anomaly, BDI
0.19681, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BDI
0.21297, 2040-2059, gfdl_cm3, Annual Anomaly, BDI
-0.0666, 2040-2059, gfdl_esm2g, Annual Anomaly, BDI
0.02906, 2040-2059, gfdl_esm2m, Annual Anomaly, BDI
0.0185, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BDI
0.08897, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BDI
-0.0031, 2040-2059, miroc5, Annual Anomaly, BDI
0.00264, 2040-2059, miroc_esm_chem, Annual Anomaly, BDI
-3.0E-4, 2040-2059, miroc_esm, Annual Anomaly, BDI
0.0279, 2040-2059, mri_cgcm3, Annual Anomaly, BDI
0.02448, 2040-2059, noresm1_m, Annual Anomaly, BDI
0.15831, 2040-2059, bcc_csm1_1_m, Annual Anomaly, KHM
-0.0517, 2040-2059, bcc_csm1_1, Annual Anomaly, KHM
-0.0623, 2040-2059, ccsm4, Annual Anomaly, KHM
0.04634, 2040-2059, cesm1_cam5, Annual Anomaly, KHM
0.08987, 2040-2059, csiro_mk3_6_0, Annual Anomaly, KHM
0.09212, 2040-2059, gfdl_cm3, Annual Anomaly, KHM
-2.0E-4, 2040-2059, gfdl_esm2g, Annual Anomaly, KHM
-0.015, 2040-2059, gfdl_esm2m, Annual Anomaly, KHM
0.30149, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, KHM
0.00882, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, KHM
0.06476, 2040-2059, miroc5, Annual Anomaly, KHM
0.16192, 2040-2059, miroc_esm_chem, Annual Anomaly, KHM
0.11251, 2040-2059, miroc_esm, Annual Anomaly, KHM
0.16793, 2040-2059, mri_cgcm3, Annual Anomaly, KHM
-0.0383, 2040-2059, noresm1_m, Annual Anomaly, KHM
0.03635, 2040-2059, bcc_csm1_1_m, Annual Anomaly, CPV
0.16361, 2040-2059, bcc_csm1_1, Annual Anomaly, CPV
0.32774, 2040-2059, ccsm4, Annual Anomaly, CPV
0.37642, 2040-2059, cesm1_cam5, Annual Anomaly, CPV
0.23491, 2040-2059, csiro_mk3_6_0, Annual Anomaly, CPV
0.05745, 2040-2059, gfdl_cm3, Annual Anomaly, CPV
0.07464, 2040-2059, gfdl_esm2g, Annual Anomaly, CPV
0.16204, 2040-2059, bcc_csm1_1_m, Annual Anomaly, COG
0.30099, 2040-2059, bcc_csm1_1, Annual Anomaly, COG
0.05877, 2040-2059, ccsm4, Annual Anomaly, COG
0.01125, 2040-2059, cesm1_cam5, Annual Anomaly, COG
0.08894, 2040-2059, csiro_mk3_6_0, Annual Anomaly, COG
0.06519, 2040-2059, gfdl_cm3, Annual Anomaly, COG
0.15771, 2040-2059, gfdl_esm2g, Annual Anomaly, COG
0.06547, 2040-2059, gfdl_esm2m, Annual Anomaly, COG
0.09942, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, COG
0.13554, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, COG
-0.0395, 2040-2059, miroc5, Annual Anomaly, COG
0.22175, 2040-2059, miroc_esm_chem, Annual Anomaly, COG
0.05469, 2040-2059, miroc_esm, Annual Anomaly, COG
0.1091, 2040-2059, mri_cgcm3, Annual Anomaly, COG
0.06384, 2040-2059, noresm1_m, Annual Anomaly, COG
0.01601, 2040-2059, bcc_csm1_1_m, Annual Anomaly, CUB
0.16479, 2040-2059, bcc_csm1_1, Annual Anomaly, CUB
0.09928, 2040-2059, ccsm4, Annual Anomaly, CUB
0.21354, 2040-2059, cesm1_cam5, Annual Anomaly, CUB
0.01033, 2040-2059, csiro_mk3_6_0, Annual Anomaly, CUB
0.06657, 2040-2059, gfdl_cm3, Annual Anomaly, CUB
0.23193, 2040-2059, gfdl_esm2g, Annual Anomaly, CUB
0.0616, 2040-2059, gfdl_esm2m, Annual Anomaly, CUB
0.15421, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, CUB
0.30528, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, CUB
0.02928, 2040-2059, miroc5, Annual Anomaly, CUB
0.06867, 2040-2059, miroc_esm_chem, Annual Anomaly, CUB
-0.0241, 2040-2059, miroc_esm, Annual Anomaly, CUB
0.07674, 2040-2059, mri_cgcm3, Annual Anomaly, CUB
0.17111, 2040-2059, noresm1_m, Annual Anomaly, CUB
0.37174, 2040-2059, bcc_csm1_1_m, Annual Anomaly, FRA
0.34426, 2040-2059, bcc_csm1_1, Annual Anomaly, FRA
0.24541, 2040-2059, ccsm4, Annual Anomaly, FRA
0.16788, 2040-2059, cesm1_cam5, Annual Anomaly, FRA
0.13377, 2040-2059, csiro_mk3_6_0, Annual Anomaly, FRA
0.40221, 2040-2059, gfdl_cm3, Annual Anomaly, FRA
0.21769, 2040-2059, gfdl_esm2g, Annual Anomaly, FRA
0.12263, 2040-2059, gfdl_esm2m, Annual Anomaly, FRA
0.06143, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, FRA
0.09308, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, FRA
0.06757, 2040-2059, miroc5, Annual Anomaly, FRA
0.19886, 2040-2059, miroc_esm_chem, Annual Anomaly, FRA
0.23062, 2040-2059, miroc_esm, Annual Anomaly, FRA
0.12177, 2040-2059, mri_cgcm3, Annual Anomaly, FRA
0.04898, 2040-2059, noresm1_m, Annual Anomaly, FRA
0.05551, 2040-2059, bcc_csm1_1_m, Annual Anomaly, GAB
0.33485, 2040-2059, bcc_csm1_1, Annual Anomaly, GAB
-0.0146, 2040-2059, ccsm4, Annual Anomaly, GAB
-0.0029, 2040-2059, cesm1_cam5, Annual Anomaly, GAB
-0.003, 2040-2059, csiro_mk3_6_0, Annual Anomaly, GAB
0.02638, 2040-2059, gfdl_cm3, Annual Anomaly, GAB
0.08478, 2040-2059, gfdl_esm2g, Annual Anomaly, GAB
-0.0262, 2040-2059, gfdl_esm2m, Annual Anomaly, GAB
0.04709, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, GAB
0.01562, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, GAB
6.5E-4, 2040-2059, miroc5, Annual Anomaly, GAB
0.06726, 2040-2059, miroc_esm_chem, Annual Anomaly, GAB
0.03709, 2040-2059, miroc_esm, Annual Anomaly, GAB
0.13812, 2040-2059, mri_cgcm3, Annual Anomaly, GAB
0.13459, 2040-2059, noresm1_m, Annual Anomaly, GAB
0.57088, 2040-2059, bcc_csm1_1_m, Annual Anomaly, GMB
0.23651, 2040-2059, bcc_csm1_1, Annual Anomaly, GMB
0.3763, 2040-2059, ccsm4, Annual Anomaly, GMB
0.2368, 2040-2059, cesm1_cam5, Annual Anomaly, GMB
0.03971, 2040-2059, csiro_mk3_6_0, Annual Anomaly, GMB
0.23969, 2040-2059, gfdl_cm3, Annual Anomaly, GMB
-0.0065, 2040-2059, gfdl_esm2g, Annual Anomaly, GMB
0.0998, 2040-2059, gfdl_esm2m, Annual Anomaly, GMB
0.45064, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, GMB
0.62425, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, GMB
0.11806, 2040-2059, miroc5, Annual Anomaly, GMB
-0.0401, 2040-2059, miroc_esm_chem, Annual Anomaly, GMB
-0.0197, 2040-2059, miroc_esm, Annual Anomaly, GMB
0.56494, 2040-2059, mri_cgcm3, Annual Anomaly, GMB
0.32144, 2040-2059, noresm1_m, Annual Anomaly, GMB
0.3339, 2040-2059, bcc_csm1_1_m, Annual Anomaly, GHA
0.07485, 2040-2059, bcc_csm1_1, Annual Anomaly, GHA
0.0303, 2040-2059, ccsm4, Annual Anomaly, GHA
0.1372, 2040-2059, cesm1_cam5, Annual Anomaly, GHA
0.03914, 2040-2059, csiro_mk3_6_0, Annual Anomaly, GHA
-0.0785, 2040-2059, gfdl_cm3, Annual Anomaly, GHA
0.04601, 2040-2059, gfdl_esm2g, Annual Anomaly, GHA
0.12204, 2040-2059, gfdl_esm2m, Annual Anomaly, GHA
0.12357, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, GHA
0.53055, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, GHA
0.04732, 2040-2059, miroc5, Annual Anomaly, GHA
0.06614, 2040-2059, miroc_esm_chem, Annual Anomaly, GHA
0.00141, 2040-2059, miroc_esm, Annual Anomaly, GHA
0.26602, 2040-2059, mri_cgcm3, Annual Anomaly, GHA
0.05722, 2040-2059, noresm1_m, Annual Anomaly, GHA
0.53101, 2040-2059, bcc_csm1_1_m, Annual Anomaly, GRC
0.11141, 2040-2059, bcc_csm1_1, Annual Anomaly, GRC
0.31155, 2040-2059, ccsm4, Annual Anomaly, GRC
0.23924, 2040-2059, cesm1_cam5, Annual Anomaly, GRC
0.40967, 2040-2059, csiro_mk3_6_0, Annual Anomaly, GRC
0.4236, 2040-2059, gfdl_cm3, Annual Anomaly, GRC
0.14423, 2040-2059, gfdl_esm2g, Annual Anomaly, GRC
0.24147, 2040-2059, gfdl_esm2m, Annual Anomaly, GRC
0.11009, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, GRC
0.30602, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, GRC
0.19307, 2040-2059, miroc5, Annual Anomaly, GRC
0.69688, 2040-2059, miroc_esm_chem, Annual Anomaly, GRC
0.7403, 2040-2059, miroc_esm, Annual Anomaly, GRC
0.24175, 2040-2059, mri_cgcm3, Annual Anomaly, GRC
0.23881, 2040-2059, noresm1_m, Annual Anomaly, GRC
0.13859, 2040-2059, bcc_csm1_1_m, Annual Anomaly, GRL
0.05036, 2040-2059, bcc_csm1_1, Annual Anomaly, GRL
0.02233, 2040-2059, ccsm4, Annual Anomaly, GRL
0.16375, 2040-2059, cesm1_cam5, Annual Anomaly, GRL
0.11208, 2040-2059, csiro_mk3_6_0, Annual Anomaly, GRL
0.1662, 2040-2059, gfdl_cm3, Annual Anomaly, GRL
0.12505, 2040-2059, gfdl_esm2g, Annual Anomaly, GRL
0.22011, 2040-2059, gfdl_esm2m, Annual Anomaly, GRL
0.22018, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, GRL
0.12418, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, GRL
0.14911, 2040-2059, miroc5, Annual Anomaly, GRL
-0.0072, 2040-2059, miroc_esm_chem, Annual Anomaly, GRL
0.03669, 2040-2059, miroc_esm, Annual Anomaly, GRL
0.07039, 2040-2059, mri_cgcm3, Annual Anomaly, GRL
0.05465, 2040-2059, noresm1_m, Annual Anomaly, GRL
0.11019, 2040-2059, bcc_csm1_1_m, Annual Anomaly, GRD
0.06192, 2040-2059, bcc_csm1_1, Annual Anomaly, GRD
0.34205, 2040-2059, ccsm4, Annual Anomaly, GRD
0.73721, 2040-2059, cesm1_cam5, Annual Anomaly, GRD
0.21019, 2040-2059, gfdl_cm3, Annual Anomaly, GRD
4.3E-4, 2040-2059, gfdl_esm2g, Annual Anomaly, GRD
-8.0E-4, 2040-2059, gfdl_esm2m, Annual Anomaly, GRD
0.49248, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, GRD
0.40483, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, GRD
0.15483, 2040-2059, miroc5, Annual Anomaly, GRD
0.15976, 2040-2059, miroc_esm_chem, Annual Anomaly, GRD
0.09956, 2040-2059, miroc_esm, Annual Anomaly, GRD
0.18894, 2040-2059, mri_cgcm3, Annual Anomaly, GRD
0.19956, 2040-2059, noresm1_m, Annual Anomaly, GRD
0.42904, 2040-2059, bcc_csm1_1_m, Annual Anomaly, GIN
0.28398, 2040-2059, bcc_csm1_1, Annual Anomaly, GIN
0.22973, 2040-2059, ccsm4, Annual Anomaly, GIN
0.27609, 2040-2059, cesm1_cam5, Annual Anomaly, GIN
0.06026, 2040-2059, csiro_mk3_6_0, Annual Anomaly, GIN
0.00469, 2040-2059, gfdl_cm3, Annual Anomaly, GIN
0.06767, 2040-2059, gfdl_esm2g, Annual Anomaly, GIN
0.07818, 2040-2059, gfdl_esm2m, Annual Anomaly, GIN
0.39267, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, GIN
0.55408, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, GIN
0.09615, 2040-2059, miroc5, Annual Anomaly, GIN
-0.0093, 2040-2059, miroc_esm_chem, Annual Anomaly, GIN
-0.0129, 2040-2059, miroc_esm, Annual Anomaly, GIN
0.24358, 2040-2059, mri_cgcm3, Annual Anomaly, GIN
0.1855, 2040-2059, noresm1_m, Annual Anomaly, GIN
0.21698, 2040-2059, bcc_csm1_1_m, Annual Anomaly, GUY
0.33315, 2040-2059, bcc_csm1_1, Annual Anomaly, GUY
0.16675, 2040-2059, ccsm4, Annual Anomaly, GUY
0.48857, 2040-2059, cesm1_cam5, Annual Anomaly, GUY
0.14908, 2040-2059, csiro_mk3_6_0, Annual Anomaly, GUY
0.34928, 2040-2059, gfdl_cm3, Annual Anomaly, GUY
0.35156, 2040-2059, gfdl_esm2g, Annual Anomaly, GUY
0.01911, 2040-2059, gfdl_esm2m, Annual Anomaly, GUY
-0.0085, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, GUY
-0.007, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, GUY
0.18257, 2040-2059, miroc5, Annual Anomaly, GUY
0.42476, 2040-2059, miroc_esm_chem, Annual Anomaly, GUY
0.19827, 2040-2059, miroc_esm, Annual Anomaly, GUY
0.04612, 2040-2059, mri_cgcm3, Annual Anomaly, GUY
0.45326, 2040-2059, noresm1_m, Annual Anomaly, GUY
0.18887, 2040-2059, bcc_csm1_1_m, Annual Anomaly, HTI
0.10779, 2040-2059, bcc_csm1_1, Annual Anomaly, HTI
0.31057, 2040-2059, ccsm4, Annual Anomaly, HTI
0.05945, 2040-2059, cesm1_cam5, Annual Anomaly, HTI
0.1783, 2040-2059, csiro_mk3_6_0, Annual Anomaly, HTI
0.02003, 2040-2059, gfdl_cm3, Annual Anomaly, HTI
0.19165, 2040-2059, gfdl_esm2g, Annual Anomaly, HTI
0.14555, 2040-2059, gfdl_esm2m, Annual Anomaly, HTI
0.04777, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, HTI
0.56892, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, HTI
-0.0805, 2040-2059, miroc5, Annual Anomaly, HTI
0.1783, 2040-2059, miroc_esm_chem, Annual Anomaly, HTI
-0.0927, 2040-2059, miroc_esm, Annual Anomaly, HTI
0.41939, 2040-2059, mri_cgcm3, Annual Anomaly, HTI
0.62941, 2040-2059, noresm1_m, Annual Anomaly, HTI
0.23654, 2040-2059, bcc_csm1_1_m, Annual Anomaly, HND
0.01092, 2040-2059, bcc_csm1_1, Annual Anomaly, HND
0.07207, 2040-2059, ccsm4, Annual Anomaly, HND
0.34118, 2040-2059, cesm1_cam5, Annual Anomaly, HND
0.19438, 2040-2059, csiro_mk3_6_0, Annual Anomaly, HND
0.16313, 2040-2059, gfdl_cm3, Annual Anomaly, HND
0.10395, 2040-2059, gfdl_esm2g, Annual Anomaly, HND
0.10869, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, HND
0.4672, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, HND
0.04198, 2040-2059, miroc5, Annual Anomaly, HND
0.02202, 2040-2059, miroc_esm_chem, Annual Anomaly, HND
0.22151, 2040-2059, miroc_esm, Annual Anomaly, HND
0.11047, 2040-2059, mri_cgcm3, Annual Anomaly, HND
0.41683, 2040-2059, noresm1_m, Annual Anomaly, HND
0.11987, 2040-2059, bcc_csm1_1_m, Annual Anomaly, HUN
0.18393, 2040-2059, bcc_csm1_1, Annual Anomaly, HUN
0.39997, 2040-2059, ccsm4, Annual Anomaly, HUN
-0.0281, 2040-2059, cesm1_cam5, Annual Anomaly, HUN
0.15103, 2040-2059, csiro_mk3_6_0, Annual Anomaly, HUN
0.38612, 2040-2059, gfdl_cm3, Annual Anomaly, HUN
0.01734, 2040-2059, gfdl_esm2g, Annual Anomaly, HUN
0.0466, 2040-2059, gfdl_esm2m, Annual Anomaly, HUN
0.11109, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, HUN
0.03976, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, HUN
0.36555, 2040-2059, miroc5, Annual Anomaly, HUN
0.23633, 2040-2059, miroc_esm_chem, Annual Anomaly, HUN
0.30481, 2040-2059, miroc_esm, Annual Anomaly, HUN
0.1969, 2040-2059, mri_cgcm3, Annual Anomaly, HUN
0.16421, 2040-2059, noresm1_m, Annual Anomaly, HUN
-0.0337, 2040-2059, bcc_csm1_1_m, Annual Anomaly, ISL
0.00741, 2040-2059, bcc_csm1_1, Annual Anomaly, ISL
-0.0528, 2040-2059, ccsm4, Annual Anomaly, ISL
0.05524, 2040-2059, cesm1_cam5, Annual Anomaly, ISL
0.09622, 2040-2059, csiro_mk3_6_0, Annual Anomaly, ISL
0.01567, 2040-2059, gfdl_cm3, Annual Anomaly, ISL
0.0415, 2040-2059, gfdl_esm2g, Annual Anomaly, ISL
0.09108, 2040-2059, gfdl_esm2m, Annual Anomaly, ISL
0.01585, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, ISL
0.00143, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, ISL
0.1917, 2040-2059, miroc5, Annual Anomaly, ISL
0.06729, 2040-2059, miroc_esm_chem, Annual Anomaly, ISL
0.0452, 2040-2059, miroc_esm, Annual Anomaly, ISL
