Annual Severe Drought Likelihood - (Probability), Year, Model, Statistics, ISO3
0.28857, 2060-2079, bcc_csm1_1, Annual Anomaly, BEL
0.127, 2060-2079, bnu_esm, Annual Anomaly, BEL
0.25864, 2060-2079, canesm2, Annual Anomaly, BEL
0.27443, 2060-2079, ccsm4, Annual Anomaly, BEL
0.47246, 2060-2079, cesm1_bgc, Annual Anomaly, BEL
0.40727, 2060-2079, cesm1_cam5, Annual Anomaly, BEL
0.12436, 2060-2079, cnrm_cm5, Annual Anomaly, BEL
0.26773, 2060-2079, csiro_mk3_6_0, Annual Anomaly, BEL
0.36637, 2060-2079, gfdl_cm3, Annual Anomaly, BEL
0.35877, 2060-2079, gfdl_esm2g, Annual Anomaly, BEL
0.05222, 2060-2079, gfdl_esm2m, Annual Anomaly, BEL
0.4626, 2060-2079, inmcm4, Annual Anomaly, BEL
0.38976, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, BEL
0.13857, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, BEL
0.12178, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, BEL
0.1398, 2060-2079, miroc5, Annual Anomaly, BEL
-0.0061, 2060-2079, miroc_esm_chem, Annual Anomaly, BEL
-0.0084, 2060-2079, miroc_esm, Annual Anomaly, BEL
0.2989, 2060-2079, mpi_esm_mr, Annual Anomaly, BEL
0.01055, 2060-2079, mri_cgcm3, Annual Anomaly, BEL
0.2393, 2060-2079, noresm1_m, Annual Anomaly, BEL
0.35475, 2060-2079, access1_3, Annual Anomaly, BLZ
0.23945, 2060-2079, bcc_csm1_1_m, Annual Anomaly, BLZ
0.20575, 2060-2079, bcc_csm1_1, Annual Anomaly, BLZ
0.62572, 2060-2079, bnu_esm, Annual Anomaly, BLZ
0.27694, 2060-2079, canesm2, Annual Anomaly, BLZ
0.48209, 2060-2079, ccsm4, Annual Anomaly, BLZ
0.59721, 2060-2079, cesm1_bgc, Annual Anomaly, BLZ
0.65263, 2060-2079, cesm1_cam5, Annual Anomaly, BLZ
0.07798, 2060-2079, cnrm_cm5, Annual Anomaly, BLZ
0.15643, 2060-2079, csiro_mk3_6_0, Annual Anomaly, BLZ
0.21345, 2060-2079, gfdl_cm3, Annual Anomaly, BLZ
0.08304, 2060-2079, gfdl_esm2g, Annual Anomaly, BLZ
-0.0178, 2060-2079, gfdl_esm2m, Annual Anomaly, BLZ
0.59218, 2060-2079, inmcm4, Annual Anomaly, BLZ
0.42941, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, BLZ
0.89964, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, BLZ
0.44257, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, BLZ
0.05438, 2060-2079, miroc5, Annual Anomaly, BLZ
0.11677, 2060-2079, miroc_esm_chem, Annual Anomaly, BLZ
0.1586, 2060-2079, miroc_esm, Annual Anomaly, BLZ
0.08022, 2060-2079, mpi_esm_mr, Annual Anomaly, BLZ
0.37174, 2060-2079, mri_cgcm3, Annual Anomaly, BLZ
0.21499, 2060-2079, noresm1_m, Annual Anomaly, BLZ
-0.0245, 2060-2079, access1_3, Annual Anomaly, BEN
0.06148, 2060-2079, bcc_csm1_1_m, Annual Anomaly, BEN
0.22446, 2060-2079, bcc_csm1_1, Annual Anomaly, BEN
0.02002, 2060-2079, bnu_esm, Annual Anomaly, BEN
0.51669, 2060-2079, canesm2, Annual Anomaly, BEN
0.14004, 2060-2079, ccsm4, Annual Anomaly, BEN
0.17073, 2060-2079, cesm1_bgc, Annual Anomaly, BEN
0.33971, 2060-2079, cesm1_cam5, Annual Anomaly, BEN
0.02594, 2060-2079, cnrm_cm5, Annual Anomaly, BEN
0.30515, 2060-2079, csiro_mk3_6_0, Annual Anomaly, BEN
-0.1168, 2060-2079, gfdl_cm3, Annual Anomaly, BEN
-0.0041, 2060-2079, gfdl_esm2g, Annual Anomaly, BEN
0.21172, 2060-2079, gfdl_esm2m, Annual Anomaly, BEN
0.48047, 2060-2079, inmcm4, Annual Anomaly, BEN
0.26492, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, BEN
0.71183, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, BEN
0.23766, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, BEN
0.09159, 2060-2079, miroc5, Annual Anomaly, BEN
-0.0385, 2060-2079, miroc_esm_chem, Annual Anomaly, BEN
-0.0525, 2060-2079, miroc_esm, Annual Anomaly, BEN
0.15548, 2060-2079, mpi_esm_mr, Annual Anomaly, BEN
0.1751, 2060-2079, mri_cgcm3, Annual Anomaly, BEN
0.00707, 2060-2079, noresm1_m, Annual Anomaly, BEN
0.06612, 2060-2079, bcc_csm1_1_m, Annual Anomaly, BTN
0.08485, 2060-2079, bnu_esm, Annual Anomaly, BTN
