Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
0.19165, 2060-2079, miroc5, Annual Anomaly, BTN
-0.1174, 2060-2079, miroc_esm_chem, Annual Anomaly, BTN
0.23704, 2060-2079, miroc_esm, Annual Anomaly, BTN
0.26162, 2060-2079, mri_cgcm3, Annual Anomaly, BTN
0.1244, 2060-2079, noresm1_m, Annual Anomaly, BTN
-0.5596, 2060-2079, bcc_csm1_1_m, Annual Anomaly, BRN
0.29596, 2060-2079, bcc_csm1_1, Annual Anomaly, BRN
0.85046, 2060-2079, ccsm4, Annual Anomaly, BRN
0.17162, 2060-2079, cesm1_cam5, Annual Anomaly, BRN
-0.0965, 2060-2079, csiro_mk3_6_0, Annual Anomaly, BRN
0.32262, 2060-2079, gfdl_cm3, Annual Anomaly, BRN
0.43132, 2060-2079, gfdl_esm2g, Annual Anomaly, BRN
0.46356, 2060-2079, gfdl_esm2m, Annual Anomaly, BRN
0.68606, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, BRN
1.1734, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, BRN
1.06042, 2060-2079, miroc5, Annual Anomaly, BRN
0.49692, 2060-2079, miroc_esm_chem, Annual Anomaly, BRN
0.26201, 2060-2079, miroc_esm, Annual Anomaly, BRN
-0.5209, 2060-2079, mri_cgcm3, Annual Anomaly, BRN
0.33548, 2060-2079, noresm1_m, Annual Anomaly, BRN
-1.4073, 2060-2079, bcc_csm1_1_m, Annual Anomaly, BGR
-0.7912, 2060-2079, bcc_csm1_1, Annual Anomaly, BGR
-0.8679, 2060-2079, ccsm4, Annual Anomaly, BGR
-0.993, 2060-2079, cesm1_cam5, Annual Anomaly, BGR
-1.3711, 2060-2079, csiro_mk3_6_0, Annual Anomaly, BGR
-1.958, 2060-2079, gfdl_cm3, Annual Anomaly, BGR
-0.1451, 2060-2079, gfdl_esm2g, Annual Anomaly, BGR
-0.7106, 2060-2079, gfdl_esm2m, Annual Anomaly, BGR
-0.6608, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, BGR
-1.6018, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, BGR
-1.2021, 2060-2079, miroc5, Annual Anomaly, BGR
-1.311, 2060-2079, miroc_esm_chem, Annual Anomaly, BGR
-0.6739, 2060-2079, miroc_esm, Annual Anomaly, BGR
-0.0973, 2060-2079, mri_cgcm3, Annual Anomaly, BGR
-1.147, 2060-2079, noresm1_m, Annual Anomaly, BGR
-1.4038, 2060-2079, bcc_csm1_1_m, Annual Anomaly, BFA
-0.885, 2060-2079, bcc_csm1_1, Annual Anomaly, BFA
0.06474, 2060-2079, ccsm4, Annual Anomaly, BFA
-0.4344, 2060-2079, cesm1_cam5, Annual Anomaly, BFA
-0.6602, 2060-2079, csiro_mk3_6_0, Annual Anomaly, BFA
-0.1213, 2060-2079, gfdl_cm3, Annual Anomaly, BFA
-0.0623, 2060-2079, gfdl_esm2g, Annual Anomaly, BFA
-0.3139, 2060-2079, gfdl_esm2m, Annual Anomaly, BFA
-0.3881, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, BFA
-1.9072, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, BFA
0.2527, 2060-2079, miroc5, Annual Anomaly, BFA
1.50168, 2060-2079, miroc_esm_chem, Annual Anomaly, BFA
1.69842, 2060-2079, miroc_esm, Annual Anomaly, BFA
-0.5941, 2060-2079, mri_cgcm3, Annual Anomaly, BFA
0.01045, 2060-2079, noresm1_m, Annual Anomaly, BFA
0.27063, 2060-2079, bcc_csm1_1_m, Annual Anomaly, BDI
0.39581, 2060-2079, bcc_csm1_1, Annual Anomaly, BDI
0.68062, 2060-2079, ccsm4, Annual Anomaly, BDI
0.57149, 2060-2079, cesm1_cam5, Annual Anomaly, BDI
-0.3934, 2060-2079, csiro_mk3_6_0, Annual Anomaly, BDI
0.31569, 2060-2079, gfdl_cm3, Annual Anomaly, BDI
0.08164, 2060-2079, gfdl_esm2g, Annual Anomaly, BDI
-0.3387, 2060-2079, gfdl_esm2m, Annual Anomaly, BDI
1.63661, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, BDI
1.59479, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, BDI
0.35042, 2060-2079, miroc5, Annual Anomaly, BDI
-0.7642, 2060-2079, miroc_esm_chem, Annual Anomaly, BDI
-0.0177, 2060-2079, miroc_esm, Annual Anomaly, BDI
-0.2904, 2060-2079, mri_cgcm3, Annual Anomaly, BDI
0.47945, 2060-2079, noresm1_m, Annual Anomaly, BDI
-0.1367, 2060-2079, bcc_csm1_1_m, Annual Anomaly, KHM
0.48636, 2060-2079, bcc_csm1_1, Annual Anomaly, KHM
0.21261, 2060-2079, ccsm4, Annual Anomaly, KHM
-0.1601, 2060-2079, cesm1_cam5, Annual Anomaly, KHM
0.21246, 2060-2079, csiro_mk3_6_0, Annual Anomaly, KHM
0.67327, 2060-2079, gfdl_cm3, Annual Anomaly, KHM
0.38447, 2060-2079, gfdl_esm2g, Annual Anomaly, KHM
0.55202, 2060-2079, gfdl_esm2m, Annual Anomaly, KHM
-0.2859, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, KHM
0.1304, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, KHM
0.60737, 2060-2079, miroc5, Annual Anomaly, KHM
-0.6247, 2060-2079, miroc_esm_chem, Annual Anomaly, KHM
-0.3082, 2060-2079, miroc_esm, Annual Anomaly, KHM
-0.1176, 2060-2079, mri_cgcm3, Annual Anomaly, KHM
0.12883, 2060-2079, noresm1_m, Annual Anomaly, KHM
0.16325, 2060-2079, bcc_csm1_1_m, Annual Anomaly, CAN
0.50612, 2060-2079, bcc_csm1_1, Annual Anomaly, CAN
0.037, 2060-2079, ccsm4, Annual Anomaly, CAN
0.04028, 2060-2079, cesm1_cam5, Annual Anomaly, CAN
0.32662, 2060-2079, csiro_mk3_6_0, Annual Anomaly, CAN
0.59464, 2060-2079, gfdl_cm3, Annual Anomaly, CAN
0.18695, 2060-2079, gfdl_esm2g, Annual Anomaly, CAN
0.10197, 2060-2079, gfdl_esm2m, Annual Anomaly, CAN
-0.0309, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, CAN
-0.1921, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, CAN
0.01779, 2060-2079, miroc5, Annual Anomaly, CAN
0.61232, 2060-2079, miroc_esm_chem, Annual Anomaly, CAN
0.61354, 2060-2079, miroc_esm, Annual Anomaly, CAN
0.58037, 2060-2079, mri_cgcm3, Annual Anomaly, CAN
-0.0253, 2060-2079, noresm1_m, Annual Anomaly, CAN
-0.5109, 2060-2079, bcc_csm1_1_m, Annual Anomaly, CPV
-0.2799, 2060-2079, bcc_csm1_1, Annual Anomaly, CPV
-0.4359, 2060-2079, ccsm4, Annual Anomaly, CPV
-0.7832, 2060-2079, cesm1_cam5, Annual Anomaly, CPV
-0.4042, 2060-2079, csiro_mk3_6_0, Annual Anomaly, CPV
1.50206, 2060-2079, gfdl_cm3, Annual Anomaly, CPV
0.65468, 2060-2079, gfdl_esm2g, Annual Anomaly, CPV
0.6251, 2060-2079, gfdl_esm2m, Annual Anomaly, CPV
-1.8255, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, CPV
-2.1889, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, CPV
-0.9, 2060-2079, miroc5, Annual Anomaly, CPV
1.10536, 2060-2079, miroc_esm_chem, Annual Anomaly, CPV
1.35894, 2060-2079, miroc_esm, Annual Anomaly, CPV
-0.6844, 2060-2079, mri_cgcm3, Annual Anomaly, CPV
-0.8823, 2060-2079, noresm1_m, Annual Anomaly, CPV
-1.2125, 2060-2079, bcc_csm1_1_m, Annual Anomaly, TCD
-1.0237, 2060-2079, bcc_csm1_1, Annual Anomaly, TCD
-0.3849, 2060-2079, ccsm4, Annual Anomaly, TCD
-0.0768, 2060-2079, cesm1_cam5, Annual Anomaly, TCD
-0.9549, 2060-2079, csiro_mk3_6_0, Annual Anomaly, TCD
-0.6893, 2060-2079, gfdl_cm3, Annual Anomaly, TCD
-0.9415, 2060-2079, gfdl_esm2g, Annual Anomaly, TCD
-1.0575, 2060-2079, gfdl_esm2m, Annual Anomaly, TCD
-1.2459, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, TCD
-1.5907, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, TCD
0.3448, 2060-2079, miroc5, Annual Anomaly, TCD
0.80496, 2060-2079, miroc_esm_chem, Annual Anomaly, TCD
0.69821, 2060-2079, miroc_esm, Annual Anomaly, TCD
-1.5221, 2060-2079, mri_cgcm3, Annual Anomaly, TCD
-0.5492, 2060-2079, noresm1_m, Annual Anomaly, TCD
-0.4945, 2060-2079, bcc_csm1_1_m, Annual Anomaly, CHL
-0.5626, 2060-2079, bcc_csm1_1, Annual Anomaly, CHL
-0.4806, 2060-2079, ccsm4, Annual Anomaly, CHL
-0.8742, 2060-2079, cesm1_cam5, Annual Anomaly, CHL
-0.8479, 2060-2079, csiro_mk3_6_0, Annual Anomaly, CHL
-1.2589, 2060-2079, gfdl_cm3, Annual Anomaly, CHL
-1.0068, 2060-2079, gfdl_esm2g, Annual Anomaly, CHL
-0.6796, 2060-2079, gfdl_esm2m, Annual Anomaly, CHL
-1.4683, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, CHL
-1.7224, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, CHL
-0.6374, 2060-2079, miroc5, Annual Anomaly, CHL
-0.8326, 2060-2079, miroc_esm_chem, Annual Anomaly, CHL
-0.96, 2060-2079, miroc_esm, Annual Anomaly, CHL
-0.6808, 2060-2079, mri_cgcm3, Annual Anomaly, CHL
-0.7381, 2060-2079, noresm1_m, Annual Anomaly, CHL
-0.8576, 2060-2079, bcc_csm1_1_m, Annual Anomaly, COL
0.68604, 2060-2079, bcc_csm1_1, Annual Anomaly, COL
0.03456, 2060-2079, ccsm4, Annual Anomaly, COL
-0.3697, 2060-2079, cesm1_cam5, Annual Anomaly, COL
0.0063, 2060-2079, csiro_mk3_6_0, Annual Anomaly, COL
-0.8546, 2060-2079, gfdl_cm3, Annual Anomaly, COL
-0.3707, 2060-2079, gfdl_esm2g, Annual Anomaly, COL
-0.1871, 2060-2079, gfdl_esm2m, Annual Anomaly, COL
-0.3965, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, COL
0.24239, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, COL
0.50866, 2060-2079, miroc5, Annual Anomaly, COL
-0.1493, 2060-2079, miroc_esm_chem, Annual Anomaly, COL
0.01707, 2060-2079, miroc_esm, Annual Anomaly, COL
0.28054, 2060-2079, mri_cgcm3, Annual Anomaly, COL
0.46627, 2060-2079, noresm1_m, Annual Anomaly, COL
-0.4214, 2060-2079, bcc_csm1_1_m, Annual Anomaly, COM
0.03981, 2060-2079, bcc_csm1_1, Annual Anomaly, COM
-0.0699, 2060-2079, ccsm4, Annual Anomaly, COM
0.69548, 2060-2079, cesm1_cam5, Annual Anomaly, COM
0.50943, 2060-2079, csiro_mk3_6_0, Annual Anomaly, COM
-0.338, 2060-2079, gfdl_cm3, Annual Anomaly, COM
-0.1781, 2060-2079, gfdl_esm2g, Annual Anomaly, COM
-0.2049, 2060-2079, gfdl_esm2m, Annual Anomaly, COM
0.42487, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, COM
0.35841, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, COM
-0.135, 2060-2079, miroc5, Annual Anomaly, COM
0.32929, 2060-2079, miroc_esm_chem, Annual Anomaly, COM
1.13847, 2060-2079, miroc_esm, Annual Anomaly, COM
-0.6668, 2060-2079, mri_cgcm3, Annual Anomaly, COM
-0.1892, 2060-2079, noresm1_m, Annual Anomaly, COM
-0.4526, 2060-2079, bcc_csm1_1_m, Annual Anomaly, COD
0.44441, 2060-2079, bcc_csm1_1, Annual Anomaly, COD
0.35696, 2060-2079, ccsm4, Annual Anomaly, COD
0.62694, 2060-2079, cesm1_cam5, Annual Anomaly, COD
-1.3771, 2060-2079, csiro_mk3_6_0, Annual Anomaly, COD
-0.3389, 2060-2079, gfdl_cm3, Annual Anomaly, COD
0.00863, 2060-2079, gfdl_esm2g, Annual Anomaly, COD
-0.036, 2060-2079, gfdl_esm2m, Annual Anomaly, COD
0.62482, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, COD
-0.2782, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, COD
0.06408, 2060-2079, miroc5, Annual Anomaly, COD
-0.4095, 2060-2079, miroc_esm_chem, Annual Anomaly, COD
-0.3363, 2060-2079, miroc_esm, Annual Anomaly, COD
0.18424, 2060-2079, mri_cgcm3, Annual Anomaly, COD
-0.3284, 2060-2079, noresm1_m, Annual Anomaly, COD
-0.4215, 2060-2079, bcc_csm1_1_m, Annual Anomaly, COG
0.02983, 2060-2079, bcc_csm1_1, Annual Anomaly, COG
0.2791, 2060-2079, ccsm4, Annual Anomaly, COG
0.65795, 2060-2079, cesm1_cam5, Annual Anomaly, COG
-0.8127, 2060-2079, csiro_mk3_6_0, Annual Anomaly, COG
-0.4172, 2060-2079, gfdl_cm3, Annual Anomaly, COG
0.25016, 2060-2079, gfdl_esm2g, Annual Anomaly, COG
0.05906, 2060-2079, gfdl_esm2m, Annual Anomaly, COG
-0.031, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, COG
-0.1309, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, COG
0.67821, 2060-2079, miroc5, Annual Anomaly, COG
-0.0794, 2060-2079, miroc_esm_chem, Annual Anomaly, COG
-0.2372, 2060-2079, miroc_esm, Annual Anomaly, COG
0.27226, 2060-2079, mri_cgcm3, Annual Anomaly, COG
-0.0686, 2060-2079, noresm1_m, Annual Anomaly, COG
-1.2083, 2060-2079, bcc_csm1_1_m, Annual Anomaly, HRV
-0.7356, 2060-2079, bcc_csm1_1, Annual Anomaly, HRV
-1.036, 2060-2079, ccsm4, Annual Anomaly, HRV
-0.0778, 2060-2079, cesm1_cam5, Annual Anomaly, HRV
-0.7101, 2060-2079, csiro_mk3_6_0, Annual Anomaly, HRV
-1.3424, 2060-2079, gfdl_cm3, Annual Anomaly, HRV
0.00719, 2060-2079, gfdl_esm2g, Annual Anomaly, HRV
-0.0834, 2060-2079, gfdl_esm2m, Annual Anomaly, HRV
-0.259, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, HRV
-0.6905, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, HRV
-1.7563, 2060-2079, miroc5, Annual Anomaly, HRV
-0.0276, 2060-2079, miroc_esm_chem, Annual Anomaly, HRV
0.03308, 2060-2079, miroc_esm, Annual Anomaly, HRV
0.02967, 2060-2079, mri_cgcm3, Annual Anomaly, HRV
-0.1634, 2060-2079, noresm1_m, Annual Anomaly, HRV
-1.017, 2060-2079, bcc_csm1_1_m, Annual Anomaly, CUB
-0.6814, 2060-2079, bcc_csm1_1, Annual Anomaly, CUB
-0.9347, 2060-2079, ccsm4, Annual Anomaly, CUB
-0.8246, 2060-2079, cesm1_cam5, Annual Anomaly, CUB
0.49105, 2060-2079, csiro_mk3_6_0, Annual Anomaly, CUB
-0.5444, 2060-2079, gfdl_cm3, Annual Anomaly, CUB
-0.8461, 2060-2079, gfdl_esm2g, Annual Anomaly, CUB
-0.2886, 2060-2079, gfdl_esm2m, Annual Anomaly, CUB
-1.0924, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, CUB
