Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
-1.6957, 2080-2099, cesm1_bgc, Annual Anomaly, DZA
-1.6994, 2080-2099, cesm1_cam5, Annual Anomaly, DZA
-0.9299, 2080-2099, cnrm_cm5, Annual Anomaly, DZA
-1.5426, 2080-2099, csiro_mk3_6_0, Annual Anomaly, DZA
-3.0462, 2080-2099, gfdl_cm3, Annual Anomaly, DZA
-0.8331, 2080-2099, gfdl_esm2g, Annual Anomaly, DZA
-1.353, 2080-2099, gfdl_esm2m, Annual Anomaly, DZA
-1.5205, 2080-2099, inmcm4, Annual Anomaly, DZA
-2.3234, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, DZA
-2.4362, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, DZA
-2.351, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, DZA
-1.7558, 2080-2099, miroc5, Annual Anomaly, DZA
-1.6164, 2080-2099, miroc_esm_chem, Annual Anomaly, DZA
-1.5303, 2080-2099, miroc_esm, Annual Anomaly, DZA
-2.079, 2080-2099, mpi_esm_mr, Annual Anomaly, DZA
-1.3286, 2080-2099, mri_cgcm3, Annual Anomaly, DZA
-1.5523, 2080-2099, noresm1_m, Annual Anomaly, DZA
-1.3547, 2080-2099, access1_3, Annual Anomaly, AND
-1.472, 2080-2099, bcc_csm1_1_m, Annual Anomaly, AND
-0.2367, 2080-2099, bcc_csm1_1, Annual Anomaly, AND
-0.6432, 2080-2099, bnu_esm, Annual Anomaly, AND
-1.096, 2080-2099, canesm2, Annual Anomaly, AND
-0.9695, 2080-2099, ccsm4, Annual Anomaly, AND
-0.4044, 2080-2099, cesm1_bgc, Annual Anomaly, AND
-1.0147, 2080-2099, cesm1_cam5, Annual Anomaly, AND
-0.1222, 2080-2099, cnrm_cm5, Annual Anomaly, AND
-1.4476, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AND
-2.1194, 2080-2099, gfdl_cm3, Annual Anomaly, AND
-0.9858, 2080-2099, gfdl_esm2g, Annual Anomaly, AND
-1.0257, 2080-2099, gfdl_esm2m, Annual Anomaly, AND
-1.8137, 2080-2099, inmcm4, Annual Anomaly, AND
-1.1578, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AND
-0.4437, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AND
-1.1284, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, AND
-1.1435, 2080-2099, miroc5, Annual Anomaly, AND
-2.404, 2080-2099, miroc_esm_chem, Annual Anomaly, AND
-1.4178, 2080-2099, miroc_esm, Annual Anomaly, AND
-2.0173, 2080-2099, mpi_esm_mr, Annual Anomaly, AND
-0.1354, 2080-2099, mri_cgcm3, Annual Anomaly, AND
-0.9601, 2080-2099, noresm1_m, Annual Anomaly, AND
-0.2886, 2080-2099, access1_3, Annual Anomaly, AGO
-1.1189, 2080-2099, bcc_csm1_1_m, Annual Anomaly, AGO
-0.0791, 2080-2099, bcc_csm1_1, Annual Anomaly, AGO
-0.1127, 2080-2099, bnu_esm, Annual Anomaly, AGO
-1.2766, 2080-2099, canesm2, Annual Anomaly, AGO
-0.0775, 2080-2099, ccsm4, Annual Anomaly, AGO
-0.514, 2080-2099, cesm1_bgc, Annual Anomaly, AGO
-0.1407, 2080-2099, cesm1_cam5, Annual Anomaly, AGO
-0.1056, 2080-2099, cnrm_cm5, Annual Anomaly, AGO
-1.8969, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AGO
-1.0912, 2080-2099, gfdl_cm3, Annual Anomaly, AGO
-0.446, 2080-2099, gfdl_esm2g, Annual Anomaly, AGO
-0.523, 2080-2099, gfdl_esm2m, Annual Anomaly, AGO
-0.2813, 2080-2099, inmcm4, Annual Anomaly, AGO
-0.3279, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AGO
-0.8437, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AGO
0.49245, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, AGO
0.01074, 2080-2099, miroc5, Annual Anomaly, AGO
-0.5417, 2080-2099, miroc_esm_chem, Annual Anomaly, AGO
-0.4643, 2080-2099, miroc_esm, Annual Anomaly, AGO
-0.5203, 2080-2099, mpi_esm_mr, Annual Anomaly, AGO
-0.5474, 2080-2099, mri_cgcm3, Annual Anomaly, AGO
-0.5008, 2080-2099, noresm1_m, Annual Anomaly, AGO
-0.2789, 2080-2099, access1_3, Annual Anomaly, ATG
-0.5302, 2080-2099, bcc_csm1_1_m, Annual Anomaly, ATG
-1.3039, 2080-2099, bcc_csm1_1, Annual Anomaly, ATG
-1.0221, 2080-2099, bnu_esm, Annual Anomaly, ATG
-0.2903, 2080-2099, canesm2, Annual Anomaly, ATG
-1.9548, 2080-2099, ccsm4, Annual Anomaly, ATG
-1.6274, 2080-2099, cesm1_bgc, Annual Anomaly, ATG
-0.517, 2080-2099, cesm1_cam5, Annual Anomaly, ATG
-0.3849, 2080-2099, cnrm_cm5, Annual Anomaly, ATG
0.11017, 2080-2099, csiro_mk3_6_0, Annual Anomaly, ATG
0.17888, 2080-2099, gfdl_cm3, Annual Anomaly, ATG
-0.0031, 2080-2099, gfdl_esm2g, Annual Anomaly, ATG
0.27561, 2080-2099, gfdl_esm2m, Annual Anomaly, ATG
-0.5738, 2080-2099, inmcm4, Annual Anomaly, ATG
-0.5383, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, ATG
-1.2876, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, ATG
-0.6164, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, ATG
-0.8247, 2080-2099, miroc5, Annual Anomaly, ATG
0.2696, 2080-2099, miroc_esm_chem, Annual Anomaly, ATG
0.254, 2080-2099, miroc_esm, Annual Anomaly, ATG
-0.8276, 2080-2099, mpi_esm_mr, Annual Anomaly, ATG
-0.4926, 2080-2099, noresm1_m, Annual Anomaly, ATG
-0.3401, 2080-2099, access1_3, Annual Anomaly, ARG
-0.5992, 2080-2099, bcc_csm1_1_m, Annual Anomaly, ARG
-0.4825, 2080-2099, bcc_csm1_1, Annual Anomaly, ARG
-0.2573, 2080-2099, bnu_esm, Annual Anomaly, ARG
-0.7713, 2080-2099, canesm2, Annual Anomaly, ARG
-0.1306, 2080-2099, ccsm4, Annual Anomaly, ARG
-0.2008, 2080-2099, cesm1_bgc, Annual Anomaly, ARG
-0.3765, 2080-2099, cesm1_cam5, Annual Anomaly, ARG
-0.2726, 2080-2099, cnrm_cm5, Annual Anomaly, ARG
-0.5605, 2080-2099, csiro_mk3_6_0, Annual Anomaly, ARG
-1.2744, 2080-2099, gfdl_cm3, Annual Anomaly, ARG
-0.8286, 2080-2099, gfdl_esm2g, Annual Anomaly, ARG
-0.7271, 2080-2099, gfdl_esm2m, Annual Anomaly, ARG
-0.0366, 2080-2099, inmcm4, Annual Anomaly, ARG
-1.7118, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, ARG
-1.2167, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, ARG
-0.4288, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, ARG
-0.6852, 2080-2099, miroc5, Annual Anomaly, ARG
-0.9189, 2080-2099, miroc_esm_chem, Annual Anomaly, ARG
-1.2763, 2080-2099, miroc_esm, Annual Anomaly, ARG
-0.835, 2080-2099, mpi_esm_mr, Annual Anomaly, ARG
0.02236, 2080-2099, mri_cgcm3, Annual Anomaly, ARG
-0.456, 2080-2099, noresm1_m, Annual Anomaly, ARG
-0.4321, 2080-2099, access1_3, Annual Anomaly, ARM
-1.0131, 2080-2099, bcc_csm1_1_m, Annual Anomaly, ARM
-1.78, 2080-2099, bcc_csm1_1, Annual Anomaly, ARM
-1.1222, 2080-2099, bnu_esm, Annual Anomaly, ARM
-0.9897, 2080-2099, canesm2, Annual Anomaly, ARM
-0.9889, 2080-2099, ccsm4, Annual Anomaly, ARM
-1.0138, 2080-2099, cesm1_bgc, Annual Anomaly, ARM
-0.4072, 2080-2099, cesm1_cam5, Annual Anomaly, ARM
-0.092, 2080-2099, cnrm_cm5, Annual Anomaly, ARM
-2.252, 2080-2099, csiro_mk3_6_0, Annual Anomaly, ARM
-1.3653, 2080-2099, gfdl_cm3, Annual Anomaly, ARM
-0.717, 2080-2099, gfdl_esm2g, Annual Anomaly, ARM
-0.609, 2080-2099, gfdl_esm2m, Annual Anomaly, ARM
-0.5342, 2080-2099, inmcm4, Annual Anomaly, ARM
-1.3313, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, ARM
-2.3926, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, ARM
-0.3026, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, ARM
-1.2708, 2080-2099, miroc5, Annual Anomaly, ARM
-1.8669, 2080-2099, miroc_esm_chem, Annual Anomaly, ARM
-1.0233, 2080-2099, miroc_esm, Annual Anomaly, ARM
-1.2189, 2080-2099, mpi_esm_mr, Annual Anomaly, ARM
-0.0608, 2080-2099, mri_cgcm3, Annual Anomaly, ARM
-1.2811, 2080-2099, noresm1_m, Annual Anomaly, ARM
-1.0296, 2080-2099, access1_3, Annual Anomaly, AUS
-0.6559, 2080-2099, bcc_csm1_1_m, Annual Anomaly, AUS
-0.5584, 2080-2099, bcc_csm1_1, Annual Anomaly, AUS
-0.7397, 2080-2099, bnu_esm, Annual Anomaly, AUS
-0.7119, 2080-2099, canesm2, Annual Anomaly, AUS
-0.5126, 2080-2099, ccsm4, Annual Anomaly, AUS
-0.1965, 2080-2099, cesm1_bgc, Annual Anomaly, AUS
-0.4698, 2080-2099, cesm1_cam5, Annual Anomaly, AUS
0.00825, 2080-2099, cnrm_cm5, Annual Anomaly, AUS
-1.4656, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AUS
-1.4981, 2080-2099, gfdl_cm3, Annual Anomaly, AUS
-0.751, 2080-2099, gfdl_esm2g, Annual Anomaly, AUS
-0.4982, 2080-2099, gfdl_esm2m, Annual Anomaly, AUS
-0.5344, 2080-2099, inmcm4, Annual Anomaly, AUS
-1.4309, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AUS
-1.7033, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AUS
-0.8396, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, AUS
-0.2318, 2080-2099, miroc5, Annual Anomaly, AUS
-0.9935, 2080-2099, miroc_esm_chem, Annual Anomaly, AUS
-0.9864, 2080-2099, miroc_esm, Annual Anomaly, AUS
-0.7893, 2080-2099, mpi_esm_mr, Annual Anomaly, AUS
-0.6598, 2080-2099, mri_cgcm3, Annual Anomaly, AUS
-0.1422, 2080-2099, noresm1_m, Annual Anomaly, AUS
-0.1628, 2080-2099, access1_3, Annual Anomaly, AUT
-0.4654, 2080-2099, bcc_csm1_1_m, Annual Anomaly, AUT
-0.4027, 2080-2099, bcc_csm1_1, Annual Anomaly, AUT
-0.0918, 2080-2099, bnu_esm, Annual Anomaly, AUT
-0.3679, 2080-2099, canesm2, Annual Anomaly, AUT
-0.9143, 2080-2099, ccsm4, Annual Anomaly, AUT
-1.9156, 2080-2099, cesm1_bgc, Annual Anomaly, AUT
-0.4119, 2080-2099, cesm1_cam5, Annual Anomaly, AUT
0.49821, 2080-2099, cnrm_cm5, Annual Anomaly, AUT
-1.6758, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AUT
-0.7997, 2080-2099, gfdl_cm3, Annual Anomaly, AUT
-0.0882, 2080-2099, gfdl_esm2g, Annual Anomaly, AUT
-0.3899, 2080-2099, gfdl_esm2m, Annual Anomaly, AUT
-0.8721, 2080-2099, inmcm4, Annual Anomaly, AUT
-0.4882, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AUT
-0.1598, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AUT
0.48526, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, AUT
-0.2518, 2080-2099, miroc5, Annual Anomaly, AUT
0.3831, 2080-2099, miroc_esm_chem, Annual Anomaly, AUT
0.58532, 2080-2099, miroc_esm, Annual Anomaly, AUT
-0.6746, 2080-2099, mpi_esm_mr, Annual Anomaly, AUT
0.50626, 2080-2099, mri_cgcm3, Annual Anomaly, AUT
-0.7956, 2080-2099, noresm1_m, Annual Anomaly, AUT
-0.7067, 2080-2099, access1_3, Annual Anomaly, AZE
-0.7954, 2080-2099, bcc_csm1_1_m, Annual Anomaly, AZE
-1.2534, 2080-2099, bcc_csm1_1, Annual Anomaly, AZE
-1.1892, 2080-2099, bnu_esm, Annual Anomaly, AZE
-1.5161, 2080-2099, canesm2, Annual Anomaly, AZE
-0.8837, 2080-2099, ccsm4, Annual Anomaly, AZE
-0.9801, 2080-2099, cesm1_bgc, Annual Anomaly, AZE
-0.4932, 2080-2099, cesm1_cam5, Annual Anomaly, AZE
-0.2395, 2080-2099, cnrm_cm5, Annual Anomaly, AZE
-1.4774, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AZE
-1.3357, 2080-2099, gfdl_cm3, Annual Anomaly, AZE
-0.793, 2080-2099, gfdl_esm2g, Annual Anomaly, AZE
-0.4448, 2080-2099, gfdl_esm2m, Annual Anomaly, AZE
-0.9662, 2080-2099, inmcm4, Annual Anomaly, AZE
-1.1088, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AZE
-2.3306, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AZE
-0.6508, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, AZE
-1.2108, 2080-2099, miroc5, Annual Anomaly, AZE
-1.2878, 2080-2099, miroc_esm_chem, Annual Anomaly, AZE
-1.1969, 2080-2099, miroc_esm, Annual Anomaly, AZE
-1.1604, 2080-2099, mpi_esm_mr, Annual Anomaly, AZE
0.03042, 2080-2099, mri_cgcm3, Annual Anomaly, AZE
-0.9835, 2080-2099, noresm1_m, Annual Anomaly, AZE
-0.2162, 2080-2099, access1_3, Annual Anomaly, BHS
-0.2011, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BHS
0.54858, 2080-2099, bcc_csm1_1, Annual Anomaly, BHS
-0.2257, 2080-2099, bnu_esm, Annual Anomaly, BHS
0.50945, 2080-2099, canesm2, Annual Anomaly, BHS
-0.3674, 2080-2099, ccsm4, Annual Anomaly, BHS
0.26414, 2080-2099, cesm1_bgc, Annual Anomaly, BHS
-0.3198, 2080-2099, cesm1_cam5, Annual Anomaly, BHS
-0.2531, 2080-2099, cnrm_cm5, Annual Anomaly, BHS
0.31423, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BHS
0.33858, 2080-2099, gfdl_cm3, Annual Anomaly, BHS
0.03056, 2080-2099, gfdl_esm2g, Annual Anomaly, BHS
0.19346, 2080-2099, gfdl_esm2m, Annual Anomaly, BHS
-0.1665, 2080-2099, inmcm4, Annual Anomaly, BHS
-0.4084, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BHS
-0.1767, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BHS
0.4349, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BHS
0.25124, 2080-2099, miroc5, Annual Anomaly, BHS
0.02891, 2080-2099, miroc_esm_chem, Annual Anomaly, BHS
0.45502, 2080-2099, miroc_esm, Annual Anomaly, BHS
0.54911, 2080-2099, mpi_esm_mr, Annual Anomaly, BHS
0.35148, 2080-2099, mri_cgcm3, Annual Anomaly, BHS
-0.3813, 2080-2099, noresm1_m, Annual Anomaly, BHS
-1.0618, 2080-2099, access1_3, Annual Anomaly, BHR
-1.188, 2080-2099, bcc_csm1_1, Annual Anomaly, BHR
0.67983, 2080-2099, bnu_esm, Annual Anomaly, BHR
-1.0779, 2080-2099, canesm2, Annual Anomaly, BHR
-0.8688, 2080-2099, ccsm4, Annual Anomaly, BHR
-0.4505, 2080-2099, cesm1_bgc, Annual Anomaly, BHR
-1.599, 2080-2099, cesm1_cam5, Annual Anomaly, BHR
-0.8993, 2080-2099, cnrm_cm5, Annual Anomaly, BHR
-2.3612, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BHR
-1.5379, 2080-2099, gfdl_cm3, Annual Anomaly, BHR
-1.7984, 2080-2099, gfdl_esm2g, Annual Anomaly, BHR
-0.8448, 2080-2099, gfdl_esm2m, Annual Anomaly, BHR
-0.6241, 2080-2099, inmcm4, Annual Anomaly, BHR
-2.351, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BHR
-3.4138, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BHR
-3.1906, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BHR
-0.8887, 2080-2099, miroc5, Annual Anomaly, BHR
-0.7432, 2080-2099, miroc_esm_chem, Annual Anomaly, BHR
-0.7987, 2080-2099, miroc_esm, Annual Anomaly, BHR
-1.8041, 2080-2099, mpi_esm_mr, Annual Anomaly, BHR
-0.8009, 2080-2099, mri_cgcm3, Annual Anomaly, BHR
-0.8728, 2080-2099, noresm1_m, Annual Anomaly, BHR
0.68593, 2080-2099, access1_3, Annual Anomaly, BGD
-0.2882, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BGD
0.59275, 2080-2099, bcc_csm1_1, Annual Anomaly, BGD
0.23422, 2080-2099, bnu_esm, Annual Anomaly, BGD
0.74155, 2080-2099, canesm2, Annual Anomaly, BGD
-0.3998, 2080-2099, ccsm4, Annual Anomaly, BGD
-0.1446, 2080-2099, cesm1_bgc, Annual Anomaly, BGD
-0.2764, 2080-2099, cesm1_cam5, Annual Anomaly, BGD
1.52729, 2080-2099, cnrm_cm5, Annual Anomaly, BGD
-0.6492, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BGD
0.22817, 2080-2099, gfdl_cm3, Annual Anomaly, BGD
-0.092, 2080-2099, gfdl_esm2g, Annual Anomaly, BGD
0.15438, 2080-2099, gfdl_esm2m, Annual Anomaly, BGD
0.41547, 2080-2099, inmcm4, Annual Anomaly, BGD
0.05039, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BGD
-0.0728, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BGD
0.6364, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BGD
0.02159, 2080-2099, miroc5, Annual Anomaly, BGD
-0.1768, 2080-2099, miroc_esm_chem, Annual Anomaly, BGD
0.43179, 2080-2099, miroc_esm, Annual Anomaly, BGD
-0.3837, 2080-2099, mpi_esm_mr, Annual Anomaly, BGD
0.27543, 2080-2099, mri_cgcm3, Annual Anomaly, BGD
0.23039, 2080-2099, noresm1_m, Annual Anomaly, BGD
-1.4297, 2080-2099, access1_3, Annual Anomaly, BLZ
-0.4019, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BLZ
-0.3773, 2080-2099, bcc_csm1_1, Annual Anomaly, BLZ
-1.3264, 2080-2099, bnu_esm, Annual Anomaly, BLZ
-1.4335, 2080-2099, canesm2, Annual Anomaly, BLZ
-1.5526, 2080-2099, ccsm4, Annual Anomaly, BLZ
-1.5812, 2080-2099, cesm1_bgc, Annual Anomaly, BLZ
-0.6463, 2080-2099, cesm1_cam5, Annual Anomaly, BLZ
0.08299, 2080-2099, cnrm_cm5, Annual Anomaly, BLZ
-0.4435, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BLZ
-0.0475, 2080-2099, gfdl_cm3, Annual Anomaly, BLZ
-0.3478, 2080-2099, gfdl_esm2g, Annual Anomaly, BLZ
-3.0E-4, 2080-2099, gfdl_esm2m, Annual Anomaly, BLZ
-1.5572, 2080-2099, inmcm4, Annual Anomaly, BLZ
-1.5941, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BLZ
-2.3251, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BLZ
-0.8865, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BLZ
-0.3005, 2080-2099, miroc5, Annual Anomaly, BLZ
-0.2557, 2080-2099, miroc_esm_chem, Annual Anomaly, BLZ
-0.4216, 2080-2099, miroc_esm, Annual Anomaly, BLZ
-0.6915, 2080-2099, mpi_esm_mr, Annual Anomaly, BLZ
-0.592, 2080-2099, mri_cgcm3, Annual Anomaly, BLZ
-1.0784, 2080-2099, noresm1_m, Annual Anomaly, BLZ
1.65957, 2080-2099, access1_3, Annual Anomaly, BTN
-0.094, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BTN
0.2664, 2080-2099, bcc_csm1_1, Annual Anomaly, BTN
0.47172, 2080-2099, bnu_esm, Annual Anomaly, BTN
0.88291, 2080-2099, canesm2, Annual Anomaly, BTN
0.31963, 2080-2099, ccsm4, Annual Anomaly, BTN
-0.0074, 2080-2099, cesm1_bgc, Annual Anomaly, BTN
1.07768, 2080-2099, cesm1_cam5, Annual Anomaly, BTN
1.09674, 2080-2099, cnrm_cm5, Annual Anomaly, BTN
-0.7725, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BTN
1.0919, 2080-2099, gfdl_cm3, Annual Anomaly, BTN
0.28348, 2080-2099, gfdl_esm2g, Annual Anomaly, BTN
0.07557, 2080-2099, gfdl_esm2m, Annual Anomaly, BTN
0.21625, 2080-2099, inmcm4, Annual Anomaly, BTN
-0.2689, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BTN
-0.3966, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BTN
0.47884, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BTN
0.63064, 2080-2099, miroc5, Annual Anomaly, BTN
-0.7811, 2080-2099, miroc_esm_chem, Annual Anomaly, BTN
-0.2358, 2080-2099, miroc_esm, Annual Anomaly, BTN
-0.3113, 2080-2099, mpi_esm_mr, Annual Anomaly, BTN
0.33853, 2080-2099, mri_cgcm3, Annual Anomaly, BTN
-0.5126, 2080-2099, noresm1_m, Annual Anomaly, BTN
-0.7205, 2080-2099, access1_3, Annual Anomaly, BRA
-0.4682, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BRA
-0.3123, 2080-2099, bcc_csm1_1, Annual Anomaly, BRA
-0.5741, 2080-2099, bnu_esm, Annual Anomaly, BRA
-1.6793, 2080-2099, canesm2, Annual Anomaly, BRA
-0.519, 2080-2099, ccsm4, Annual Anomaly, BRA
-0.5685, 2080-2099, cesm1_bgc, Annual Anomaly, BRA
-0.9497, 2080-2099, cesm1_cam5, Annual Anomaly, BRA
-0.1714, 2080-2099, cnrm_cm5, Annual Anomaly, BRA
-0.7474, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BRA
-1.0382, 2080-2099, gfdl_cm3, Annual Anomaly, BRA
-0.5331, 2080-2099, gfdl_esm2g, Annual Anomaly, BRA
-0.2441, 2080-2099, gfdl_esm2m, Annual Anomaly, BRA
-0.1251, 2080-2099, inmcm4, Annual Anomaly, BRA
0.32787, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BRA
0.50346, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BRA
-0.3944, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BRA
0.10027, 2080-2099, miroc5, Annual Anomaly, BRA
-1.3182, 2080-2099, miroc_esm_chem, Annual Anomaly, BRA
-0.8023, 2080-2099, miroc_esm, Annual Anomaly, BRA
-0.2348, 2080-2099, mpi_esm_mr, Annual Anomaly, BRA
-0.0854, 2080-2099, mri_cgcm3, Annual Anomaly, BRA
-0.8759, 2080-2099, noresm1_m, Annual Anomaly, BRA
0.06193, 2080-2099, access1_3, Annual Anomaly, BFA
-1.3537, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BFA
-0.2037, 2080-2099, bcc_csm1_1, Annual Anomaly, BFA
0.41609, 2080-2099, bnu_esm, Annual Anomaly, BFA
-1.4418, 2080-2099, canesm2, Annual Anomaly, BFA
-0.4579, 2080-2099, ccsm4, Annual Anomaly, BFA
-0.8286, 2080-2099, cesm1_bgc, Annual Anomaly, BFA
-1.7188, 2080-2099, cesm1_cam5, Annual Anomaly, BFA
-0.4942, 2080-2099, cnrm_cm5, Annual Anomaly, BFA
-0.9198, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BFA
-0.9241, 2080-2099, gfdl_cm3, Annual Anomaly, BFA
0.22504, 2080-2099, gfdl_esm2g, Annual Anomaly, BFA
-0.8333, 2080-2099, gfdl_esm2m, Annual Anomaly, BFA
-0.9426, 2080-2099, inmcm4, Annual Anomaly, BFA
0.25924, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BFA
-1.925, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BFA
-0.248, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BFA
-0.5825, 2080-2099, miroc5, Annual Anomaly, BFA
1.29101, 2080-2099, miroc_esm_chem, Annual Anomaly, BFA
1.7906, 2080-2099, miroc_esm, Annual Anomaly, BFA
-0.973, 2080-2099, mpi_esm_mr, Annual Anomaly, BFA
-0.9065, 2080-2099, mri_cgcm3, Annual Anomaly, BFA
0.32452, 2080-2099, noresm1_m, Annual Anomaly, BFA
0.00541, 2080-2099, access1_3, Annual Anomaly, KHM
-0.0903, 2080-2099, bcc_csm1_1_m, Annual Anomaly, KHM
0.20202, 2080-2099, bcc_csm1_1, Annual Anomaly, KHM
0.24213, 2080-2099, bnu_esm, Annual Anomaly, KHM
-0.2899, 2080-2099, canesm2, Annual Anomaly, KHM
-0.0126, 2080-2099, ccsm4, Annual Anomaly, KHM
0.78826, 2080-2099, cesm1_bgc, Annual Anomaly, KHM
1.26573, 2080-2099, cesm1_cam5, Annual Anomaly, KHM
0.53244, 2080-2099, cnrm_cm5, Annual Anomaly, KHM
0.62385, 2080-2099, csiro_mk3_6_0, Annual Anomaly, KHM
0.71278, 2080-2099, gfdl_cm3, Annual Anomaly, KHM
-0.0464, 2080-2099, gfdl_esm2g, Annual Anomaly, KHM
0.73871, 2080-2099, gfdl_esm2m, Annual Anomaly, KHM
