Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
-0.067, 2040-2059, mri_cgcm3, Annual Anomaly, BRB
0.46881, 2040-2059, mri_esm1, Annual Anomaly, BRB
-0.9755, 2040-2059, noresm1_m, Annual Anomaly, BRB
-0.3053, 2040-2059, access1_3, Annual Anomaly, BEL
-0.3485, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BEL
-0.6663, 2040-2059, bcc_csm1_1, Annual Anomaly, BEL
0.39052, 2040-2059, bnu_esm, Annual Anomaly, BEL
-0.5257, 2040-2059, canesm2, Annual Anomaly, BEL
-0.7616, 2040-2059, ccsm4, Annual Anomaly, BEL
-1.2481, 2040-2059, cesm1_bgc, Annual Anomaly, BEL
-0.2382, 2040-2059, cesm1_cam5, Annual Anomaly, BEL
0.25448, 2040-2059, cmcc_cesm, Annual Anomaly, BEL
-0.5424, 2040-2059, cmcc_cm, Annual Anomaly, BEL
-0.7704, 2040-2059, cmcc_cms, Annual Anomaly, BEL
0.06428, 2040-2059, cnrm_cm5, Annual Anomaly, BEL
-1.1089, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BEL
-0.8285, 2040-2059, gfdl_cm3, Annual Anomaly, BEL
-0.9497, 2040-2059, gfdl_esm2g, Annual Anomaly, BEL
-0.2919, 2040-2059, gfdl_esm2m, Annual Anomaly, BEL
-0.2828, 2040-2059, inmcm4, Annual Anomaly, BEL
-0.5034, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BEL
-0.7026, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BEL
0.53782, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, BEL
-0.3942, 2040-2059, miroc5, Annual Anomaly, BEL
0.54757, 2040-2059, miroc_esm_chem, Annual Anomaly, BEL
1.14662, 2040-2059, miroc_esm, Annual Anomaly, BEL
-0.4634, 2040-2059, mpi_esm_mr, Annual Anomaly, BEL
-0.218, 2040-2059, mri_cgcm3, Annual Anomaly, BEL
0.02856, 2040-2059, mri_esm1, Annual Anomaly, BEL
-0.5282, 2040-2059, noresm1_m, Annual Anomaly, BEL
-0.8138, 2040-2059, access1_3, Annual Anomaly, BIH
-0.7824, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BIH
-0.5228, 2040-2059, bcc_csm1_1, Annual Anomaly, BIH
-0.9865, 2040-2059, bnu_esm, Annual Anomaly, BIH
-0.6878, 2040-2059, canesm2, Annual Anomaly, BIH
-1.2183, 2040-2059, ccsm4, Annual Anomaly, BIH
-0.8877, 2040-2059, cesm1_bgc, Annual Anomaly, BIH
-0.1641, 2040-2059, cesm1_cam5, Annual Anomaly, BIH
-0.6481, 2040-2059, cmcc_cesm, Annual Anomaly, BIH
-0.2365, 2040-2059, cmcc_cm, Annual Anomaly, BIH
-1.0261, 2040-2059, cmcc_cms, Annual Anomaly, BIH
0.34722, 2040-2059, cnrm_cm5, Annual Anomaly, BIH
-0.642, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BIH
-1.9196, 2040-2059, gfdl_cm3, Annual Anomaly, BIH
-0.4064, 2040-2059, gfdl_esm2g, Annual Anomaly, BIH
-0.662, 2040-2059, gfdl_esm2m, Annual Anomaly, BIH
-0.9991, 2040-2059, inmcm4, Annual Anomaly, BIH
-0.2242, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BIH
-1.192, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BIH
-0.4976, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, BIH
-1.3569, 2040-2059, miroc5, Annual Anomaly, BIH
-1.6, 2040-2059, miroc_esm_chem, Annual Anomaly, BIH
-1.2014, 2040-2059, miroc_esm, Annual Anomaly, BIH
-0.4369, 2040-2059, mpi_esm_mr, Annual Anomaly, BIH
0.21819, 2040-2059, mri_cgcm3, Annual Anomaly, BIH
0.30152, 2040-2059, mri_esm1, Annual Anomaly, BIH
-0.795, 2040-2059, noresm1_m, Annual Anomaly, BIH
-0.4859, 2040-2059, access1_3, Annual Anomaly, BRA
-0.4167, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BRA
-0.1554, 2040-2059, bcc_csm1_1, Annual Anomaly, BRA
-0.3634, 2040-2059, bnu_esm, Annual Anomaly, BRA
-1.5883, 2040-2059, canesm2, Annual Anomaly, BRA
-0.4151, 2040-2059, ccsm4, Annual Anomaly, BRA
-0.6722, 2040-2059, cesm1_bgc, Annual Anomaly, BRA
-0.8436, 2040-2059, cesm1_cam5, Annual Anomaly, BRA
0.20838, 2040-2059, cmcc_cesm, Annual Anomaly, BRA
-0.223, 2040-2059, cmcc_cm, Annual Anomaly, BRA
-0.1007, 2040-2059, cmcc_cms, Annual Anomaly, BRA
-0.1784, 2040-2059, cnrm_cm5, Annual Anomaly, BRA
-0.5936, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BRA
-1.1165, 2040-2059, gfdl_cm3, Annual Anomaly, BRA
-0.2351, 2040-2059, gfdl_esm2g, Annual Anomaly, BRA
-0.1715, 2040-2059, gfdl_esm2m, Annual Anomaly, BRA
0.23211, 2040-2059, inmcm4, Annual Anomaly, BRA
0.39414, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BRA
0.68126, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BRA
-0.7736, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, BRA
-0.0648, 2040-2059, miroc5, Annual Anomaly, BRA
-1.083, 2040-2059, miroc_esm_chem, Annual Anomaly, BRA
-0.8431, 2040-2059, miroc_esm, Annual Anomaly, BRA
-0.4162, 2040-2059, mpi_esm_mr, Annual Anomaly, BRA
-0.2199, 2040-2059, mri_cgcm3, Annual Anomaly, BRA
-0.2492, 2040-2059, mri_esm1, Annual Anomaly, BRA
-0.4706, 2040-2059, noresm1_m, Annual Anomaly, BRA
-1.421, 2040-2059, access1_3, Annual Anomaly, BGR
-1.1927, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BGR
-0.7447, 2040-2059, bcc_csm1_1, Annual Anomaly, BGR
-1.5302, 2040-2059, bnu_esm, Annual Anomaly, BGR
-0.8123, 2040-2059, canesm2, Annual Anomaly, BGR
-1.1249, 2040-2059, ccsm4, Annual Anomaly, BGR
-0.9427, 2040-2059, cesm1_bgc, Annual Anomaly, BGR
-0.4697, 2040-2059, cesm1_cam5, Annual Anomaly, BGR
-1.0416, 2040-2059, cmcc_cesm, Annual Anomaly, BGR
-0.5941, 2040-2059, cmcc_cm, Annual Anomaly, BGR
-1.1632, 2040-2059, cmcc_cms, Annual Anomaly, BGR
-0.1128, 2040-2059, cnrm_cm5, Annual Anomaly, BGR
-1.513, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BGR
-2.1517, 2040-2059, gfdl_cm3, Annual Anomaly, BGR
-0.3885, 2040-2059, gfdl_esm2g, Annual Anomaly, BGR
-0.7922, 2040-2059, gfdl_esm2m, Annual Anomaly, BGR
-0.7268, 2040-2059, inmcm4, Annual Anomaly, BGR
-0.7272, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BGR
-1.6714, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BGR
-1.3076, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, BGR
-1.2605, 2040-2059, miroc5, Annual Anomaly, BGR
-1.9597, 2040-2059, miroc_esm_chem, Annual Anomaly, BGR
-1.4928, 2040-2059, miroc_esm, Annual Anomaly, BGR
-0.238, 2040-2059, mpi_esm_mr, Annual Anomaly, BGR
-0.3733, 2040-2059, mri_cgcm3, Annual Anomaly, BGR
-0.2062, 2040-2059, mri_esm1, Annual Anomaly, BGR
-0.8085, 2040-2059, noresm1_m, Annual Anomaly, BGR
0.90333, 2040-2059, access1_3, Annual Anomaly, BDI
0.31698, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BDI
0.13508, 2040-2059, bcc_csm1_1, Annual Anomaly, BDI
0.02421, 2040-2059, bnu_esm, Annual Anomaly, BDI
0.5711, 2040-2059, canesm2, Annual Anomaly, BDI
0.43533, 2040-2059, ccsm4, Annual Anomaly, BDI
-0.2984, 2040-2059, cesm1_bgc, Annual Anomaly, BDI
0.13825, 2040-2059, cesm1_cam5, Annual Anomaly, BDI
-0.1443, 2040-2059, cmcc_cesm, Annual Anomaly, BDI
-0.6085, 2040-2059, cmcc_cm, Annual Anomaly, BDI
-1.0508, 2040-2059, cmcc_cms, Annual Anomaly, BDI
0.30082, 2040-2059, cnrm_cm5, Annual Anomaly, BDI
-0.7301, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BDI
-0.1496, 2040-2059, gfdl_cm3, Annual Anomaly, BDI
-0.2816, 2040-2059, gfdl_esm2g, Annual Anomaly, BDI
0.02529, 2040-2059, gfdl_esm2m, Annual Anomaly, BDI
-0.0581, 2040-2059, inmcm4, Annual Anomaly, BDI
1.40419, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BDI
0.6636, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BDI
0.33993, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, BDI
-0.1802, 2040-2059, miroc5, Annual Anomaly, BDI
-1.1989, 2040-2059, miroc_esm_chem, Annual Anomaly, BDI
0.17724, 2040-2059, miroc_esm, Annual Anomaly, BDI
-1.3455, 2040-2059, mpi_esm_mr, Annual Anomaly, BDI
0.12229, 2040-2059, mri_cgcm3, Annual Anomaly, BDI
-0.0377, 2040-2059, mri_esm1, Annual Anomaly, BDI
0.01482, 2040-2059, noresm1_m, Annual Anomaly, BDI
0.83755, 2040-2059, access1_3, Annual Anomaly, CMR
-0.6138, 2040-2059, bcc_csm1_1_m, Annual Anomaly, CMR
-0.0208, 2040-2059, bcc_csm1_1, Annual Anomaly, CMR
-0.2864, 2040-2059, bnu_esm, Annual Anomaly, CMR
-0.56, 2040-2059, canesm2, Annual Anomaly, CMR
0.48576, 2040-2059, ccsm4, Annual Anomaly, CMR
0.24295, 2040-2059, cesm1_bgc, Annual Anomaly, CMR
-0.0056, 2040-2059, cesm1_cam5, Annual Anomaly, CMR
-0.6277, 2040-2059, cmcc_cesm, Annual Anomaly, CMR
0.23507, 2040-2059, cmcc_cm, Annual Anomaly, CMR
-0.2671, 2040-2059, cmcc_cms, Annual Anomaly, CMR
0.19319, 2040-2059, cnrm_cm5, Annual Anomaly, CMR
-0.997, 2040-2059, csiro_mk3_6_0, Annual Anomaly, CMR
0.05225, 2040-2059, gfdl_cm3, Annual Anomaly, CMR
0.13224, 2040-2059, gfdl_esm2g, Annual Anomaly, CMR
0.06041, 2040-2059, gfdl_esm2m, Annual Anomaly, CMR
-0.3674, 2040-2059, inmcm4, Annual Anomaly, CMR
0.73275, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, CMR
-0.0744, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, CMR
0.36137, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, CMR
0.354, 2040-2059, miroc5, Annual Anomaly, CMR
-0.4583, 2040-2059, miroc_esm_chem, Annual Anomaly, CMR
-0.1846, 2040-2059, miroc_esm, Annual Anomaly, CMR
0.57616, 2040-2059, mpi_esm_mr, Annual Anomaly, CMR
0.32531, 2040-2059, mri_cgcm3, Annual Anomaly, CMR
0.00687, 2040-2059, mri_esm1, Annual Anomaly, CMR
-0.0909, 2040-2059, noresm1_m, Annual Anomaly, CMR
0.16167, 2040-2059, access1_3, Annual Anomaly, CAN
0.25669, 2040-2059, bcc_csm1_1_m, Annual Anomaly, CAN
0.51468, 2040-2059, bcc_csm1_1, Annual Anomaly, CAN
0.22726, 2040-2059, bnu_esm, Annual Anomaly, CAN
0.25603, 2040-2059, canesm2, Annual Anomaly, CAN
-0.0028, 2040-2059, ccsm4, Annual Anomaly, CAN
-0.0143, 2040-2059, cesm1_bgc, Annual Anomaly, CAN
0.13287, 2040-2059, cesm1_cam5, Annual Anomaly, CAN
0.67956, 2040-2059, cmcc_cesm, Annual Anomaly, CAN
0.57108, 2040-2059, cmcc_cm, Annual Anomaly, CAN
0.33627, 2040-2059, cmcc_cms, Annual Anomaly, CAN
0.18015, 2040-2059, cnrm_cm5, Annual Anomaly, CAN
0.39406, 2040-2059, csiro_mk3_6_0, Annual Anomaly, CAN
0.58506, 2040-2059, gfdl_cm3, Annual Anomaly, CAN
0.19556, 2040-2059, gfdl_esm2g, Annual Anomaly, CAN
0.19349, 2040-2059, gfdl_esm2m, Annual Anomaly, CAN
0.43158, 2040-2059, inmcm4, Annual Anomaly, CAN
0.05138, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, CAN
-0.2246, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, CAN
0.04935, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, CAN
-0.0226, 2040-2059, miroc5, Annual Anomaly, CAN
0.66282, 2040-2059, miroc_esm_chem, Annual Anomaly, CAN
0.4297, 2040-2059, miroc_esm, Annual Anomaly, CAN
0.2493, 2040-2059, mpi_esm_mr, Annual Anomaly, CAN
0.532, 2040-2059, mri_cgcm3, Annual Anomaly, CAN
0.54926, 2040-2059, mri_esm1, Annual Anomaly, CAN
-0.0084, 2040-2059, noresm1_m, Annual Anomaly, CAN
-1.4195, 2040-2059, access1_3, Annual Anomaly, CPV
-0.6597, 2040-2059, bcc_csm1_1_m, Annual Anomaly, CPV
-0.307, 2040-2059, bcc_csm1_1, Annual Anomaly, CPV
-1.0516, 2040-2059, bnu_esm, Annual Anomaly, CPV
-2.5364, 2040-2059, canesm2, Annual Anomaly, CPV
-0.991, 2040-2059, ccsm4, Annual Anomaly, CPV
-1.3595, 2040-2059, cesm1_bgc, Annual Anomaly, CPV
-0.7518, 2040-2059, cesm1_cam5, Annual Anomaly, CPV
-1.0317, 2040-2059, cmcc_cesm, Annual Anomaly, CPV
-0.3029, 2040-2059, cmcc_cm, Annual Anomaly, CPV
-0.5443, 2040-2059, cmcc_cms, Annual Anomaly, CPV
-0.2899, 2040-2059, cnrm_cm5, Annual Anomaly, CPV
-0.6092, 2040-2059, csiro_mk3_6_0, Annual Anomaly, CPV
0.54921, 2040-2059, gfdl_cm3, Annual Anomaly, CPV
0.82663, 2040-2059, gfdl_esm2g, Annual Anomaly, CPV
0.42754, 2040-2059, gfdl_esm2m, Annual Anomaly, CPV
-0.2858, 2040-2059, inmcm4, Annual Anomaly, CPV
-2.3617, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, CPV
-2.552, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, CPV
-0.8975, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, CPV
-0.4634, 2040-2059, miroc5, Annual Anomaly, CPV
0.81642, 2040-2059, miroc_esm_chem, Annual Anomaly, CPV
0.95418, 2040-2059, miroc_esm, Annual Anomaly, CPV
-1.7379, 2040-2059, mpi_esm_mr, Annual Anomaly, CPV
-1.2193, 2040-2059, mri_cgcm3, Annual Anomaly, CPV
-0.7415, 2040-2059, mri_esm1, Annual Anomaly, CPV
-0.7975, 2040-2059, noresm1_m, Annual Anomaly, CPV
0.30829, 2040-2059, access1_3, Annual Anomaly, CAF
-0.7201, 2040-2059, bcc_csm1_1_m, Annual Anomaly, CAF
0.40086, 2040-2059, bcc_csm1_1, Annual Anomaly, CAF
0.19745, 2040-2059, bnu_esm, Annual Anomaly, CAF
0.15945, 2040-2059, canesm2, Annual Anomaly, CAF
0.70739, 2040-2059, ccsm4, Annual Anomaly, CAF
0.62738, 2040-2059, cesm1_bgc, Annual Anomaly, CAF
0.52576, 2040-2059, cesm1_cam5, Annual Anomaly, CAF
-0.6147, 2040-2059, cmcc_cesm, Annual Anomaly, CAF
-0.0414, 2040-2059, cmcc_cm, Annual Anomaly, CAF
-0.643, 2040-2059, cmcc_cms, Annual Anomaly, CAF
0.26295, 2040-2059, cnrm_cm5, Annual Anomaly, CAF
-1.4924, 2040-2059, csiro_mk3_6_0, Annual Anomaly, CAF
0.24773, 2040-2059, gfdl_cm3, Annual Anomaly, CAF
-0.4394, 2040-2059, gfdl_esm2g, Annual Anomaly, CAF
-0.1838, 2040-2059, gfdl_esm2m, Annual Anomaly, CAF
0.09877, 2040-2059, inmcm4, Annual Anomaly, CAF
0.3621, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, CAF
-1.0851, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, CAF
0.27386, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, CAF
0.60346, 2040-2059, miroc5, Annual Anomaly, CAF
-0.5033, 2040-2059, miroc_esm_chem, Annual Anomaly, CAF
0.08781, 2040-2059, miroc_esm, Annual Anomaly, CAF
-0.1812, 2040-2059, mpi_esm_mr, Annual Anomaly, CAF
0.18003, 2040-2059, mri_cgcm3, Annual Anomaly, CAF
0.23663, 2040-2059, mri_esm1, Annual Anomaly, CAF
0.1097, 2040-2059, noresm1_m, Annual Anomaly, CAF
-0.9493, 2040-2059, access1_3, Annual Anomaly, CHL
-0.5893, 2040-2059, bcc_csm1_1_m, Annual Anomaly, CHL
-0.77, 2040-2059, bcc_csm1_1, Annual Anomaly, CHL
-0.7729, 2040-2059, bnu_esm, Annual Anomaly, CHL
-1.0746, 2040-2059, canesm2, Annual Anomaly, CHL
-0.5448, 2040-2059, ccsm4, Annual Anomaly, CHL
-0.7365, 2040-2059, cesm1_bgc, Annual Anomaly, CHL
-0.8863, 2040-2059, cesm1_cam5, Annual Anomaly, CHL
-0.5149, 2040-2059, cmcc_cesm, Annual Anomaly, CHL
-0.7003, 2040-2059, cmcc_cm, Annual Anomaly, CHL
-0.6227, 2040-2059, cmcc_cms, Annual Anomaly, CHL
-0.0549, 2040-2059, cnrm_cm5, Annual Anomaly, CHL
-0.7205, 2040-2059, csiro_mk3_6_0, Annual Anomaly, CHL
-1.1902, 2040-2059, gfdl_cm3, Annual Anomaly, CHL
-1.1644, 2040-2059, gfdl_esm2g, Annual Anomaly, CHL
-0.8084, 2040-2059, gfdl_esm2m, Annual Anomaly, CHL
-0.1432, 2040-2059, inmcm4, Annual Anomaly, CHL
-1.5061, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, CHL
-1.7962, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, CHL
-0.4932, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, CHL
-0.6869, 2040-2059, miroc5, Annual Anomaly, CHL
-0.8235, 2040-2059, miroc_esm_chem, Annual Anomaly, CHL
-0.9839, 2040-2059, miroc_esm, Annual Anomaly, CHL
-0.7701, 2040-2059, mpi_esm_mr, Annual Anomaly, CHL
-0.5323, 2040-2059, mri_cgcm3, Annual Anomaly, CHL
-0.4799, 2040-2059, mri_esm1, Annual Anomaly, CHL
