Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
-1.6957, 2080-2099, cesm1_bgc, Annual Anomaly, DZA
-1.6994, 2080-2099, cesm1_cam5, Annual Anomaly, DZA
-0.9299, 2080-2099, cnrm_cm5, Annual Anomaly, DZA
-1.5426, 2080-2099, csiro_mk3_6_0, Annual Anomaly, DZA
-3.0462, 2080-2099, gfdl_cm3, Annual Anomaly, DZA
-0.8331, 2080-2099, gfdl_esm2g, Annual Anomaly, DZA
-1.353, 2080-2099, gfdl_esm2m, Annual Anomaly, DZA
-1.5205, 2080-2099, inmcm4, Annual Anomaly, DZA
-2.3234, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, DZA
-2.4362, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, DZA
-2.351, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, DZA
-1.7558, 2080-2099, miroc5, Annual Anomaly, DZA
-1.6164, 2080-2099, miroc_esm_chem, Annual Anomaly, DZA
-1.5303, 2080-2099, miroc_esm, Annual Anomaly, DZA
-2.079, 2080-2099, mpi_esm_mr, Annual Anomaly, DZA
-1.3286, 2080-2099, mri_cgcm3, Annual Anomaly, DZA
-1.5523, 2080-2099, noresm1_m, Annual Anomaly, DZA
-1.3547, 2080-2099, access1_3, Annual Anomaly, AND
-1.472, 2080-2099, bcc_csm1_1_m, Annual Anomaly, AND
-0.2367, 2080-2099, bcc_csm1_1, Annual Anomaly, AND
-0.6432, 2080-2099, bnu_esm, Annual Anomaly, AND
-1.096, 2080-2099, canesm2, Annual Anomaly, AND
-0.9695, 2080-2099, ccsm4, Annual Anomaly, AND
-0.4044, 2080-2099, cesm1_bgc, Annual Anomaly, AND
-1.0147, 2080-2099, cesm1_cam5, Annual Anomaly, AND
-0.1222, 2080-2099, cnrm_cm5, Annual Anomaly, AND
-1.4476, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AND
-2.1194, 2080-2099, gfdl_cm3, Annual Anomaly, AND
-0.9858, 2080-2099, gfdl_esm2g, Annual Anomaly, AND
-1.0257, 2080-2099, gfdl_esm2m, Annual Anomaly, AND
-1.8137, 2080-2099, inmcm4, Annual Anomaly, AND
-1.1578, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AND
-0.4437, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AND
-1.1284, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, AND
-1.1435, 2080-2099, miroc5, Annual Anomaly, AND
-2.404, 2080-2099, miroc_esm_chem, Annual Anomaly, AND
-1.4178, 2080-2099, miroc_esm, Annual Anomaly, AND
-2.0173, 2080-2099, mpi_esm_mr, Annual Anomaly, AND
-0.1354, 2080-2099, mri_cgcm3, Annual Anomaly, AND
-0.9601, 2080-2099, noresm1_m, Annual Anomaly, AND
-0.2789, 2080-2099, access1_3, Annual Anomaly, ATG
-0.5302, 2080-2099, bcc_csm1_1_m, Annual Anomaly, ATG
-1.3039, 2080-2099, bcc_csm1_1, Annual Anomaly, ATG
-1.0221, 2080-2099, bnu_esm, Annual Anomaly, ATG
-0.2903, 2080-2099, canesm2, Annual Anomaly, ATG
-1.9548, 2080-2099, ccsm4, Annual Anomaly, ATG
-1.6274, 2080-2099, cesm1_bgc, Annual Anomaly, ATG
-0.517, 2080-2099, cesm1_cam5, Annual Anomaly, ATG
-0.3849, 2080-2099, cnrm_cm5, Annual Anomaly, ATG
0.11017, 2080-2099, csiro_mk3_6_0, Annual Anomaly, ATG
0.17888, 2080-2099, gfdl_cm3, Annual Anomaly, ATG
-0.0031, 2080-2099, gfdl_esm2g, Annual Anomaly, ATG
0.27561, 2080-2099, gfdl_esm2m, Annual Anomaly, ATG
-0.5738, 2080-2099, inmcm4, Annual Anomaly, ATG
-0.5383, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, ATG
-1.2876, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, ATG
-0.6164, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, ATG
-0.8247, 2080-2099, miroc5, Annual Anomaly, ATG
0.2696, 2080-2099, miroc_esm_chem, Annual Anomaly, ATG
0.254, 2080-2099, miroc_esm, Annual Anomaly, ATG
-0.8276, 2080-2099, mpi_esm_mr, Annual Anomaly, ATG
-0.4926, 2080-2099, noresm1_m, Annual Anomaly, ATG
-0.3401, 2080-2099, access1_3, Annual Anomaly, ARG
-0.5992, 2080-2099, bcc_csm1_1_m, Annual Anomaly, ARG
-0.4825, 2080-2099, bcc_csm1_1, Annual Anomaly, ARG
-0.2573, 2080-2099, bnu_esm, Annual Anomaly, ARG
-0.7713, 2080-2099, canesm2, Annual Anomaly, ARG
-0.1306, 2080-2099, ccsm4, Annual Anomaly, ARG
-0.2008, 2080-2099, cesm1_bgc, Annual Anomaly, ARG
-0.3765, 2080-2099, cesm1_cam5, Annual Anomaly, ARG
-0.2726, 2080-2099, cnrm_cm5, Annual Anomaly, ARG
-0.5605, 2080-2099, csiro_mk3_6_0, Annual Anomaly, ARG
-1.2744, 2080-2099, gfdl_cm3, Annual Anomaly, ARG
-0.8286, 2080-2099, gfdl_esm2g, Annual Anomaly, ARG
-0.7271, 2080-2099, gfdl_esm2m, Annual Anomaly, ARG
-0.0366, 2080-2099, inmcm4, Annual Anomaly, ARG
-1.7118, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, ARG
-1.2167, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, ARG
-0.4288, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, ARG
-0.6852, 2080-2099, miroc5, Annual Anomaly, ARG
-0.9189, 2080-2099, miroc_esm_chem, Annual Anomaly, ARG
-1.2763, 2080-2099, miroc_esm, Annual Anomaly, ARG
-0.835, 2080-2099, mpi_esm_mr, Annual Anomaly, ARG
0.02236, 2080-2099, mri_cgcm3, Annual Anomaly, ARG
-0.456, 2080-2099, noresm1_m, Annual Anomaly, ARG
-0.4321, 2080-2099, access1_3, Annual Anomaly, ARM
-1.0131, 2080-2099, bcc_csm1_1_m, Annual Anomaly, ARM
-1.78, 2080-2099, bcc_csm1_1, Annual Anomaly, ARM
-1.1222, 2080-2099, bnu_esm, Annual Anomaly, ARM
-0.9897, 2080-2099, canesm2, Annual Anomaly, ARM
-0.9889, 2080-2099, ccsm4, Annual Anomaly, ARM
-1.0138, 2080-2099, cesm1_bgc, Annual Anomaly, ARM
-0.4072, 2080-2099, cesm1_cam5, Annual Anomaly, ARM
-0.092, 2080-2099, cnrm_cm5, Annual Anomaly, ARM
-2.252, 2080-2099, csiro_mk3_6_0, Annual Anomaly, ARM
-1.3653, 2080-2099, gfdl_cm3, Annual Anomaly, ARM
-0.717, 2080-2099, gfdl_esm2g, Annual Anomaly, ARM
-0.609, 2080-2099, gfdl_esm2m, Annual Anomaly, ARM
-0.5342, 2080-2099, inmcm4, Annual Anomaly, ARM
-1.3313, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, ARM
-2.3926, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, ARM
-0.3026, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, ARM
-1.2708, 2080-2099, miroc5, Annual Anomaly, ARM
-1.8669, 2080-2099, miroc_esm_chem, Annual Anomaly, ARM
-1.0233, 2080-2099, miroc_esm, Annual Anomaly, ARM
-1.2189, 2080-2099, mpi_esm_mr, Annual Anomaly, ARM
-0.0608, 2080-2099, mri_cgcm3, Annual Anomaly, ARM
-1.2811, 2080-2099, noresm1_m, Annual Anomaly, ARM
-1.0296, 2080-2099, access1_3, Annual Anomaly, AUS
-0.6559, 2080-2099, bcc_csm1_1_m, Annual Anomaly, AUS
-0.5584, 2080-2099, bcc_csm1_1, Annual Anomaly, AUS
-0.7397, 2080-2099, bnu_esm, Annual Anomaly, AUS
-0.7119, 2080-2099, canesm2, Annual Anomaly, AUS
-0.5126, 2080-2099, ccsm4, Annual Anomaly, AUS
-0.1965, 2080-2099, cesm1_bgc, Annual Anomaly, AUS
-0.4698, 2080-2099, cesm1_cam5, Annual Anomaly, AUS
0.00825, 2080-2099, cnrm_cm5, Annual Anomaly, AUS
-1.4656, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AUS
-1.4981, 2080-2099, gfdl_cm3, Annual Anomaly, AUS
-0.751, 2080-2099, gfdl_esm2g, Annual Anomaly, AUS
-0.4982, 2080-2099, gfdl_esm2m, Annual Anomaly, AUS
-0.5344, 2080-2099, inmcm4, Annual Anomaly, AUS
-1.4309, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AUS
-1.7033, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AUS
-0.8396, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, AUS
-0.2318, 2080-2099, miroc5, Annual Anomaly, AUS
-0.9935, 2080-2099, miroc_esm_chem, Annual Anomaly, AUS
-0.9864, 2080-2099, miroc_esm, Annual Anomaly, AUS
-0.7893, 2080-2099, mpi_esm_mr, Annual Anomaly, AUS
-0.6598, 2080-2099, mri_cgcm3, Annual Anomaly, AUS
-0.1422, 2080-2099, noresm1_m, Annual Anomaly, AUS
-0.7067, 2080-2099, access1_3, Annual Anomaly, AZE
-0.7954, 2080-2099, bcc_csm1_1_m, Annual Anomaly, AZE
-1.2534, 2080-2099, bcc_csm1_1, Annual Anomaly, AZE
-1.1892, 2080-2099, bnu_esm, Annual Anomaly, AZE
-1.5161, 2080-2099, canesm2, Annual Anomaly, AZE
-0.8837, 2080-2099, ccsm4, Annual Anomaly, AZE
-0.9801, 2080-2099, cesm1_bgc, Annual Anomaly, AZE
-0.4932, 2080-2099, cesm1_cam5, Annual Anomaly, AZE
-0.2395, 2080-2099, cnrm_cm5, Annual Anomaly, AZE
-1.4774, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AZE
-1.3357, 2080-2099, gfdl_cm3, Annual Anomaly, AZE
-0.793, 2080-2099, gfdl_esm2g, Annual Anomaly, AZE
-0.4448, 2080-2099, gfdl_esm2m, Annual Anomaly, AZE
-0.9662, 2080-2099, inmcm4, Annual Anomaly, AZE
-1.1088, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AZE
-2.3306, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AZE
-0.6508, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, AZE
-1.2108, 2080-2099, miroc5, Annual Anomaly, AZE
-1.2878, 2080-2099, miroc_esm_chem, Annual Anomaly, AZE
-1.1969, 2080-2099, miroc_esm, Annual Anomaly, AZE
-1.1604, 2080-2099, mpi_esm_mr, Annual Anomaly, AZE
0.03042, 2080-2099, mri_cgcm3, Annual Anomaly, AZE
-0.9835, 2080-2099, noresm1_m, Annual Anomaly, AZE
-1.0618, 2080-2099, access1_3, Annual Anomaly, BHR
-1.188, 2080-2099, bcc_csm1_1, Annual Anomaly, BHR
0.67983, 2080-2099, bnu_esm, Annual Anomaly, BHR
-1.0779, 2080-2099, canesm2, Annual Anomaly, BHR
-0.8688, 2080-2099, ccsm4, Annual Anomaly, BHR
-0.4505, 2080-2099, cesm1_bgc, Annual Anomaly, BHR
-1.599, 2080-2099, cesm1_cam5, Annual Anomaly, BHR
-0.8993, 2080-2099, cnrm_cm5, Annual Anomaly, BHR
-2.3612, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BHR
-1.5379, 2080-2099, gfdl_cm3, Annual Anomaly, BHR
-1.7984, 2080-2099, gfdl_esm2g, Annual Anomaly, BHR
-0.8448, 2080-2099, gfdl_esm2m, Annual Anomaly, BHR
-0.6241, 2080-2099, inmcm4, Annual Anomaly, BHR
-2.351, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BHR
-3.4138, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BHR
-3.1906, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BHR
-0.8887, 2080-2099, miroc5, Annual Anomaly, BHR
-0.7432, 2080-2099, miroc_esm_chem, Annual Anomaly, BHR
-0.7987, 2080-2099, miroc_esm, Annual Anomaly, BHR
-1.8041, 2080-2099, mpi_esm_mr, Annual Anomaly, BHR
-0.8009, 2080-2099, mri_cgcm3, Annual Anomaly, BHR
-0.8728, 2080-2099, noresm1_m, Annual Anomaly, BHR
-0.5285, 2080-2099, access1_3, Annual Anomaly, BLR
0.04934, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BLR
-0.6762, 2080-2099, bcc_csm1_1, Annual Anomaly, BLR
0.3003, 2080-2099, bnu_esm, Annual Anomaly, BLR
0.55526, 2080-2099, canesm2, Annual Anomaly, BLR
-0.5735, 2080-2099, ccsm4, Annual Anomaly, BLR
-0.9099, 2080-2099, cesm1_bgc, Annual Anomaly, BLR
-0.4664, 2080-2099, cesm1_cam5, Annual Anomaly, BLR
-0.3733, 2080-2099, cnrm_cm5, Annual Anomaly, BLR
-0.479, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BLR
-0.0284, 2080-2099, gfdl_cm3, Annual Anomaly, BLR
0.29189, 2080-2099, gfdl_esm2g, Annual Anomaly, BLR
0.4995, 2080-2099, gfdl_esm2m, Annual Anomaly, BLR
0.13127, 2080-2099, inmcm4, Annual Anomaly, BLR
0.24998, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BLR
-0.5716, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BLR
0.35543, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BLR
-0.789, 2080-2099, miroc5, Annual Anomaly, BLR
0.92369, 2080-2099, miroc_esm_chem, Annual Anomaly, BLR
0.40045, 2080-2099, miroc_esm, Annual Anomaly, BLR
0.04961, 2080-2099, mpi_esm_mr, Annual Anomaly, BLR
0.62308, 2080-2099, mri_cgcm3, Annual Anomaly, BLR
-0.3535, 2080-2099, noresm1_m, Annual Anomaly, BLR
-0.5805, 2080-2099, access1_3, Annual Anomaly, BOL
-0.3932, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BOL
-0.3786, 2080-2099, bcc_csm1_1, Annual Anomaly, BOL
-0.7828, 2080-2099, bnu_esm, Annual Anomaly, BOL
-1.2561, 2080-2099, canesm2, Annual Anomaly, BOL
-0.3689, 2080-2099, ccsm4, Annual Anomaly, BOL
-0.4523, 2080-2099, cesm1_bgc, Annual Anomaly, BOL
-0.6972, 2080-2099, cesm1_cam5, Annual Anomaly, BOL
-0.172, 2080-2099, cnrm_cm5, Annual Anomaly, BOL
-1.0864, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BOL
-1.9066, 2080-2099, gfdl_cm3, Annual Anomaly, BOL
-0.5061, 2080-2099, gfdl_esm2g, Annual Anomaly, BOL
-0.3345, 2080-2099, gfdl_esm2m, Annual Anomaly, BOL
-0.4718, 2080-2099, inmcm4, Annual Anomaly, BOL
-0.8848, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BOL
-1.4771, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BOL
-0.6457, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BOL
-0.1514, 2080-2099, miroc5, Annual Anomaly, BOL
-1.289, 2080-2099, miroc_esm_chem, Annual Anomaly, BOL
-1.3488, 2080-2099, miroc_esm, Annual Anomaly, BOL
-0.6165, 2080-2099, mpi_esm_mr, Annual Anomaly, BOL
0.28342, 2080-2099, mri_cgcm3, Annual Anomaly, BOL
-0.6489, 2080-2099, noresm1_m, Annual Anomaly, BOL
-0.8804, 2080-2099, access1_3, Annual Anomaly, BWA
-1.5525, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BWA
-0.6577, 2080-2099, bcc_csm1_1, Annual Anomaly, BWA
-0.8436, 2080-2099, bnu_esm, Annual Anomaly, BWA
-1.1868, 2080-2099, canesm2, Annual Anomaly, BWA
-0.4448, 2080-2099, ccsm4, Annual Anomaly, BWA
-0.65, 2080-2099, cesm1_bgc, Annual Anomaly, BWA
-1.1173, 2080-2099, cesm1_cam5, Annual Anomaly, BWA
-0.4859, 2080-2099, cnrm_cm5, Annual Anomaly, BWA
-1.9062, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BWA
-1.1179, 2080-2099, gfdl_cm3, Annual Anomaly, BWA
-0.1702, 2080-2099, gfdl_esm2g, Annual Anomaly, BWA
-0.8657, 2080-2099, gfdl_esm2m, Annual Anomaly, BWA
-0.4785, 2080-2099, inmcm4, Annual Anomaly, BWA
-0.7884, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BWA
-0.3439, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BWA
-0.0749, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BWA
-0.7414, 2080-2099, miroc5, Annual Anomaly, BWA
-1.476, 2080-2099, miroc_esm_chem, Annual Anomaly, BWA
-1.6461, 2080-2099, miroc_esm, Annual Anomaly, BWA
-1.3184, 2080-2099, mpi_esm_mr, Annual Anomaly, BWA
-1.7004, 2080-2099, mri_cgcm3, Annual Anomaly, BWA
-0.9997, 2080-2099, noresm1_m, Annual Anomaly, BWA
-0.7205, 2080-2099, access1_3, Annual Anomaly, BRA
-0.4682, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BRA
-0.3123, 2080-2099, bcc_csm1_1, Annual Anomaly, BRA
-0.5741, 2080-2099, bnu_esm, Annual Anomaly, BRA
-1.6793, 2080-2099, canesm2, Annual Anomaly, BRA
-0.519, 2080-2099, ccsm4, Annual Anomaly, BRA
-0.5685, 2080-2099, cesm1_bgc, Annual Anomaly, BRA
-0.9497, 2080-2099, cesm1_cam5, Annual Anomaly, BRA
-0.1714, 2080-2099, cnrm_cm5, Annual Anomaly, BRA
-0.7474, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BRA
-1.0382, 2080-2099, gfdl_cm3, Annual Anomaly, BRA
-0.5331, 2080-2099, gfdl_esm2g, Annual Anomaly, BRA
-0.2441, 2080-2099, gfdl_esm2m, Annual Anomaly, BRA
-0.1251, 2080-2099, inmcm4, Annual Anomaly, BRA
0.32787, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BRA
0.50346, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BRA
-0.3944, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BRA
0.10027, 2080-2099, miroc5, Annual Anomaly, BRA
-1.3182, 2080-2099, miroc_esm_chem, Annual Anomaly, BRA
-0.8023, 2080-2099, miroc_esm, Annual Anomaly, BRA
-0.2348, 2080-2099, mpi_esm_mr, Annual Anomaly, BRA
-0.0854, 2080-2099, mri_cgcm3, Annual Anomaly, BRA
-0.8759, 2080-2099, noresm1_m, Annual Anomaly, BRA
0.66057, 2080-2099, access1_3, Annual Anomaly, BRN
0.05726, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BRN
0.29464, 2080-2099, bcc_csm1_1, Annual Anomaly, BRN
0.11764, 2080-2099, bnu_esm, Annual Anomaly, BRN
0.13387, 2080-2099, canesm2, Annual Anomaly, BRN
0.39151, 2080-2099, ccsm4, Annual Anomaly, BRN
0.28224, 2080-2099, cesm1_bgc, Annual Anomaly, BRN
0.91916, 2080-2099, cesm1_cam5, Annual Anomaly, BRN
0.15291, 2080-2099, cnrm_cm5, Annual Anomaly, BRN
-0.1764, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BRN
0.59183, 2080-2099, gfdl_cm3, Annual Anomaly, BRN
-0.0844, 2080-2099, gfdl_esm2g, Annual Anomaly, BRN
0.33957, 2080-2099, gfdl_esm2m, Annual Anomaly, BRN
1.44186, 2080-2099, inmcm4, Annual Anomaly, BRN
0.87718, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BRN
1.05486, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BRN
-0.4015, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BRN
1.56507, 2080-2099, miroc5, Annual Anomaly, BRN
1.32874, 2080-2099, miroc_esm_chem, Annual Anomaly, BRN
0.44446, 2080-2099, miroc_esm, Annual Anomaly, BRN
0.72437, 2080-2099, mpi_esm_mr, Annual Anomaly, BRN
0.48191, 2080-2099, mri_cgcm3, Annual Anomaly, BRN
0.65829, 2080-2099, noresm1_m, Annual Anomaly, BRN
-1.6058, 2080-2099, access1_3, Annual Anomaly, BGR
-1.1344, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BGR
-0.7744, 2080-2099, bcc_csm1_1, Annual Anomaly, BGR
-1.1251, 2080-2099, bnu_esm, Annual Anomaly, BGR
-0.773, 2080-2099, canesm2, Annual Anomaly, BGR
-0.9578, 2080-2099, ccsm4, Annual Anomaly, BGR
-1.2195, 2080-2099, cesm1_bgc, Annual Anomaly, BGR
-0.817, 2080-2099, cesm1_cam5, Annual Anomaly, BGR
-0.2274, 2080-2099, cnrm_cm5, Annual Anomaly, BGR
-2.0238, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BGR
-1.9432, 2080-2099, gfdl_cm3, Annual Anomaly, BGR
-0.171, 2080-2099, gfdl_esm2g, Annual Anomaly, BGR
-0.6822, 2080-2099, gfdl_esm2m, Annual Anomaly, BGR
-0.7845, 2080-2099, inmcm4, Annual Anomaly, BGR
-1.0888, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BGR
-1.3797, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BGR
-0.6559, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BGR
-1.0366, 2080-2099, miroc5, Annual Anomaly, BGR
-1.7458, 2080-2099, miroc_esm_chem, Annual Anomaly, BGR
-1.1834, 2080-2099, miroc_esm, Annual Anomaly, BGR
-0.0018, 2080-2099, mpi_esm_mr, Annual Anomaly, BGR
-0.2336, 2080-2099, mri_cgcm3, Annual Anomaly, BGR
-1.0826, 2080-2099, noresm1_m, Annual Anomaly, BGR
0.06193, 2080-2099, access1_3, Annual Anomaly, BFA
-1.3537, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BFA
-0.2037, 2080-2099, bcc_csm1_1, Annual Anomaly, BFA
0.41609, 2080-2099, bnu_esm, Annual Anomaly, BFA
-1.4418, 2080-2099, canesm2, Annual Anomaly, BFA
-0.4579, 2080-2099, ccsm4, Annual Anomaly, BFA
-0.8286, 2080-2099, cesm1_bgc, Annual Anomaly, BFA
-1.7188, 2080-2099, cesm1_cam5, Annual Anomaly, BFA
-0.4942, 2080-2099, cnrm_cm5, Annual Anomaly, BFA
-0.9198, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BFA
-0.9241, 2080-2099, gfdl_cm3, Annual Anomaly, BFA
0.22504, 2080-2099, gfdl_esm2g, Annual Anomaly, BFA
-0.8333, 2080-2099, gfdl_esm2m, Annual Anomaly, BFA
-0.9426, 2080-2099, inmcm4, Annual Anomaly, BFA
0.25924, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BFA
-1.925, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BFA
-0.248, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BFA
-0.5825, 2080-2099, miroc5, Annual Anomaly, BFA
1.29101, 2080-2099, miroc_esm_chem, Annual Anomaly, BFA
1.7906, 2080-2099, miroc_esm, Annual Anomaly, BFA
-0.973, 2080-2099, mpi_esm_mr, Annual Anomaly, BFA
-0.9065, 2080-2099, mri_cgcm3, Annual Anomaly, BFA
0.32452, 2080-2099, noresm1_m, Annual Anomaly, BFA
0.00541, 2080-2099, access1_3, Annual Anomaly, KHM
-0.0903, 2080-2099, bcc_csm1_1_m, Annual Anomaly, KHM
0.20202, 2080-2099, bcc_csm1_1, Annual Anomaly, KHM
0.24213, 2080-2099, bnu_esm, Annual Anomaly, KHM
-0.2899, 2080-2099, canesm2, Annual Anomaly, KHM
-0.0126, 2080-2099, ccsm4, Annual Anomaly, KHM
0.78826, 2080-2099, cesm1_bgc, Annual Anomaly, KHM
1.26573, 2080-2099, cesm1_cam5, Annual Anomaly, KHM
0.53244, 2080-2099, cnrm_cm5, Annual Anomaly, KHM
0.62385, 2080-2099, csiro_mk3_6_0, Annual Anomaly, KHM
0.71278, 2080-2099, gfdl_cm3, Annual Anomaly, KHM
-0.0464, 2080-2099, gfdl_esm2g, Annual Anomaly, KHM
0.73871, 2080-2099, gfdl_esm2m, Annual Anomaly, KHM
1.02425, 2080-2099, inmcm4, Annual Anomaly, KHM
-0.2655, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, KHM
0.05061, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, KHM
0.27095, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, KHM
0.75569, 2080-2099, miroc5, Annual Anomaly, KHM
-0.7993, 2080-2099, miroc_esm_chem, Annual Anomaly, KHM
-0.3575, 2080-2099, miroc_esm, Annual Anomaly, KHM
0.10783, 2080-2099, mpi_esm_mr, Annual Anomaly, KHM
0.2215, 2080-2099, mri_cgcm3, Annual Anomaly, KHM
0.7944, 2080-2099, noresm1_m, Annual Anomaly, KHM
0.38183, 2080-2099, access1_3, Annual Anomaly, CMR
-0.5335, 2080-2099, bcc_csm1_1_m, Annual Anomaly, CMR
0.57893, 2080-2099, bcc_csm1_1, Annual Anomaly, CMR
-0.4495, 2080-2099, bnu_esm, Annual Anomaly, CMR
-0.5086, 2080-2099, canesm2, Annual Anomaly, CMR
0.5206, 2080-2099, ccsm4, Annual Anomaly, CMR
0.31043, 2080-2099, cesm1_bgc, Annual Anomaly, CMR
-0.0958, 2080-2099, cesm1_cam5, Annual Anomaly, CMR
0.15234, 2080-2099, cnrm_cm5, Annual Anomaly, CMR
-0.8971, 2080-2099, csiro_mk3_6_0, Annual Anomaly, CMR
0.09355, 2080-2099, gfdl_cm3, Annual Anomaly, CMR
0.46626, 2080-2099, gfdl_esm2g, Annual Anomaly, CMR
-0.1391, 2080-2099, gfdl_esm2m, Annual Anomaly, CMR
