Annual Severe Drought Likelihood - (Probability), Year, Model, Statistics, ISO3
0.61883, 2060-2079, bcc_csm1_1, Annual Anomaly, ALB
0.77079, 2060-2079, bnu_esm, Annual Anomaly, ALB
0.60208, 2060-2079, canesm2, Annual Anomaly, ALB
0.76126, 2060-2079, ccsm4, Annual Anomaly, ALB
0.46918, 2060-2079, cesm1_bgc, Annual Anomaly, ALB
0.30372, 2060-2079, cesm1_cam5, Annual Anomaly, ALB
0.68073, 2060-2079, cmcc_cesm, Annual Anomaly, ALB
0.55068, 2060-2079, cmcc_cm, Annual Anomaly, ALB
0.71049, 2060-2079, cmcc_cms, Annual Anomaly, ALB
0.37171, 2060-2079, cnrm_cm5, Annual Anomaly, ALB
0.90624, 2060-2079, csiro_mk3_6_0, Annual Anomaly, ALB
0.86325, 2060-2079, gfdl_cm3, Annual Anomaly, ALB
0.53688, 2060-2079, gfdl_esm2g, Annual Anomaly, ALB
0.69582, 2060-2079, gfdl_esm2m, Annual Anomaly, ALB
0.9372, 2060-2079, inmcm4, Annual Anomaly, ALB
0.65192, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, ALB
0.65266, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, ALB
0.64661, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, ALB
0.52833, 2060-2079, miroc5, Annual Anomaly, ALB
0.90158, 2060-2079, miroc_esm_chem, Annual Anomaly, ALB
0.96392, 2060-2079, miroc_esm, Annual Anomaly, ALB
0.31453, 2060-2079, mpi_esm_mr, Annual Anomaly, ALB
0.2742, 2060-2079, mri_cgcm3, Annual Anomaly, ALB
0.25269, 2060-2079, mri_esm1, Annual Anomaly, ALB
0.474, 2060-2079, noresm1_m, Annual Anomaly, ALB
0.92947, 2060-2079, access1_3, Annual Anomaly, DZA
0.88135, 2060-2079, bcc_csm1_1_m, Annual Anomaly, DZA
0.8603, 2060-2079, bcc_csm1_1, Annual Anomaly, DZA
0.74218, 2060-2079, bnu_esm, Annual Anomaly, DZA
0.8342, 2060-2079, canesm2, Annual Anomaly, DZA
0.72422, 2060-2079, ccsm4, Annual Anomaly, DZA
0.72137, 2060-2079, cesm1_bgc, Annual Anomaly, DZA
0.78112, 2060-2079, cesm1_cam5, Annual Anomaly, DZA
0.9457, 2060-2079, cmcc_cesm, Annual Anomaly, DZA
0.93382, 2060-2079, cmcc_cm, Annual Anomaly, DZA
0.94684, 2060-2079, cmcc_cms, Annual Anomaly, DZA
0.25291, 2060-2079, cnrm_cm5, Annual Anomaly, DZA
0.75595, 2060-2079, csiro_mk3_6_0, Annual Anomaly, DZA
0.92452, 2060-2079, gfdl_cm3, Annual Anomaly, DZA
0.66891, 2060-2079, gfdl_esm2g, Annual Anomaly, DZA
0.84789, 2060-2079, gfdl_esm2m, Annual Anomaly, DZA
0.76992, 2060-2079, inmcm4, Annual Anomaly, DZA
0.9788, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, DZA
0.93639, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, DZA
0.83198, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, DZA
0.76841, 2060-2079, miroc5, Annual Anomaly, DZA
0.73638, 2060-2079, miroc_esm_chem, Annual Anomaly, DZA
0.86129, 2060-2079, miroc_esm, Annual Anomaly, DZA
0.95897, 2060-2079, mpi_esm_mr, Annual Anomaly, DZA
0.82335, 2060-2079, mri_cgcm3, Annual Anomaly, DZA
0.89581, 2060-2079, mri_esm1, Annual Anomaly, DZA
0.88826, 2060-2079, noresm1_m, Annual Anomaly, DZA
0.82972, 2060-2079, access1_3, Annual Anomaly, AND
0.57399, 2060-2079, bcc_csm1_1_m, Annual Anomaly, AND
0.73364, 2060-2079, bcc_csm1_1, Annual Anomaly, AND
0.48352, 2060-2079, bnu_esm, Annual Anomaly, AND
0.84897, 2060-2079, canesm2, Annual Anomaly, AND
0.13, 2060-2079, ccsm4, Annual Anomaly, AND
0.87889, 2060-2079, cesm1_bgc, Annual Anomaly, AND
0.3924, 2060-2079, cesm1_cam5, Annual Anomaly, AND
0.46158, 2060-2079, cmcc_cesm, Annual Anomaly, AND
0.78384, 2060-2079, cmcc_cm, Annual Anomaly, AND
0.85952, 2060-2079, cmcc_cms, Annual Anomaly, AND
0.08364, 2060-2079, cnrm_cm5, Annual Anomaly, AND
0.8, 2060-2079, csiro_mk3_6_0, Annual Anomaly, AND
0.89131, 2060-2079, gfdl_cm3, Annual Anomaly, AND
0.55494, 2060-2079, gfdl_esm2g, Annual Anomaly, AND
0.55578, 2060-2079, gfdl_esm2m, Annual Anomaly, AND
0.94233, 2060-2079, inmcm4, Annual Anomaly, AND
0.60663, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, AND
0.63828, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, AND
0.9, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, AND
0.58655, 2060-2079, miroc5, Annual Anomaly, AND
0.90869, 2060-2079, miroc_esm_chem, Annual Anomaly, AND
0.85766, 2060-2079, miroc_esm, Annual Anomaly, AND
0.90964, 2060-2079, mpi_esm_mr, Annual Anomaly, AND
0.07007, 2060-2079, mri_cgcm3, Annual Anomaly, AND
0.24787, 2060-2079, mri_esm1, Annual Anomaly, AND
0.43738, 2060-2079, noresm1_m, Annual Anomaly, AND
0.37554, 2060-2079, access1_3, Annual Anomaly, AGO
0.70502, 2060-2079, bcc_csm1_1_m, Annual Anomaly, AGO
0.26924, 2060-2079, bcc_csm1_1, Annual Anomaly, AGO
0.08371, 2060-2079, bnu_esm, Annual Anomaly, AGO
0.56693, 2060-2079, canesm2, Annual Anomaly, AGO
0.14126, 2060-2079, ccsm4, Annual Anomaly, AGO
0.32302, 2060-2079, cesm1_bgc, Annual Anomaly, AGO
0.23919, 2060-2079, cesm1_cam5, Annual Anomaly, AGO
0.34686, 2060-2079, cmcc_cesm, Annual Anomaly, AGO
0.65124, 2060-2079, cmcc_cm, Annual Anomaly, AGO
0.37155, 2060-2079, cmcc_cms, Annual Anomaly, AGO
0.13606, 2060-2079, cnrm_cm5, Annual Anomaly, AGO
0.71259, 2060-2079, csiro_mk3_6_0, Annual Anomaly, AGO
0.58138, 2060-2079, gfdl_cm3, Annual Anomaly, AGO
0.40907, 2060-2079, gfdl_esm2g, Annual Anomaly, AGO
0.15438, 2060-2079, gfdl_esm2m, Annual Anomaly, AGO
0.11526, 2060-2079, inmcm4, Annual Anomaly, AGO
0.05451, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, AGO
0.38243, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, AGO
0.20326, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, AGO
0.13556, 2060-2079, miroc5, Annual Anomaly, AGO
0.21718, 2060-2079, miroc_esm_chem, Annual Anomaly, AGO
0.30691, 2060-2079, miroc_esm, Annual Anomaly, AGO
0.24995, 2060-2079, mpi_esm_mr, Annual Anomaly, AGO
0.23538, 2060-2079, mri_cgcm3, Annual Anomaly, AGO
0.22071, 2060-2079, mri_esm1, Annual Anomaly, AGO
0.21243, 2060-2079, noresm1_m, Annual Anomaly, AGO
0.5799, 2060-2079, access1_3, Annual Anomaly, ATG
0.44019, 2060-2079, bcc_csm1_1_m, Annual Anomaly, ATG
0.9, 2060-2079, bcc_csm1_1, Annual Anomaly, ATG
0.5799, 2060-2079, bnu_esm, Annual Anomaly, ATG
0.29951, 2060-2079, canesm2, Annual Anomaly, ATG
0.87009, 2060-2079, ccsm4, Annual Anomaly, ATG
0.97009, 2060-2079, cesm1_bgc, Annual Anomaly, ATG
0.7397, 2060-2079, cesm1_cam5, Annual Anomaly, ATG
0.4598, 2060-2079, cmcc_cesm, Annual Anomaly, ATG
0.2098, 2060-2079, cmcc_cm, Annual Anomaly, ATG
0.5, 2060-2079, cmcc_cms, Annual Anomaly, ATG
0.29019, 2060-2079, cnrm_cm5, Annual Anomaly, ATG
0.07009, 2060-2079, csiro_mk3_6_0, Annual Anomaly, ATG
0.1299, 2060-2079, gfdl_esm2g, Annual Anomaly, ATG
0.25931, 2060-2079, inmcm4, Annual Anomaly, ATG
0.77009, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, ATG
0.2299, 2060-2079, miroc5, Annual Anomaly, ATG
-0.0098, 2060-2079, miroc_esm_chem, Annual Anomaly, ATG
0.04019, 2060-2079, miroc_esm, Annual Anomaly, ATG
0.2299, 2060-2079, mpi_esm_mr, Annual Anomaly, ATG
0.1799, 2060-2079, mri_cgcm3, Annual Anomaly, ATG
0.10048, 2060-2079, mri_esm1, Annual Anomaly, ATG
0.4, 2060-2079, noresm1_m, Annual Anomaly, ATG
0.25936, 2060-2079, access1_3, Annual Anomaly, ARG
0.2886, 2060-2079, bcc_csm1_1_m, Annual Anomaly, ARG
0.4444, 2060-2079, bcc_csm1_1, Annual Anomaly, ARG
0.15771, 2060-2079, bnu_esm, Annual Anomaly, ARG
0.50655, 2060-2079, canesm2, Annual Anomaly, ARG
0.15619, 2060-2079, ccsm4, Annual Anomaly, ARG
0.17786, 2060-2079, cesm1_bgc, Annual Anomaly, ARG
0.28249, 2060-2079, cesm1_cam5, Annual Anomaly, ARG
0.14209, 2060-2079, cmcc_cesm, Annual Anomaly, ARG
0.35992, 2060-2079, cmcc_cm, Annual Anomaly, ARG
0.23591, 2060-2079, cmcc_cms, Annual Anomaly, ARG
0.1269, 2060-2079, cnrm_cm5, Annual Anomaly, ARG
0.32139, 2060-2079, csiro_mk3_6_0, Annual Anomaly, ARG
0.60085, 2060-2079, gfdl_cm3, Annual Anomaly, ARG
0.51061, 2060-2079, gfdl_esm2g, Annual Anomaly, ARG
0.50648, 2060-2079, gfdl_esm2m, Annual Anomaly, ARG
0.10477, 2060-2079, inmcm4, Annual Anomaly, ARG
0.70228, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, ARG
0.67372, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, ARG
0.24444, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, ARG
0.3498, 2060-2079, miroc5, Annual Anomaly, ARG
0.53001, 2060-2079, miroc_esm_chem, Annual Anomaly, ARG
0.60028, 2060-2079, miroc_esm, Annual Anomaly, ARG
0.36536, 2060-2079, mpi_esm_mr, Annual Anomaly, ARG
0.22958, 2060-2079, mri_cgcm3, Annual Anomaly, ARG
0.21188, 2060-2079, mri_esm1, Annual Anomaly, ARG
0.38263, 2060-2079, noresm1_m, Annual Anomaly, ARG
0.19907, 2060-2079, access1_3, Annual Anomaly, ARM
0.83496, 2060-2079, bcc_csm1_1_m, Annual Anomaly, ARM
0.94479, 2060-2079, bcc_csm1_1, Annual Anomaly, ARM
0.38862, 2060-2079, bnu_esm, Annual Anomaly, ARM
0.62801, 2060-2079, canesm2, Annual Anomaly, ARM
0.7418, 2060-2079, ccsm4, Annual Anomaly, ARM
0.73422, 2060-2079, cesm1_bgc, Annual Anomaly, ARM
0.28495, 2060-2079, cesm1_cam5, Annual Anomaly, ARM
0.74866, 2060-2079, cmcc_cesm, Annual Anomaly, ARM
0.70047, 2060-2079, cmcc_cm, Annual Anomaly, ARM
0.66135, 2060-2079, cmcc_cms, Annual Anomaly, ARM
0.11324, 2060-2079, cnrm_cm5, Annual Anomaly, ARM
0.81353, 2060-2079, csiro_mk3_6_0, Annual Anomaly, ARM
0.63876, 2060-2079, gfdl_cm3, Annual Anomaly, ARM
0.64318, 2060-2079, gfdl_esm2g, Annual Anomaly, ARM
0.41877, 2060-2079, gfdl_esm2m, Annual Anomaly, ARM
0.83806, 2060-2079, inmcm4, Annual Anomaly, ARM
0.89629, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, ARM
0.91605, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, ARM
0.42219, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, ARM
0.4412, 2060-2079, miroc5, Annual Anomaly, ARM
0.69524, 2060-2079, miroc_esm_chem, Annual Anomaly, ARM
0.46877, 2060-2079, miroc_esm, Annual Anomaly, ARM
0.76013, 2060-2079, mpi_esm_mr, Annual Anomaly, ARM
0.29774, 2060-2079, mri_cgcm3, Annual Anomaly, ARM
0.07556, 2060-2079, mri_esm1, Annual Anomaly, ARM
0.46151, 2060-2079, noresm1_m, Annual Anomaly, ARM
0.65823, 2060-2079, access1_3, Annual Anomaly, AUS
0.4566, 2060-2079, bcc_csm1_1_m, Annual Anomaly, AUS
0.34297, 2060-2079, bcc_csm1_1, Annual Anomaly, AUS
0.35395, 2060-2079, bnu_esm, Annual Anomaly, AUS
0.33707, 2060-2079, canesm2, Annual Anomaly, AUS
0.19822, 2060-2079, ccsm4, Annual Anomaly, AUS
0.14522, 2060-2079, cesm1_bgc, Annual Anomaly, AUS
0.13048, 2060-2079, cesm1_cam5, Annual Anomaly, AUS
0.5522, 2060-2079, cmcc_cesm, Annual Anomaly, AUS
0.48514, 2060-2079, cmcc_cm, Annual Anomaly, AUS
0.54558, 2060-2079, cmcc_cms, Annual Anomaly, AUS
0.13253, 2060-2079, cnrm_cm5, Annual Anomaly, AUS
0.63294, 2060-2079, csiro_mk3_6_0, Annual Anomaly, AUS
0.69893, 2060-2079, gfdl_cm3, Annual Anomaly, AUS
0.38748, 2060-2079, gfdl_esm2g, Annual Anomaly, AUS
0.32619, 2060-2079, gfdl_esm2m, Annual Anomaly, AUS
0.0986, 2060-2079, inmcm4, Annual Anomaly, AUS
0.79462, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, AUS
0.66137, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, AUS
0.26115, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, AUS
0.15614, 2060-2079, miroc5, Annual Anomaly, AUS
0.37404, 2060-2079, miroc_esm_chem, Annual Anomaly, AUS
0.23247, 2060-2079, miroc_esm, Annual Anomaly, AUS
0.43117, 2060-2079, mpi_esm_mr, Annual Anomaly, AUS
0.34361, 2060-2079, mri_cgcm3, Annual Anomaly, AUS
0.27133, 2060-2079, mri_esm1, Annual Anomaly, AUS
0.13509, 2060-2079, noresm1_m, Annual Anomaly, AUS
0.24916, 2060-2079, access1_3, Annual Anomaly, AUT
0.30378, 2060-2079, bcc_csm1_1_m, Annual Anomaly, AUT
0.30598, 2060-2079, bcc_csm1_1, Annual Anomaly, AUT
0.21803, 2060-2079, bnu_esm, Annual Anomaly, AUT
0.16849, 2060-2079, canesm2, Annual Anomaly, AUT
0.62483, 2060-2079, ccsm4, Annual Anomaly, AUT
0.77252, 2060-2079, cesm1_bgc, Annual Anomaly, AUT
0.36223, 2060-2079, cesm1_cam5, Annual Anomaly, AUT
0.08761, 2060-2079, cmcc_cesm, Annual Anomaly, AUT
0.46236, 2060-2079, cmcc_cm, Annual Anomaly, AUT
0.45205, 2060-2079, cmcc_cms, Annual Anomaly, AUT
-0.027, 2060-2079, cnrm_cm5, Annual Anomaly, AUT
0.81982, 2060-2079, csiro_mk3_6_0, Annual Anomaly, AUT
0.91216, 2060-2079, gfdl_cm3, Annual Anomaly, AUT
0.20968, 2060-2079, gfdl_esm2g, Annual Anomaly, AUT
0.18053, 2060-2079, gfdl_esm2m, Annual Anomaly, AUT
0.6015, 2060-2079, inmcm4, Annual Anomaly, AUT
0.21985, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, AUT
0.57432, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, AUT
0.43868, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, AUT
0.17451, 2060-2079, miroc5, Annual Anomaly, AUT
0.1184, 2060-2079, miroc_esm_chem, Annual Anomaly, AUT
0.3794, 2060-2079, miroc_esm, Annual Anomaly, AUT
0.42687, 2060-2079, mpi_esm_mr, Annual Anomaly, AUT
0.01926, 2060-2079, mri_cgcm3, Annual Anomaly, AUT
0.0029, 2060-2079, mri_esm1, Annual Anomaly, AUT
0.31695, 2060-2079, noresm1_m, Annual Anomaly, AUT
0.12461, 2060-2079, access1_3, Annual Anomaly, AZE
0.72022, 2060-2079, bcc_csm1_1_m, Annual Anomaly, AZE
0.96628, 2060-2079, bcc_csm1_1, Annual Anomaly, AZE
0.45659, 2060-2079, bnu_esm, Annual Anomaly, AZE
0.81688, 2060-2079, canesm2, Annual Anomaly, AZE
0.52145, 2060-2079, ccsm4, Annual Anomaly, AZE
0.52242, 2060-2079, cesm1_bgc, Annual Anomaly, AZE
0.27725, 2060-2079, cesm1_cam5, Annual Anomaly, AZE
0.76205, 2060-2079, cmcc_cesm, Annual Anomaly, AZE
0.50807, 2060-2079, cmcc_cm, Annual Anomaly, AZE
0.66312, 2060-2079, cmcc_cms, Annual Anomaly, AZE
0.21907, 2060-2079, cnrm_cm5, Annual Anomaly, AZE
0.72601, 2060-2079, csiro_mk3_6_0, Annual Anomaly, AZE
0.59539, 2060-2079, gfdl_cm3, Annual Anomaly, AZE
0.52516, 2060-2079, gfdl_esm2g, Annual Anomaly, AZE
0.28155, 2060-2079, gfdl_esm2m, Annual Anomaly, AZE
0.75188, 2060-2079, inmcm4, Annual Anomaly, AZE
0.86049, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, AZE
0.9328, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, AZE
0.38578, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, AZE
0.35861, 2060-2079, miroc5, Annual Anomaly, AZE
0.52683, 2060-2079, miroc_esm_chem, Annual Anomaly, AZE
0.70126, 2060-2079, miroc_esm, Annual Anomaly, AZE
0.67669, 2060-2079, mpi_esm_mr, Annual Anomaly, AZE
0.50281, 2060-2079, mri_cgcm3, Annual Anomaly, AZE
0.17215, 2060-2079, mri_esm1, Annual Anomaly, AZE
0.3333, 2060-2079, noresm1_m, Annual Anomaly, AZE
0.04481, 2060-2079, access1_3, Annual Anomaly, BHS
0.33804, 2060-2079, bcc_csm1_1_m, Annual Anomaly, BHS
0.23804, 2060-2079, bcc_csm1_1, Annual Anomaly, BHS
0.26195, 2060-2079, bnu_esm, Annual Anomaly, BHS
0.0739, 2060-2079, canesm2, Annual Anomaly, BHS
0.13884, 2060-2079, ccsm4, Annual Anomaly, BHS
0.25597, 2060-2079, cesm1_bgc, Annual Anomaly, BHS
0.34701, 2060-2079, cesm1_cam5, Annual Anomaly, BHS
0.09701, 2060-2079, cmcc_cesm, Annual Anomaly, BHS
-0.044, 2060-2079, cmcc_cm, Annual Anomaly, BHS
0.15079, 2060-2079, cmcc_cms, Annual Anomaly, BHS
0.19701, 2060-2079, cnrm_cm5, Annual Anomaly, BHS
-0.047, 2060-2079, csiro_mk3_6_0, Annual Anomaly, BHS
0.06195, 2060-2079, gfdl_cm3, Annual Anomaly, BHS
0.35298, 2060-2079, gfdl_esm2g, Annual Anomaly, BHS
-0.097, 2060-2079, gfdl_esm2m, Annual Anomaly, BHS
0.02091, 2060-2079, inmcm4, Annual Anomaly, BHS
0.47609, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, BHS
-0.038, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, BHS
-0.035, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, BHS
0.04701, 2060-2079, miroc5, Annual Anomaly, BHS
0.00298, 2060-2079, miroc_esm_chem, Annual Anomaly, BHS
0.04402, 2060-2079, miroc_esm, Annual Anomaly, BHS
0.01494, 2060-2079, mpi_esm_mr, Annual Anomaly, BHS
-0.082, 2060-2079, mri_cgcm3, Annual Anomaly, BHS
-0.0059, 2060-2079, mri_esm1, Annual Anomaly, BHS
0.40298, 2060-2079, noresm1_m, Annual Anomaly, BHS
0.7579, 2060-2079, access1_3, Annual Anomaly, BHR
0.7579, 2060-2079, bcc_csm1_1_m, Annual Anomaly, BHR
0.89209, 2060-2079, bcc_csm1_1, Annual Anomaly, BHR
0.1579, 2060-2079, bnu_esm, Annual Anomaly, BHR
0.67627, 2060-2079, canesm2, Annual Anomaly, BHR
0.6, 2060-2079, ccsm4, Annual Anomaly, BHR
0.62627, 2060-2079, cesm1_bgc, Annual Anomaly, BHR
0.63418, 2060-2079, cesm1_cam5, Annual Anomaly, BHR
0.5579, 2060-2079, cmcc_cesm, Annual Anomaly, BHR
0.66301, 2060-2079, cmcc_cm, Annual Anomaly, BHR
0.95, 2060-2079, cmcc_cms, Annual Anomaly, BHR
0.6, 2060-2079, cnrm_cm5, Annual Anomaly, BHR
0.84209, 2060-2079, csiro_mk3_6_0, Annual Anomaly, BHR
0.54209, 2060-2079, gfdl_cm3, Annual Anomaly, BHR
0.89209, 2060-2079, gfdl_esm2g, Annual Anomaly, BHR
0.73418, 2060-2079, gfdl_esm2m, Annual Anomaly, BHR
0.09209, 2060-2079, inmcm4, Annual Anomaly, BHR
0.9579, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, BHR
0.2, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, BHR
0.95, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, BHR
0.47372, 2060-2079, miroc5, Annual Anomaly, BHR
0.15, 2060-2079, miroc_esm_chem, Annual Anomaly, BHR
0.28163, 2060-2079, miroc_esm, Annual Anomaly, BHR
1.0, 2060-2079, mpi_esm_mr, Annual Anomaly, BHR
0.7, 2060-2079, mri_cgcm3, Annual Anomaly, BHR
0.74209, 2060-2079, mri_esm1, Annual Anomaly, BHR
0.42627, 2060-2079, noresm1_m, Annual Anomaly, BHR
0.01575, 2060-2079, access1_3, Annual Anomaly, BGD
-0.0021, 2060-2079, bcc_csm1_1_m, Annual Anomaly, BGD
-0.0016, 2060-2079, bcc_csm1_1, Annual Anomaly, BGD
0.10193, 2060-2079, bnu_esm, Annual Anomaly, BGD
0.10409, 2060-2079, canesm2, Annual Anomaly, BGD
0.26445, 2060-2079, ccsm4, Annual Anomaly, BGD
0.20908, 2060-2079, cesm1_bgc, Annual Anomaly, BGD
0.21515, 2060-2079, cesm1_cam5, Annual Anomaly, BGD
0.02173, 2060-2079, cmcc_cesm, Annual Anomaly, BGD
-0.0709, 2060-2079, cmcc_cm, Annual Anomaly, BGD
-0.0116, 2060-2079, cmcc_cms, Annual Anomaly, BGD
-0.0357, 2060-2079, cnrm_cm5, Annual Anomaly, BGD
-0.0189, 2060-2079, csiro_mk3_6_0, Annual Anomaly, BGD
0.03255, 2060-2079, gfdl_cm3, Annual Anomaly, BGD
0.17262, 2060-2079, gfdl_esm2g, Annual Anomaly, BGD
0.04711, 2060-2079, gfdl_esm2m, Annual Anomaly, BGD
0.01315, 2060-2079, inmcm4, Annual Anomaly, BGD
0.23949, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, BGD
0.22492, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, BGD
-0.007, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, BGD
-0.0179, 2060-2079, miroc5, Annual Anomaly, BGD
0.04574, 2060-2079, miroc_esm_chem, Annual Anomaly, BGD
0.06579, 2060-2079, miroc_esm, Annual Anomaly, BGD
0.45971, 2060-2079, mpi_esm_mr, Annual Anomaly, BGD
-0.032, 2060-2079, mri_cgcm3, Annual Anomaly, BGD
0.05133, 2060-2079, mri_esm1, Annual Anomaly, BGD
0.19835, 2060-2079, noresm1_m, Annual Anomaly, BGD
0.85912, 2060-2079, access1_3, Annual Anomaly, BRB
0.35, 2060-2079, bcc_csm1_1_m, Annual Anomaly, BRB
0.55, 2060-2079, bcc_csm1_1, Annual Anomaly, BRB
0.73174, 2060-2079, bnu_esm, Annual Anomaly, BRB
0.89087, 2060-2079, canesm2, Annual Anomaly, BRB
0.64087, 2060-2079, ccsm4, Annual Anomaly, BRB
0.9, 2060-2079, cesm1_bgc, Annual Anomaly, BRB
0.79087, 2060-2079, cesm1_cam5, Annual Anomaly, BRB
0.4, 2060-2079, cmcc_cesm, Annual Anomaly, BRB
0.14087, 2060-2079, cmcc_cm, Annual Anomaly, BRB
0.73174, 2060-2079, cmcc_cms, Annual Anomaly, BRB
0.1, 2060-2079, cnrm_cm5, Annual Anomaly, BRB
-0.05, 2060-2079, csiro_mk3_6_0, Annual Anomaly, BRB
0.33174, 2060-2079, gfdl_cm3, Annual Anomaly, BRB
0.14087, 2060-2079, gfdl_esm2g, Annual Anomaly, BRB
-0.1, 2060-2079, gfdl_esm2m, Annual Anomaly, BRB
0.85912, 2060-2079, inmcm4, Annual Anomaly, BRB
0.7, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, BRB
0.69087, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, BRB
-0.05, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, BRB
0.54087, 2060-2079, miroc5, Annual Anomaly, BRB
0.08174, 2060-2079, miroc_esm_chem, Annual Anomaly, BRB
0.7, 2060-2079, mpi_esm_mr, Annual Anomaly, BRB
0.43174, 2060-2079, noresm1_m, Annual Anomaly, BRB
0.42818, 2060-2079, access1_3, Annual Anomaly, BLR
0.21876, 2060-2079, bcc_csm1_1_m, Annual Anomaly, BLR
0.06069, 2060-2079, bcc_csm1_1, Annual Anomaly, BLR
0.1597, 2060-2079, bnu_esm, Annual Anomaly, BLR
0.09687, 2060-2079, canesm2, Annual Anomaly, BLR
0.20262, 2060-2079, ccsm4, Annual Anomaly, BLR
0.26987, 2060-2079, cesm1_bgc, Annual Anomaly, BLR
0.64549, 2060-2079, cesm1_cam5, Annual Anomaly, BLR
0.02658, 2060-2079, cmcc_cesm, Annual Anomaly, BLR
0.12855, 2060-2079, cmcc_cm, Annual Anomaly, BLR
0.12292, 2060-2079, cmcc_cms, Annual Anomaly, BLR
0.15689, 2060-2079, cnrm_cm5, Annual Anomaly, BLR
0.35328, 2060-2079, csiro_mk3_6_0, Annual Anomaly, BLR
0.24813, 2060-2079, gfdl_cm3, Annual Anomaly, BLR
-0.013, 2060-2079, gfdl_esm2g, Annual Anomaly, BLR
