Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
-0.7677, 2020-2039, inmcm4, Annual Anomaly, DZA
-1.0324, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, DZA
-1.1875, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, DZA
-0.2474, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, DZA
-0.4179, 2020-2039, miroc5, Annual Anomaly, DZA
-0.6215, 2020-2039, miroc_esm_chem, Annual Anomaly, DZA
-0.8777, 2020-2039, miroc_esm, Annual Anomaly, DZA
-1.2591, 2020-2039, mpi_esm_mr, Annual Anomaly, DZA
-0.9515, 2020-2039, mri_cgcm3, Annual Anomaly, DZA
-0.8644, 2020-2039, noresm1_m, Annual Anomaly, DZA
-0.4499, 2020-2039, access1_3, Annual Anomaly, AND
-0.6725, 2020-2039, bcc_csm1_1_m, Annual Anomaly, AND
-0.0854, 2020-2039, bcc_csm1_1, Annual Anomaly, AND
-0.5223, 2020-2039, bnu_esm, Annual Anomaly, AND
-0.5757, 2020-2039, canesm2, Annual Anomaly, AND
-0.7824, 2020-2039, ccsm4, Annual Anomaly, AND
-1.4772, 2020-2039, cesm1_bgc, Annual Anomaly, AND
-0.8194, 2020-2039, cesm1_cam5, Annual Anomaly, AND
0.08854, 2020-2039, cnrm_cm5, Annual Anomaly, AND
-0.626, 2020-2039, csiro_mk3_6_0, Annual Anomaly, AND
-1.8616, 2020-2039, gfdl_cm3, Annual Anomaly, AND
-0.5469, 2020-2039, gfdl_esm2g, Annual Anomaly, AND
-0.8353, 2020-2039, gfdl_esm2m, Annual Anomaly, AND
-0.4843, 2020-2039, inmcm4, Annual Anomaly, AND
-0.5581, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, AND
-0.7519, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, AND
0.02463, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, AND
-0.5934, 2020-2039, miroc5, Annual Anomaly, AND
-1.369, 2020-2039, miroc_esm_chem, Annual Anomaly, AND
-1.3834, 2020-2039, miroc_esm, Annual Anomaly, AND
-0.7981, 2020-2039, mpi_esm_mr, Annual Anomaly, AND
0.27669, 2020-2039, mri_cgcm3, Annual Anomaly, AND
-0.6491, 2020-2039, noresm1_m, Annual Anomaly, AND
-0.3317, 2020-2039, access1_3, Annual Anomaly, ARG
-0.3519, 2020-2039, bcc_csm1_1_m, Annual Anomaly, ARG
-0.2596, 2020-2039, bcc_csm1_1, Annual Anomaly, ARG
-0.035, 2020-2039, bnu_esm, Annual Anomaly, ARG
-0.5134, 2020-2039, canesm2, Annual Anomaly, ARG
-0.1251, 2020-2039, ccsm4, Annual Anomaly, ARG
0.11224, 2020-2039, cesm1_bgc, Annual Anomaly, ARG
-0.1893, 2020-2039, cesm1_cam5, Annual Anomaly, ARG
0.15327, 2020-2039, cnrm_cm5, Annual Anomaly, ARG
-0.0793, 2020-2039, csiro_mk3_6_0, Annual Anomaly, ARG
-0.6611, 2020-2039, gfdl_cm3, Annual Anomaly, ARG
-0.6365, 2020-2039, gfdl_esm2g, Annual Anomaly, ARG
-0.5783, 2020-2039, gfdl_esm2m, Annual Anomaly, ARG
0.12514, 2020-2039, inmcm4, Annual Anomaly, ARG
-0.6906, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, ARG
-0.477, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, ARG
-0.2758, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, ARG
-0.4959, 2020-2039, miroc5, Annual Anomaly, ARG
-0.3854, 2020-2039, miroc_esm_chem, Annual Anomaly, ARG
-0.6329, 2020-2039, miroc_esm, Annual Anomaly, ARG
-0.3282, 2020-2039, mpi_esm_mr, Annual Anomaly, ARG
0.14841, 2020-2039, mri_cgcm3, Annual Anomaly, ARG
-0.5225, 2020-2039, noresm1_m, Annual Anomaly, ARG
-0.0563, 2020-2039, access1_3, Annual Anomaly, ARM
-0.3902, 2020-2039, bcc_csm1_1_m, Annual Anomaly, ARM
-1.3815, 2020-2039, bcc_csm1_1, Annual Anomaly, ARM
-0.3977, 2020-2039, bnu_esm, Annual Anomaly, ARM
-0.415, 2020-2039, canesm2, Annual Anomaly, ARM
-0.4975, 2020-2039, ccsm4, Annual Anomaly, ARM
-0.7842, 2020-2039, cesm1_bgc, Annual Anomaly, ARM
-0.2165, 2020-2039, cesm1_cam5, Annual Anomaly, ARM
0.18654, 2020-2039, cnrm_cm5, Annual Anomaly, ARM
-0.8684, 2020-2039, csiro_mk3_6_0, Annual Anomaly, ARM
-0.2428, 2020-2039, gfdl_cm3, Annual Anomaly, ARM
-0.2288, 2020-2039, gfdl_esm2g, Annual Anomaly, ARM
-0.2633, 2020-2039, gfdl_esm2m, Annual Anomaly, ARM
-0.2699, 2020-2039, inmcm4, Annual Anomaly, ARM
-0.2847, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, ARM
-0.2812, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, ARM
-0.562, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, ARM
-0.2002, 2020-2039, miroc5, Annual Anomaly, ARM
-0.7223, 2020-2039, miroc_esm_chem, Annual Anomaly, ARM
-0.1037, 2020-2039, miroc_esm, Annual Anomaly, ARM
-0.4253, 2020-2039, mpi_esm_mr, Annual Anomaly, ARM
-0.2567, 2020-2039, mri_cgcm3, Annual Anomaly, ARM
-0.6352, 2020-2039, noresm1_m, Annual Anomaly, ARM
-0.3825, 2020-2039, access1_3, Annual Anomaly, AUS
-0.5022, 2020-2039, bcc_csm1_1_m, Annual Anomaly, AUS
-0.1371, 2020-2039, bcc_csm1_1, Annual Anomaly, AUS
-0.2973, 2020-2039, bnu_esm, Annual Anomaly, AUS
-0.4862, 2020-2039, canesm2, Annual Anomaly, AUS
-0.3557, 2020-2039, ccsm4, Annual Anomaly, AUS
-0.1366, 2020-2039, cesm1_bgc, Annual Anomaly, AUS
-0.1754, 2020-2039, cesm1_cam5, Annual Anomaly, AUS
-0.009, 2020-2039, cnrm_cm5, Annual Anomaly, AUS
-0.3608, 2020-2039, csiro_mk3_6_0, Annual Anomaly, AUS
-0.2136, 2020-2039, gfdl_cm3, Annual Anomaly, AUS
-0.2519, 2020-2039, gfdl_esm2g, Annual Anomaly, AUS
-0.7898, 2020-2039, gfdl_esm2m, Annual Anomaly, AUS
-0.0085, 2020-2039, inmcm4, Annual Anomaly, AUS
-1.2255, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, AUS
-1.3347, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, AUS
-0.213, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, AUS
-0.0687, 2020-2039, miroc5, Annual Anomaly, AUS
-0.4314, 2020-2039, miroc_esm_chem, Annual Anomaly, AUS
-0.4688, 2020-2039, miroc_esm, Annual Anomaly, AUS
-0.5011, 2020-2039, mpi_esm_mr, Annual Anomaly, AUS
-0.3224, 2020-2039, mri_cgcm3, Annual Anomaly, AUS
-0.0465, 2020-2039, noresm1_m, Annual Anomaly, AUS
0.3127, 2020-2039, access1_3, Annual Anomaly, BHS
-0.5817, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BHS
0.03861, 2020-2039, bcc_csm1_1, Annual Anomaly, BHS
-0.3219, 2020-2039, bnu_esm, Annual Anomaly, BHS
0.11652, 2020-2039, canesm2, Annual Anomaly, BHS
-0.1302, 2020-2039, ccsm4, Annual Anomaly, BHS
0.39248, 2020-2039, cesm1_bgc, Annual Anomaly, BHS
-0.2812, 2020-2039, cesm1_cam5, Annual Anomaly, BHS
0.24046, 2020-2039, cnrm_cm5, Annual Anomaly, BHS
0.78992, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BHS
0.17856, 2020-2039, gfdl_cm3, Annual Anomaly, BHS
-0.13, 2020-2039, gfdl_esm2g, Annual Anomaly, BHS
0.14377, 2020-2039, gfdl_esm2m, Annual Anomaly, BHS
-0.5672, 2020-2039, inmcm4, Annual Anomaly, BHS
-0.6252, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BHS
0.21219, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BHS
0.24267, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BHS
0.33287, 2020-2039, miroc5, Annual Anomaly, BHS
0.31264, 2020-2039, miroc_esm_chem, Annual Anomaly, BHS
-0.1777, 2020-2039, miroc_esm, Annual Anomaly, BHS
0.74784, 2020-2039, mpi_esm_mr, Annual Anomaly, BHS
0.21557, 2020-2039, mri_cgcm3, Annual Anomaly, BHS
-0.1008, 2020-2039, noresm1_m, Annual Anomaly, BHS
-0.5717, 2020-2039, access1_3, Annual Anomaly, BHR
-1.2251, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BHR
-0.6402, 2020-2039, bcc_csm1_1, Annual Anomaly, BHR
1.52779, 2020-2039, bnu_esm, Annual Anomaly, BHR
-0.8145, 2020-2039, canesm2, Annual Anomaly, BHR
-0.4337, 2020-2039, ccsm4, Annual Anomaly, BHR
-0.0109, 2020-2039, cesm1_bgc, Annual Anomaly, BHR
-0.5515, 2020-2039, cesm1_cam5, Annual Anomaly, BHR
-0.1331, 2020-2039, cnrm_cm5, Annual Anomaly, BHR
-1.2591, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BHR
-0.4092, 2020-2039, gfdl_cm3, Annual Anomaly, BHR
-0.8964, 2020-2039, gfdl_esm2g, Annual Anomaly, BHR
0.07536, 2020-2039, gfdl_esm2m, Annual Anomaly, BHR
-0.2801, 2020-2039, inmcm4, Annual Anomaly, BHR
-0.6369, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BHR
-0.8626, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BHR
-2.4895, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BHR
-0.3024, 2020-2039, miroc5, Annual Anomaly, BHR
-0.1056, 2020-2039, miroc_esm_chem, Annual Anomaly, BHR
-0.5677, 2020-2039, miroc_esm, Annual Anomaly, BHR
-1.2265, 2020-2039, mpi_esm_mr, Annual Anomaly, BHR
-0.3796, 2020-2039, mri_cgcm3, Annual Anomaly, BHR
-0.2951, 2020-2039, noresm1_m, Annual Anomaly, BHR
-0.3419, 2020-2039, access1_3, Annual Anomaly, BLZ
-1.1412, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BLZ
-0.4252, 2020-2039, bcc_csm1_1, Annual Anomaly, BLZ
-0.5744, 2020-2039, bnu_esm, Annual Anomaly, BLZ
-0.5965, 2020-2039, canesm2, Annual Anomaly, BLZ
-0.9739, 2020-2039, ccsm4, Annual Anomaly, BLZ
-0.6603, 2020-2039, cesm1_bgc, Annual Anomaly, BLZ
-0.4405, 2020-2039, cesm1_cam5, Annual Anomaly, BLZ
0.10298, 2020-2039, cnrm_cm5, Annual Anomaly, BLZ
0.28775, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BLZ
0.68615, 2020-2039, gfdl_cm3, Annual Anomaly, BLZ
-0.1366, 2020-2039, gfdl_esm2g, Annual Anomaly, BLZ
-0.0094, 2020-2039, gfdl_esm2m, Annual Anomaly, BLZ
-1.424, 2020-2039, inmcm4, Annual Anomaly, BLZ
-0.6333, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BLZ
-1.7628, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BLZ
-0.3314, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BLZ
-0.1135, 2020-2039, miroc5, Annual Anomaly, BLZ
-0.1803, 2020-2039, miroc_esm_chem, Annual Anomaly, BLZ
-0.3568, 2020-2039, miroc_esm, Annual Anomaly, BLZ
0.09537, 2020-2039, mpi_esm_mr, Annual Anomaly, BLZ
-0.5493, 2020-2039, mri_cgcm3, Annual Anomaly, BLZ
-0.8502, 2020-2039, noresm1_m, Annual Anomaly, BLZ
0.07645, 2020-2039, access1_3, Annual Anomaly, BEN
-0.2142, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BEN
-0.5287, 2020-2039, bcc_csm1_1, Annual Anomaly, BEN
0.4871, 2020-2039, bnu_esm, Annual Anomaly, BEN
-0.6539, 2020-2039, canesm2, Annual Anomaly, BEN
-0.0435, 2020-2039, ccsm4, Annual Anomaly, BEN
-0.3715, 2020-2039, cesm1_bgc, Annual Anomaly, BEN
-0.5268, 2020-2039, cesm1_cam5, Annual Anomaly, BEN
-0.4378, 2020-2039, cnrm_cm5, Annual Anomaly, BEN
-0.3169, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BEN
0.20955, 2020-2039, gfdl_cm3, Annual Anomaly, BEN
-0.1187, 2020-2039, gfdl_esm2g, Annual Anomaly, BEN
0.05837, 2020-2039, gfdl_esm2m, Annual Anomaly, BEN
-0.4659, 2020-2039, inmcm4, Annual Anomaly, BEN
0.189, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BEN
-0.5777, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BEN
-0.2077, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BEN
0.54472, 2020-2039, miroc5, Annual Anomaly, BEN
-0.2183, 2020-2039, miroc_esm_chem, Annual Anomaly, BEN
-0.3864, 2020-2039, miroc_esm, Annual Anomaly, BEN
-0.6003, 2020-2039, mpi_esm_mr, Annual Anomaly, BEN
-0.1577, 2020-2039, mri_cgcm3, Annual Anomaly, BEN
-0.1762, 2020-2039, noresm1_m, Annual Anomaly, BEN
-0.1159, 2020-2039, access1_3, Annual Anomaly, BOL
-0.2321, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BOL
-0.1691, 2020-2039, bcc_csm1_1, Annual Anomaly, BOL
-0.3252, 2020-2039, bnu_esm, Annual Anomaly, BOL
-1.3265, 2020-2039, canesm2, Annual Anomaly, BOL
0.09476, 2020-2039, ccsm4, Annual Anomaly, BOL
-0.1956, 2020-2039, cesm1_bgc, Annual Anomaly, BOL
-0.4235, 2020-2039, cesm1_cam5, Annual Anomaly, BOL
0.23234, 2020-2039, cnrm_cm5, Annual Anomaly, BOL
-0.19, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BOL
-1.1016, 2020-2039, gfdl_cm3, Annual Anomaly, BOL
-0.3148, 2020-2039, gfdl_esm2g, Annual Anomaly, BOL
-0.1375, 2020-2039, gfdl_esm2m, Annual Anomaly, BOL
-0.056, 2020-2039, inmcm4, Annual Anomaly, BOL
-0.4435, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BOL
-0.1645, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BOL
0.11634, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BOL
-0.232, 2020-2039, miroc5, Annual Anomaly, BOL
-0.6654, 2020-2039, miroc_esm_chem, Annual Anomaly, BOL
-0.5715, 2020-2039, miroc_esm, Annual Anomaly, BOL
-0.382, 2020-2039, mpi_esm_mr, Annual Anomaly, BOL
0.33845, 2020-2039, mri_cgcm3, Annual Anomaly, BOL
-0.0257, 2020-2039, noresm1_m, Annual Anomaly, BOL
-0.499, 2020-2039, access1_3, Annual Anomaly, BIH
-0.7846, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BIH
-0.1601, 2020-2039, bcc_csm1_1, Annual Anomaly, BIH
-1.0803, 2020-2039, bnu_esm, Annual Anomaly, BIH
-0.3538, 2020-2039, canesm2, Annual Anomaly, BIH
-0.6967, 2020-2039, ccsm4, Annual Anomaly, BIH
-0.2165, 2020-2039, cesm1_bgc, Annual Anomaly, BIH
0.13882, 2020-2039, cesm1_cam5, Annual Anomaly, BIH
-0.1166, 2020-2039, cnrm_cm5, Annual Anomaly, BIH
-0.9538, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BIH
-1.4348, 2020-2039, gfdl_cm3, Annual Anomaly, BIH
-0.3853, 2020-2039, gfdl_esm2g, Annual Anomaly, BIH
-0.5397, 2020-2039, gfdl_esm2m, Annual Anomaly, BIH
-0.6503, 2020-2039, inmcm4, Annual Anomaly, BIH
-0.2777, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BIH
-0.3548, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BIH
0.35381, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BIH
-0.4248, 2020-2039, miroc5, Annual Anomaly, BIH
-0.6778, 2020-2039, miroc_esm_chem, Annual Anomaly, BIH
-0.6005, 2020-2039, miroc_esm, Annual Anomaly, BIH
-0.6832, 2020-2039, mpi_esm_mr, Annual Anomaly, BIH
0.09468, 2020-2039, mri_cgcm3, Annual Anomaly, BIH
0.08974, 2020-2039, noresm1_m, Annual Anomaly, BIH
0.23435, 2020-2039, access1_3, Annual Anomaly, BRN
0.26503, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BRN
-0.4992, 2020-2039, bcc_csm1_1, Annual Anomaly, BRN
0.01, 2020-2039, bnu_esm, Annual Anomaly, BRN
0.10497, 2020-2039, canesm2, Annual Anomaly, BRN
0.52895, 2020-2039, ccsm4, Annual Anomaly, BRN
0.06273, 2020-2039, cesm1_bgc, Annual Anomaly, BRN
0.50526, 2020-2039, cesm1_cam5, Annual Anomaly, BRN
-0.4181, 2020-2039, cnrm_cm5, Annual Anomaly, BRN
0.30576, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BRN
0.13541, 2020-2039, gfdl_cm3, Annual Anomaly, BRN
-0.3876, 2020-2039, gfdl_esm2g, Annual Anomaly, BRN
0.35062, 2020-2039, gfdl_esm2m, Annual Anomaly, BRN
0.88199, 2020-2039, inmcm4, Annual Anomaly, BRN
0.67534, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BRN
0.18078, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BRN
-0.37, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BRN
1.09042, 2020-2039, miroc5, Annual Anomaly, BRN
0.66721, 2020-2039, miroc_esm_chem, Annual Anomaly, BRN
0.18828, 2020-2039, miroc_esm, Annual Anomaly, BRN
0.06073, 2020-2039, mpi_esm_mr, Annual Anomaly, BRN
0.3419, 2020-2039, mri_cgcm3, Annual Anomaly, BRN
0.3165, 2020-2039, noresm1_m, Annual Anomaly, BRN
-0.8912, 2020-2039, access1_3, Annual Anomaly, BGR
-0.7826, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BGR
-0.281, 2020-2039, bcc_csm1_1, Annual Anomaly, BGR
-1.0946, 2020-2039, bnu_esm, Annual Anomaly, BGR
-0.3544, 2020-2039, canesm2, Annual Anomaly, BGR
-0.4571, 2020-2039, ccsm4, Annual Anomaly, BGR
-0.4106, 2020-2039, cesm1_bgc, Annual Anomaly, BGR
-0.2387, 2020-2039, cesm1_cam5, Annual Anomaly, BGR
0.13037, 2020-2039, cnrm_cm5, Annual Anomaly, BGR
-0.9359, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BGR
-1.0904, 2020-2039, gfdl_cm3, Annual Anomaly, BGR
-0.0468, 2020-2039, gfdl_esm2g, Annual Anomaly, BGR
-0.7892, 2020-2039, gfdl_esm2m, Annual Anomaly, BGR
-0.336, 2020-2039, inmcm4, Annual Anomaly, BGR
-0.0983, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BGR
-0.6522, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BGR
0.00918, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BGR
-0.0856, 2020-2039, miroc5, Annual Anomaly, BGR
-0.8307, 2020-2039, miroc_esm_chem, Annual Anomaly, BGR
-0.7633, 2020-2039, miroc_esm, Annual Anomaly, BGR
-0.5255, 2020-2039, mpi_esm_mr, Annual Anomaly, BGR
0.06968, 2020-2039, mri_cgcm3, Annual Anomaly, BGR
-0.039, 2020-2039, noresm1_m, Annual Anomaly, BGR
0.02927, 2020-2039, access1_3, Annual Anomaly, CMR
-0.1684, 2020-2039, bcc_csm1_1_m, Annual Anomaly, CMR
0.42232, 2020-2039, bcc_csm1_1, Annual Anomaly, CMR
-0.2131, 2020-2039, bnu_esm, Annual Anomaly, CMR
-0.1625, 2020-2039, canesm2, Annual Anomaly, CMR
0.09922, 2020-2039, ccsm4, Annual Anomaly, CMR
0.30973, 2020-2039, cesm1_bgc, Annual Anomaly, CMR
0.23121, 2020-2039, cesm1_cam5, Annual Anomaly, CMR
-0.0418, 2020-2039, cnrm_cm5, Annual Anomaly, CMR
-0.3264, 2020-2039, csiro_mk3_6_0, Annual Anomaly, CMR
0.05936, 2020-2039, gfdl_cm3, Annual Anomaly, CMR
0.14601, 2020-2039, gfdl_esm2g, Annual Anomaly, CMR
0.17686, 2020-2039, gfdl_esm2m, Annual Anomaly, CMR
-0.5112, 2020-2039, inmcm4, Annual Anomaly, CMR
0.08123, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, CMR
-0.0192, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, CMR
0.17496, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, CMR
-0.1652, 2020-2039, miroc5, Annual Anomaly, CMR
-0.245, 2020-2039, miroc_esm_chem, Annual Anomaly, CMR
-0.4962, 2020-2039, miroc_esm, Annual Anomaly, CMR
0.06922, 2020-2039, mpi_esm_mr, Annual Anomaly, CMR
-0.1907, 2020-2039, mri_cgcm3, Annual Anomaly, CMR
-0.1422, 2020-2039, noresm1_m, Annual Anomaly, CMR
-0.533, 2020-2039, access1_3, Annual Anomaly, CHL
-0.1191, 2020-2039, bcc_csm1_1_m, Annual Anomaly, CHL
-0.4536, 2020-2039, bcc_csm1_1, Annual Anomaly, CHL
-0.3439, 2020-2039, bnu_esm, Annual Anomaly, CHL
-0.6719, 2020-2039, canesm2, Annual Anomaly, CHL
-0.3575, 2020-2039, ccsm4, Annual Anomaly, CHL
-0.4706, 2020-2039, cesm1_bgc, Annual Anomaly, CHL
-0.516, 2020-2039, cesm1_cam5, Annual Anomaly, CHL
-0.4715, 2020-2039, cnrm_cm5, Annual Anomaly, CHL
-0.6528, 2020-2039, csiro_mk3_6_0, Annual Anomaly, CHL
-0.6425, 2020-2039, gfdl_cm3, Annual Anomaly, CHL
-0.4588, 2020-2039, gfdl_esm2g, Annual Anomaly, CHL
-0.3836, 2020-2039, gfdl_esm2m, Annual Anomaly, CHL
-0.0241, 2020-2039, inmcm4, Annual Anomaly, CHL
-0.6614, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, CHL
-1.1058, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, CHL
-0.1944, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, CHL
-0.4511, 2020-2039, miroc5, Annual Anomaly, CHL
-0.4861, 2020-2039, miroc_esm_chem, Annual Anomaly, CHL
-0.6001, 2020-2039, miroc_esm, Annual Anomaly, CHL
-0.4526, 2020-2039, mpi_esm_mr, Annual Anomaly, CHL
-0.378, 2020-2039, mri_cgcm3, Annual Anomaly, CHL
-0.3693, 2020-2039, noresm1_m, Annual Anomaly, CHL
-0.0966, 2020-2039, access1_3, Annual Anomaly, CHN
-0.3685, 2020-2039, bcc_csm1_1_m, Annual Anomaly, CHN
-0.0455, 2020-2039, bcc_csm1_1, Annual Anomaly, CHN
-0.11, 2020-2039, bnu_esm, Annual Anomaly, CHN
-0.3381, 2020-2039, canesm2, Annual Anomaly, CHN
-0.1316, 2020-2039, ccsm4, Annual Anomaly, CHN
0.02941, 2020-2039, cesm1_bgc, Annual Anomaly, CHN
-0.0467, 2020-2039, cesm1_cam5, Annual Anomaly, CHN
-0.1826, 2020-2039, cnrm_cm5, Annual Anomaly, CHN
-0.465, 2020-2039, csiro_mk3_6_0, Annual Anomaly, CHN
-0.0684, 2020-2039, gfdl_cm3, Annual Anomaly, CHN
0.0201, 2020-2039, gfdl_esm2g, Annual Anomaly, CHN
-0.28, 2020-2039, gfdl_esm2m, Annual Anomaly, CHN
-0.021, 2020-2039, inmcm4, Annual Anomaly, CHN
-0.1635, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, CHN
-0.6664, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, CHN
-0.1174, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, CHN
0.06927, 2020-2039, miroc5, Annual Anomaly, CHN
-0.157, 2020-2039, miroc_esm_chem, Annual Anomaly, CHN
-0.3529, 2020-2039, miroc_esm, Annual Anomaly, CHN
-0.3391, 2020-2039, mpi_esm_mr, Annual Anomaly, CHN
0.11233, 2020-2039, mri_cgcm3, Annual Anomaly, CHN
-0.2608, 2020-2039, noresm1_m, Annual Anomaly, CHN
0.17314, 2020-2039, access1_3, Annual Anomaly, COL
-0.4876, 2020-2039, bcc_csm1_1_m, Annual Anomaly, COL
0.59997, 2020-2039, bcc_csm1_1, Annual Anomaly, COL
-0.3384, 2020-2039, bnu_esm, Annual Anomaly, COL
-0.8343, 2020-2039, canesm2, Annual Anomaly, COL
0.28231, 2020-2039, ccsm4, Annual Anomaly, COL
0.11602, 2020-2039, cesm1_bgc, Annual Anomaly, COL
0.15494, 2020-2039, cesm1_cam5, Annual Anomaly, COL
-0.2552, 2020-2039, cnrm_cm5, Annual Anomaly, COL
0.23815, 2020-2039, csiro_mk3_6_0, Annual Anomaly, COL
-0.1847, 2020-2039, gfdl_cm3, Annual Anomaly, COL
