Annual Severe Drought Likelihood - (Probability), Year, Model, Statistics, ISO3
0.17755, 2020-2039, gfdl_cm3, Annual Anomaly, AGO
0.22746, 2020-2039, gfdl_esm2g, Annual Anomaly, AGO
0.0828, 2020-2039, gfdl_esm2m, Annual Anomaly, AGO
0.09671, 2020-2039, inmcm4, Annual Anomaly, AGO
0.02821, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, AGO
0.18811, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, AGO
0.04975, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, AGO
0.03907, 2020-2039, miroc5, Annual Anomaly, AGO
0.05948, 2020-2039, miroc_esm_chem, Annual Anomaly, AGO
0.17504, 2020-2039, miroc_esm, Annual Anomaly, AGO
0.01717, 2020-2039, mpi_esm_mr, Annual Anomaly, AGO
0.03968, 2020-2039, mri_cgcm3, Annual Anomaly, AGO
0.14683, 2020-2039, mri_esm1, Annual Anomaly, AGO
0.0915, 2020-2039, noresm1_m, Annual Anomaly, AGO
0.1598, 2020-2039, access1_3, Annual Anomaly, ATG
0.09019, 2020-2039, bcc_csm1_1_m, Annual Anomaly, ATG
0.22009, 2020-2039, bcc_csm1_1, Annual Anomaly, ATG
0.3799, 2020-2039, bnu_esm, Annual Anomaly, ATG
0.4, 2020-2039, ccsm4, Annual Anomaly, ATG
0.5, 2020-2039, cesm1_bgc, Annual Anomaly, ATG
0.1098, 2020-2039, cesm1_cam5, Annual Anomaly, ATG
-0.05, 2020-2039, cmcc_cesm, Annual Anomaly, ATG
0.02009, 2020-2039, cmcc_cm, Annual Anomaly, ATG
0.27009, 2020-2039, cmcc_cms, Annual Anomaly, ATG
0.25, 2020-2039, cnrm_cm5, Annual Anomaly, ATG
0.02009, 2020-2039, csiro_mk3_6_0, Annual Anomaly, ATG
0.0799, 2020-2039, gfdl_esm2g, Annual Anomaly, ATG
0.1, 2020-2039, gfdl_esm2m, Annual Anomaly, ATG
0.0598, 2020-2039, inmcm4, Annual Anomaly, ATG
0.12009, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, ATG
0.2799, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, ATG
0.05, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, ATG
0.2, 2020-2039, miroc5, Annual Anomaly, ATG
-0.0098, 2020-2039, miroc_esm_chem, Annual Anomaly, ATG
0.09019, 2020-2039, miroc_esm, Annual Anomaly, ATG
0.0098, 2020-2039, mpi_esm_mr, Annual Anomaly, ATG
0.34019, 2020-2039, mri_cgcm3, Annual Anomaly, ATG
0.17058, 2020-2039, mri_esm1, Annual Anomaly, ATG
0.05, 2020-2039, noresm1_m, Annual Anomaly, ATG
0.11051, 2020-2039, access1_3, Annual Anomaly, ARG
0.21306, 2020-2039, bcc_csm1_1_m, Annual Anomaly, ARG
0.24223, 2020-2039, bcc_csm1_1, Annual Anomaly, ARG
0.05106, 2020-2039, bnu_esm, Annual Anomaly, ARG
0.18566, 2020-2039, canesm2, Annual Anomaly, ARG
0.06451, 2020-2039, ccsm4, Annual Anomaly, ARG
0.07403, 2020-2039, cesm1_bgc, Annual Anomaly, ARG
0.16155, 2020-2039, cesm1_cam5, Annual Anomaly, ARG
0.09295, 2020-2039, cmcc_cesm, Annual Anomaly, ARG
0.11245, 2020-2039, cmcc_cm, Annual Anomaly, ARG
0.03449, 2020-2039, cmcc_cms, Annual Anomaly, ARG
0.06839, 2020-2039, cnrm_cm5, Annual Anomaly, ARG
0.10961, 2020-2039, csiro_mk3_6_0, Annual Anomaly, ARG
0.24189, 2020-2039, gfdl_cm3, Annual Anomaly, ARG
0.27608, 2020-2039, gfdl_esm2g, Annual Anomaly, ARG
0.2457, 2020-2039, gfdl_esm2m, Annual Anomaly, ARG
0.06624, 2020-2039, inmcm4, Annual Anomaly, ARG
0.22283, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, ARG
0.18643, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, ARG
0.14494, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, ARG
0.22611, 2020-2039, miroc5, Annual Anomaly, ARG
0.17168, 2020-2039, miroc_esm_chem, Annual Anomaly, ARG
0.30499, 2020-2039, miroc_esm, Annual Anomaly, ARG
0.18658, 2020-2039, mpi_esm_mr, Annual Anomaly, ARG
0.08596, 2020-2039, mri_cgcm3, Annual Anomaly, ARG
0.09427, 2020-2039, mri_esm1, Annual Anomaly, ARG
0.15845, 2020-2039, noresm1_m, Annual Anomaly, ARG
-0.033, 2020-2039, access1_3, Annual Anomaly, ARM
0.20892, 2020-2039, bcc_csm1_1_m, Annual Anomaly, ARM
0.68979, 2020-2039, bcc_csm1_1, Annual Anomaly, ARM
0.12611, 2020-2039, bnu_esm, Annual Anomaly, ARM
0.02734, 2020-2039, canesm2, Annual Anomaly, ARM
0.16989, 2020-2039, ccsm4, Annual Anomaly, ARM
0.238, 2020-2039, cesm1_bgc, Annual Anomaly, ARM
-0.0087, 2020-2039, cesm1_cam5, Annual Anomaly, ARM
0.36511, 2020-2039, cmcc_cesm, Annual Anomaly, ARM
0.30065, 2020-2039, cmcc_cm, Annual Anomaly, ARM
0.22536, 2020-2039, cmcc_cms, Annual Anomaly, ARM
0.14288, 2020-2039, cnrm_cm5, Annual Anomaly, ARM
0.50998, 2020-2039, csiro_mk3_6_0, Annual Anomaly, ARM
0.12985, 2020-2039, gfdl_cm3, Annual Anomaly, ARM
0.27085, 2020-2039, gfdl_esm2g, Annual Anomaly, ARM
0.04492, 2020-2039, gfdl_esm2m, Annual Anomaly, ARM
0.42339, 2020-2039, inmcm4, Annual Anomaly, ARM
0.27807, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, ARM
0.42546, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, ARM
0.42185, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, ARM
0.01798, 2020-2039, miroc5, Annual Anomaly, ARM
0.50349, 2020-2039, miroc_esm_chem, Annual Anomaly, ARM
0.14735, 2020-2039, miroc_esm, Annual Anomaly, ARM
0.15081, 2020-2039, mpi_esm_mr, Annual Anomaly, ARM
0.0028, 2020-2039, mri_cgcm3, Annual Anomaly, ARM
0.18955, 2020-2039, mri_esm1, Annual Anomaly, ARM
-0.0098, 2020-2039, noresm1_m, Annual Anomaly, ARM
0.21318, 2020-2039, access1_3, Annual Anomaly, AUS
0.17938, 2020-2039, bcc_csm1_1_m, Annual Anomaly, AUS
0.15616, 2020-2039, bcc_csm1_1, Annual Anomaly, AUS
0.04767, 2020-2039, bnu_esm, Annual Anomaly, AUS
0.19205, 2020-2039, canesm2, Annual Anomaly, AUS
0.12321, 2020-2039, ccsm4, Annual Anomaly, AUS
0.14911, 2020-2039, cesm1_bgc, Annual Anomaly, AUS
0.12156, 2020-2039, cesm1_cam5, Annual Anomaly, AUS
0.11886, 2020-2039, cmcc_cesm, Annual Anomaly, AUS
0.17385, 2020-2039, cmcc_cm, Annual Anomaly, AUS
0.24144, 2020-2039, cmcc_cms, Annual Anomaly, AUS
0.07107, 2020-2039, cnrm_cm5, Annual Anomaly, AUS
0.24047, 2020-2039, csiro_mk3_6_0, Annual Anomaly, AUS
0.22517, 2020-2039, gfdl_cm3, Annual Anomaly, AUS
0.22687, 2020-2039, gfdl_esm2g, Annual Anomaly, AUS
0.16967, 2020-2039, gfdl_esm2m, Annual Anomaly, AUS
0.04711, 2020-2039, inmcm4, Annual Anomaly, AUS
0.54405, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, AUS
0.33963, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, AUS
0.12036, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, AUS
0.10201, 2020-2039, miroc5, Annual Anomaly, AUS
0.18673, 2020-2039, miroc_esm_chem, Annual Anomaly, AUS
0.08315, 2020-2039, miroc_esm, Annual Anomaly, AUS
0.18786, 2020-2039, mpi_esm_mr, Annual Anomaly, AUS
0.13646, 2020-2039, mri_cgcm3, Annual Anomaly, AUS
0.09391, 2020-2039, mri_esm1, Annual Anomaly, AUS
0.10794, 2020-2039, noresm1_m, Annual Anomaly, AUS
-0.0912, 2020-2039, access1_3, Annual Anomaly, AUT
-0.0069, 2020-2039, bcc_csm1_1_m, Annual Anomaly, AUT
0.15012, 2020-2039, bcc_csm1_1, Annual Anomaly, AUT
0.01093, 2020-2039, bnu_esm, Annual Anomaly, AUT
-0.0097, 2020-2039, canesm2, Annual Anomaly, AUT
0.31118, 2020-2039, ccsm4, Annual Anomaly, AUT
0.54592, 2020-2039, cesm1_bgc, Annual Anomaly, AUT
0.19696, 2020-2039, cesm1_cam5, Annual Anomaly, AUT
0.12082, 2020-2039, cmcc_cesm, Annual Anomaly, AUT
-0.0184, 2020-2039, cmcc_cm, Annual Anomaly, AUT
0.20646, 2020-2039, cmcc_cms, Annual Anomaly, AUT
-0.0225, 2020-2039, cnrm_cm5, Annual Anomaly, AUT
0.38512, 2020-2039, csiro_mk3_6_0, Annual Anomaly, AUT
0.42791, 2020-2039, gfdl_cm3, Annual Anomaly, AUT
-0.0342, 2020-2039, gfdl_esm2g, Annual Anomaly, AUT
0.149, 2020-2039, gfdl_esm2m, Annual Anomaly, AUT
0.19791, 2020-2039, inmcm4, Annual Anomaly, AUT
-0.0263, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, AUT
0.10993, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, AUT
0.38414, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, AUT
0.16821, 2020-2039, miroc5, Annual Anomaly, AUT
0.00872, 2020-2039, miroc_esm_chem, Annual Anomaly, AUT
0.22279, 2020-2039, miroc_esm, Annual Anomaly, AUT
0.22694, 2020-2039, mpi_esm_mr, Annual Anomaly, AUT
0.06067, 2020-2039, mri_cgcm3, Annual Anomaly, AUT
0.08058, 2020-2039, mri_esm1, Annual Anomaly, AUT
0.10202, 2020-2039, noresm1_m, Annual Anomaly, AUT
0.05452, 2020-2039, access1_3, Annual Anomaly, AZE
0.22357, 2020-2039, bcc_csm1_1_m, Annual Anomaly, AZE
0.60363, 2020-2039, bcc_csm1_1, Annual Anomaly, AZE
0.1296, 2020-2039, bnu_esm, Annual Anomaly, AZE
0.14656, 2020-2039, canesm2, Annual Anomaly, AZE
0.05789, 2020-2039, ccsm4, Annual Anomaly, AZE
0.04726, 2020-2039, cesm1_bgc, Annual Anomaly, AZE
0.08713, 2020-2039, cesm1_cam5, Annual Anomaly, AZE
0.35523, 2020-2039, cmcc_cesm, Annual Anomaly, AZE
0.24033, 2020-2039, cmcc_cm, Annual Anomaly, AZE
0.29085, 2020-2039, cmcc_cms, Annual Anomaly, AZE
0.1465, 2020-2039, cnrm_cm5, Annual Anomaly, AZE
0.46376, 2020-2039, csiro_mk3_6_0, Annual Anomaly, AZE
0.38433, 2020-2039, gfdl_cm3, Annual Anomaly, AZE
0.3021, 2020-2039, gfdl_esm2g, Annual Anomaly, AZE
0.01957, 2020-2039, gfdl_esm2m, Annual Anomaly, AZE
0.58347, 2020-2039, inmcm4, Annual Anomaly, AZE
0.16581, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, AZE
0.31087, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, AZE
0.38703, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, AZE
1.5E-4, 2020-2039, miroc5, Annual Anomaly, AZE
0.42065, 2020-2039, miroc_esm_chem, Annual Anomaly, AZE
0.21924, 2020-2039, miroc_esm, Annual Anomaly, AZE
0.16252, 2020-2039, mpi_esm_mr, Annual Anomaly, AZE
0.12331, 2020-2039, mri_cgcm3, Annual Anomaly, AZE
0.13053, 2020-2039, mri_esm1, Annual Anomaly, AZE
0.04052, 2020-2039, noresm1_m, Annual Anomaly, AZE
0.01195, 2020-2039, access1_3, Annual Anomaly, BHS
0.33506, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BHS
0.14103, 2020-2039, bcc_csm1_1, Annual Anomaly, BHS
0.05298, 2020-2039, bnu_esm, Annual Anomaly, BHS
-0.029, 2020-2039, ccsm4, Annual Anomaly, BHS
0.05597, 2020-2039, cesm1_bgc, Annual Anomaly, BHS
0.04701, 2020-2039, cesm1_cam5, Annual Anomaly, BHS
-0.047, 2020-2039, cmcc_cesm, Annual Anomaly, BHS
-0.044, 2020-2039, cmcc_cm, Annual Anomaly, BHS
0.36494, 2020-2039, cmcc_cms, Annual Anomaly, BHS
-0.1231, 2020-2039, cnrm_cm5, Annual Anomaly, BHS
0.23506, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BHS
0.05896, 2020-2039, gfdl_cm3, Annual Anomaly, BHS
0.44402, 2020-2039, gfdl_esm2g, Annual Anomaly, BHS
-0.091, 2020-2039, gfdl_esm2m, Annual Anomaly, BHS
0.19402, 2020-2039, inmcm4, Annual Anomaly, BHS
0.32908, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BHS
-0.032, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BHS
0.05896, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BHS
0.04701, 2020-2039, miroc5, Annual Anomaly, BHS
0.00896, 2020-2039, miroc_esm_chem, Annual Anomaly, BHS
-0.05, 2020-2039, miroc_esm, Annual Anomaly, BHS
0.10597, 2020-2039, mri_cgcm3, Annual Anomaly, BHS
0.05597, 2020-2039, mri_esm1, Annual Anomaly, BHS
0.05298, 2020-2039, noresm1_m, Annual Anomaly, BHS
0.1, 2020-2039, access1_3, Annual Anomaly, BHR
0.58418, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BHR
0.24209, 2020-2039, bcc_csm1_1, Annual Anomaly, BHR
0.18418, 2020-2039, canesm2, Annual Anomaly, BHR
0.15, 2020-2039, ccsm4, Annual Anomaly, BHR
0.0579, 2020-2039, cesm1_bgc, Annual Anomaly, BHR
0.05, 2020-2039, cesm1_cam5, Annual Anomaly, BHR
0.39744, 2020-2039, cmcc_cm, Annual Anomaly, BHR
0.31581, 2020-2039, cmcc_cms, Annual Anomaly, BHR
0.2079, 2020-2039, cnrm_cm5, Annual Anomaly, BHR
0.70255, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BHR
0.14209, 2020-2039, gfdl_cm3, Annual Anomaly, BHR
0.64209, 2020-2039, gfdl_esm2g, Annual Anomaly, BHR
0.37627, 2020-2039, gfdl_esm2m, Annual Anomaly, BHR
0.32627, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BHR
0.77627, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BHR
0.85, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BHR
0.17372, 2020-2039, miroc5, Annual Anomaly, BHR
0.07372, 2020-2039, miroc_esm, Annual Anomaly, BHR
0.75, 2020-2039, mpi_esm_mr, Annual Anomaly, BHR
0.1579, 2020-2039, mri_cgcm3, Annual Anomaly, BHR
0.04209, 2020-2039, mri_esm1, Annual Anomaly, BHR
-0.01, 2020-2039, access1_3, Annual Anomaly, BGD
0.01125, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BGD
-6.0E-4, 2020-2039, bcc_csm1_1, Annual Anomaly, BGD
0.15763, 2020-2039, bnu_esm, Annual Anomaly, BGD
0.12355, 2020-2039, canesm2, Annual Anomaly, BGD
0.12064, 2020-2039, ccsm4, Annual Anomaly, BGD
0.14262, 2020-2039, cesm1_bgc, Annual Anomaly, BGD
-0.0067, 2020-2039, cesm1_cam5, Annual Anomaly, BGD
0.05465, 2020-2039, cmcc_cesm, Annual Anomaly, BGD
-0.0039, 2020-2039, cmcc_cm, Annual Anomaly, BGD
0.00563, 2020-2039, cmcc_cms, Annual Anomaly, BGD
-0.0108, 2020-2039, cnrm_cm5, Annual Anomaly, BGD
0.0447, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BGD
0.07428, 2020-2039, gfdl_cm3, Annual Anomaly, BGD
0.08078, 2020-2039, gfdl_esm2g, Annual Anomaly, BGD
-0.037, 2020-2039, gfdl_esm2m, Annual Anomaly, BGD
0.06433, 2020-2039, inmcm4, Annual Anomaly, BGD
0.11558, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BGD
0.01478, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BGD
-0.0024, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BGD
0.05438, 2020-2039, miroc5, Annual Anomaly, BGD
0.03598, 2020-2039, miroc_esm_chem, Annual Anomaly, BGD
0.04248, 2020-2039, miroc_esm, Annual Anomaly, BGD
0.16282, 2020-2039, mpi_esm_mr, Annual Anomaly, BGD
-0.0061, 2020-2039, mri_cgcm3, Annual Anomaly, BGD
0.02163, 2020-2039, mri_esm1, Annual Anomaly, BGD
0.14673, 2020-2039, noresm1_m, Annual Anomaly, BGD
0.44087, 2020-2039, access1_3, Annual Anomaly, BRB
0.17738, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BRB
0.20912, 2020-2039, bcc_csm1_1, Annual Anomaly, BRB
0.5, 2020-2039, bnu_esm, Annual Anomaly, BRB
0.10912, 2020-2039, canesm2, Annual Anomaly, BRB
0.05, 2020-2039, ccsm4, Annual Anomaly, BRB
0.25, 2020-2039, cesm1_bgc, Annual Anomaly, BRB
0.13174, 2020-2039, cesm1_cam5, Annual Anomaly, BRB
-0.0091, 2020-2039, cmcc_cesm, Annual Anomaly, BRB
0.38174, 2020-2039, cmcc_cms, Annual Anomaly, BRB
0.05, 2020-2039, cnrm_cm5, Annual Anomaly, BRB
-0.05, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BRB
0.20435, 2020-2039, gfdl_cm3, Annual Anomaly, BRB
0.1, 2020-2039, gfdl_esm2g, Annual Anomaly, BRB
-0.0317, 2020-2039, gfdl_esm2m, Annual Anomaly, BRB
0.45912, 2020-2039, inmcm4, Annual Anomaly, BRB
0.3, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BRB
0.14087, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BRB
0.04087, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, BRB
0.52261, 2020-2039, miroc5, Annual Anomaly, BRB
0.12261, 2020-2039, miroc_esm_chem, Annual Anomaly, BRB
-0.0091, 2020-2039, miroc_esm, Annual Anomaly, BRB
0.25912, 2020-2039, mpi_esm_mr, Annual Anomaly, BRB
0.1, 2020-2039, noresm1_m, Annual Anomaly, BRB
0.04249, 2020-2039, access1_3, Annual Anomaly, BLR
0.03972, 2020-2039, bcc_csm1_1_m, Annual Anomaly, BLR
4.0E-5, 2020-2039, bcc_csm1_1, Annual Anomaly, BLR
0.04401, 2020-2039, bnu_esm, Annual Anomaly, BLR
-0.0082, 2020-2039, canesm2, Annual Anomaly, BLR
0.35921, 2020-2039, ccsm4, Annual Anomaly, BLR
0.10651, 2020-2039, cesm1_bgc, Annual Anomaly, BLR
0.24641, 2020-2039, cesm1_cam5, Annual Anomaly, BLR
-0.0189, 2020-2039, cmcc_cesm, Annual Anomaly, BLR
-0.0169, 2020-2039, cmcc_cm, Annual Anomaly, BLR
0.01395, 2020-2039, cmcc_cms, Annual Anomaly, BLR
0.15221, 2020-2039, cnrm_cm5, Annual Anomaly, BLR
0.12189, 2020-2039, csiro_mk3_6_0, Annual Anomaly, BLR
0.00925, 2020-2039, gfdl_cm3, Annual Anomaly, BLR
-0.0995, 2020-2039, gfdl_esm2g, Annual Anomaly, BLR
0.2752, 2020-2039, gfdl_esm2m, Annual Anomaly, BLR
0.05742, 2020-2039, inmcm4, Annual Anomaly, BLR
0.22568, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, BLR
0.28566, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, BLR
