Annual Severe Drought Likelihood - (Probability), Year, Model, Statistics, ISO3
0.11055, 2080-2099, bcc_csm1_1, Annual Anomaly, AND
0.30945, 2080-2099, bnu_esm, Annual Anomaly, AND
0.45186, 2080-2099, canesm2, Annual Anomaly, AND
0.17889, 2080-2099, ccsm4, Annual Anomaly, AND
0.76936, 2080-2099, cesm1_bgc, Annual Anomaly, AND
0.39607, 2080-2099, cesm1_cam5, Annual Anomaly, AND
0.02412, 2080-2099, cnrm_cm5, Annual Anomaly, AND
0.66066, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AND
0.85289, 2080-2099, gfdl_cm3, Annual Anomaly, AND
0.40682, 2080-2099, gfdl_esm2g, Annual Anomaly, AND
0.53756, 2080-2099, gfdl_esm2m, Annual Anomaly, AND
0.84233, 2080-2099, inmcm4, Annual Anomaly, AND
0.45, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AND
0.20276, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AND
0.48448, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, AND
0.47401, 2080-2099, miroc5, Annual Anomaly, AND
0.85, 2080-2099, miroc_esm_chem, Annual Anomaly, AND
0.55102, 2080-2099, miroc_esm, Annual Anomaly, AND
0.73178, 2080-2099, mpi_esm_mr, Annual Anomaly, AND
-0.0192, 2080-2099, mri_cgcm3, Annual Anomaly, AND
0.24505, 2080-2099, noresm1_m, Annual Anomaly, AND
0.11318, 2080-2099, access1_3, Annual Anomaly, AGO
0.46916, 2080-2099, bcc_csm1_1_m, Annual Anomaly, AGO
0.05231, 2080-2099, bcc_csm1_1, Annual Anomaly, AGO
0.11295, 2080-2099, bnu_esm, Annual Anomaly, AGO
0.46111, 2080-2099, canesm2, Annual Anomaly, AGO
0.04407, 2080-2099, ccsm4, Annual Anomaly, AGO
0.2766, 2080-2099, cesm1_bgc, Annual Anomaly, AGO
0.08321, 2080-2099, cesm1_cam5, Annual Anomaly, AGO
0.12558, 2080-2099, cnrm_cm5, Annual Anomaly, AGO
0.68817, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AGO
0.42079, 2080-2099, gfdl_cm3, Annual Anomaly, AGO
0.19283, 2080-2099, gfdl_esm2g, Annual Anomaly, AGO
0.18398, 2080-2099, gfdl_esm2m, Annual Anomaly, AGO
0.20006, 2080-2099, inmcm4, Annual Anomaly, AGO
0.09365, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AGO
0.3356, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AGO
0.02509, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, AGO
0.14795, 2080-2099, miroc5, Annual Anomaly, AGO
0.14912, 2080-2099, miroc_esm_chem, Annual Anomaly, AGO
0.24699, 2080-2099, miroc_esm, Annual Anomaly, AGO
0.21658, 2080-2099, mpi_esm_mr, Annual Anomaly, AGO
0.2174, 2080-2099, mri_cgcm3, Annual Anomaly, AGO
0.22342, 2080-2099, noresm1_m, Annual Anomaly, AGO
0.0299, 2080-2099, access1_3, Annual Anomaly, ATG
0.14019, 2080-2099, bcc_csm1_1_m, Annual Anomaly, ATG
0.6, 2080-2099, bcc_csm1_1, Annual Anomaly, ATG
0.5, 2080-2099, bnu_esm, Annual Anomaly, ATG
0.0299, 2080-2099, canesm2, Annual Anomaly, ATG
0.72009, 2080-2099, ccsm4, Annual Anomaly, ATG
0.75, 2080-2099, cesm1_bgc, Annual Anomaly, ATG
0.5299, 2080-2099, cesm1_cam5, Annual Anomaly, ATG
0.04019, 2080-2099, cnrm_cm5, Annual Anomaly, ATG
0.1299, 2080-2099, gfdl_esm2g, Annual Anomaly, ATG
0.0397, 2080-2099, inmcm4, Annual Anomaly, ATG
0.02009, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, ATG
0.6, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, ATG
0.2598, 2080-2099, miroc5, Annual Anomaly, ATG
-0.0098, 2080-2099, miroc_esm_chem, Annual Anomaly, ATG
0.04019, 2080-2099, miroc_esm, Annual Anomaly, ATG
0.1598, 2080-2099, mpi_esm_mr, Annual Anomaly, ATG
0.35, 2080-2099, mri_cgcm3, Annual Anomaly, ATG
0.12009, 2080-2099, noresm1_m, Annual Anomaly, ATG
0.22968, 2080-2099, access1_3, Annual Anomaly, ARG
0.2637, 2080-2099, bcc_csm1_1_m, Annual Anomaly, ARG
0.28829, 2080-2099, bcc_csm1_1, Annual Anomaly, ARG
0.11049, 2080-2099, bnu_esm, Annual Anomaly, ARG
0.28073, 2080-2099, canesm2, Annual Anomaly, ARG
0.09695, 2080-2099, ccsm4, Annual Anomaly, ARG
0.12326, 2080-2099, cesm1_bgc, Annual Anomaly, ARG
0.21232, 2080-2099, cesm1_cam5, Annual Anomaly, ARG
0.1898, 2080-2099, cnrm_cm5, Annual Anomaly, ARG
0.24564, 2080-2099, csiro_mk3_6_0, Annual Anomaly, ARG
0.52626, 2080-2099, gfdl_cm3, Annual Anomaly, ARG
0.35882, 2080-2099, gfdl_esm2g, Annual Anomaly, ARG
0.34674, 2080-2099, gfdl_esm2m, Annual Anomaly, ARG
0.07294, 2080-2099, inmcm4, Annual Anomaly, ARG
0.648, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, ARG
0.45441, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, ARG
0.27451, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, ARG
0.29742, 2080-2099, miroc5, Annual Anomaly, ARG
0.3623, 2080-2099, miroc_esm_chem, Annual Anomaly, ARG
0.53287, 2080-2099, miroc_esm, Annual Anomaly, ARG
0.36154, 2080-2099, mpi_esm_mr, Annual Anomaly, ARG
0.07698, 2080-2099, mri_cgcm3, Annual Anomaly, ARG
0.24498, 2080-2099, noresm1_m, Annual Anomaly, ARG
0.0694, 2080-2099, access1_3, Annual Anomaly, ARM
0.39303, 2080-2099, bcc_csm1_1_m, Annual Anomaly, ARM
0.70798, 2080-2099, bcc_csm1_1, Annual Anomaly, ARM
0.4341, 2080-2099, bnu_esm, Annual Anomaly, ARM
0.47056, 2080-2099, canesm2, Annual Anomaly, ARM
0.52332, 2080-2099, ccsm4, Annual Anomaly, ARM
0.5232, 2080-2099, cesm1_bgc, Annual Anomaly, ARM
0.08863, 2080-2099, cesm1_cam5, Annual Anomaly, ARM
0.07159, 2080-2099, cnrm_cm5, Annual Anomaly, ARM
0.88522, 2080-2099, csiro_mk3_6_0, Annual Anomaly, ARM
0.57551, 2080-2099, gfdl_cm3, Annual Anomaly, ARM
0.34148, 2080-2099, gfdl_esm2g, Annual Anomaly, ARM
0.20488, 2080-2099, gfdl_esm2m, Annual Anomaly, ARM
0.52082, 2080-2099, inmcm4, Annual Anomaly, ARM
0.61884, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, ARM
0.84795, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, ARM
0.18742, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, ARM
0.48156, 2080-2099, miroc5, Annual Anomaly, ARM
0.88236, 2080-2099, miroc_esm_chem, Annual Anomaly, ARM
0.33518, 2080-2099, miroc_esm, Annual Anomaly, ARM
0.43817, 2080-2099, mpi_esm_mr, Annual Anomaly, ARM
0.13536, 2080-2099, mri_cgcm3, Annual Anomaly, ARM
0.3648, 2080-2099, noresm1_m, Annual Anomaly, ARM
0.48173, 2080-2099, access1_3, Annual Anomaly, AUS
0.30061, 2080-2099, bcc_csm1_1_m, Annual Anomaly, AUS
0.19314, 2080-2099, bcc_csm1_1, Annual Anomaly, AUS
0.2235, 2080-2099, bnu_esm, Annual Anomaly, AUS
0.17866, 2080-2099, canesm2, Annual Anomaly, AUS
0.14602, 2080-2099, ccsm4, Annual Anomaly, AUS
0.12658, 2080-2099, cesm1_bgc, Annual Anomaly, AUS
0.1453, 2080-2099, cesm1_cam5, Annual Anomaly, AUS
0.16778, 2080-2099, cnrm_cm5, Annual Anomaly, AUS
0.58738, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AUS
0.60438, 2080-2099, gfdl_cm3, Annual Anomaly, AUS
0.32134, 2080-2099, gfdl_esm2g, Annual Anomaly, AUS
0.18437, 2080-2099, gfdl_esm2m, Annual Anomaly, AUS
0.15507, 2080-2099, inmcm4, Annual Anomaly, AUS
0.70149, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AUS
0.57013, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AUS
0.32568, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, AUS
0.16585, 2080-2099, miroc5, Annual Anomaly, AUS
0.47282, 2080-2099, miroc_esm_chem, Annual Anomaly, AUS
0.32284, 2080-2099, miroc_esm, Annual Anomaly, AUS
0.34519, 2080-2099, mpi_esm_mr, Annual Anomaly, AUS
0.26353, 2080-2099, mri_cgcm3, Annual Anomaly, AUS
0.15017, 2080-2099, noresm1_m, Annual Anomaly, AUS
0.04072, 2080-2099, access1_3, Annual Anomaly, AUT
0.14741, 2080-2099, bcc_csm1_1_m, Annual Anomaly, AUT
0.19294, 2080-2099, bcc_csm1_1, Annual Anomaly, AUT
0.07623, 2080-2099, bnu_esm, Annual Anomaly, AUT
0.06493, 2080-2099, canesm2, Annual Anomaly, AUT
0.35978, 2080-2099, ccsm4, Annual Anomaly, AUT
0.7876, 2080-2099, cesm1_bgc, Annual Anomaly, AUT
0.21437, 2080-2099, cesm1_cam5, Annual Anomaly, AUT
0.01764, 2080-2099, cnrm_cm5, Annual Anomaly, AUT
0.69529, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AUT
0.29028, 2080-2099, gfdl_cm3, Annual Anomaly, AUT
0.13074, 2080-2099, gfdl_esm2g, Annual Anomaly, AUT
0.01749, 2080-2099, gfdl_esm2m, Annual Anomaly, AUT
0.37965, 2080-2099, inmcm4, Annual Anomaly, AUT
0.26024, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AUT
0.10116, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AUT
0.06339, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, AUT
0.20557, 2080-2099, miroc5, Annual Anomaly, AUT
0.13418, 2080-2099, miroc_esm_chem, Annual Anomaly, AUT
0.05273, 2080-2099, miroc_esm, Annual Anomaly, AUT
0.24026, 2080-2099, mpi_esm_mr, Annual Anomaly, AUT
0.05738, 2080-2099, mri_cgcm3, Annual Anomaly, AUT
0.21356, 2080-2099, noresm1_m, Annual Anomaly, AUT
0.11124, 2080-2099, access1_3, Annual Anomaly, AZE
0.38692, 2080-2099, bcc_csm1_1_m, Annual Anomaly, AZE
0.65469, 2080-2099, bcc_csm1_1, Annual Anomaly, AZE
0.45053, 2080-2099, bnu_esm, Annual Anomaly, AZE
0.74047, 2080-2099, canesm2, Annual Anomaly, AZE
0.31732, 2080-2099, ccsm4, Annual Anomaly, AZE
0.29506, 2080-2099, cesm1_bgc, Annual Anomaly, AZE
0.19206, 2080-2099, cesm1_cam5, Annual Anomaly, AZE
0.15134, 2080-2099, cnrm_cm5, Annual Anomaly, AZE
0.61614, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AZE
0.54089, 2080-2099, gfdl_cm3, Annual Anomaly, AZE
0.3318, 2080-2099, gfdl_esm2g, Annual Anomaly, AZE
0.18701, 2080-2099, gfdl_esm2m, Annual Anomaly, AZE
0.54272, 2080-2099, inmcm4, Annual Anomaly, AZE
0.5008, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AZE
0.88642, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AZE
0.29087, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, AZE
0.40275, 2080-2099, miroc5, Annual Anomaly, AZE
0.61763, 2080-2099, miroc_esm_chem, Annual Anomaly, AZE
0.44909, 2080-2099, miroc_esm, Annual Anomaly, AZE
0.5177, 2080-2099, mpi_esm_mr, Annual Anomaly, AZE
0.07682, 2080-2099, mri_cgcm3, Annual Anomaly, AZE
0.44137, 2080-2099, noresm1_m, Annual Anomaly, AZE
0.01792, 2080-2099, access1_3, Annual Anomaly, BHS
0.19402, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BHS
0.04701, 2080-2099, bcc_csm1_1, Annual Anomaly, BHS
0.00896, 2080-2099, bnu_esm, Annual Anomaly, BHS
-0.047, 2080-2099, canesm2, Annual Anomaly, BHS
0.1239, 2080-2099, ccsm4, Annual Anomaly, BHS
0.14701, 2080-2099, cesm1_bgc, Annual Anomaly, BHS
0.15597, 2080-2099, cesm1_cam5, Annual Anomaly, BHS
0.15298, 2080-2099, cnrm_cm5, Annual Anomaly, BHS
0.14103, 2080-2099, gfdl_cm3, Annual Anomaly, BHS
0.26195, 2080-2099, gfdl_esm2g, Annual Anomaly, BHS
-0.091, 2080-2099, gfdl_esm2m, Annual Anomaly, BHS
0.05896, 2080-2099, inmcm4, Annual Anomaly, BHS
0.14402, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BHS
-0.0081, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BHS
-0.0059, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BHS
0.24402, 2080-2099, miroc5, Annual Anomaly, BHS
-0.0029, 2080-2099, miroc_esm_chem, Annual Anomaly, BHS
-0.05, 2080-2099, miroc_esm, Annual Anomaly, BHS
0.02091, 2080-2099, mpi_esm_mr, Annual Anomaly, BHS
-0.0111, 2080-2099, mri_cgcm3, Annual Anomaly, BHS
0.24402, 2080-2099, noresm1_m, Annual Anomaly, BHS
0.54209, 2080-2099, access1_3, Annual Anomaly, BHR
0.6, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BHR
0.59209, 2080-2099, bcc_csm1_1, Annual Anomaly, BHR
0.66046, 2080-2099, canesm2, Annual Anomaly, BHR
0.36581, 2080-2099, ccsm4, Annual Anomaly, BHR
0.2079, 2080-2099, cesm1_bgc, Annual Anomaly, BHR
0.75, 2080-2099, cesm1_cam5, Annual Anomaly, BHR
0.4, 2080-2099, cnrm_cm5, Annual Anomaly, BHR
0.93418, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BHR
0.64209, 2080-2099, gfdl_cm3, Annual Anomaly, BHR
0.75, 2080-2099, gfdl_esm2g, Annual Anomaly, BHR
0.45, 2080-2099, gfdl_esm2m, Annual Anomaly, BHR
0.08418, 2080-2099, inmcm4, Annual Anomaly, BHR
0.8079, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BHR
1.0, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BHR
0.92627, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BHR
0.5579, 2080-2099, miroc5, Annual Anomaly, BHR
0.25, 2080-2099, miroc_esm_chem, Annual Anomaly, BHR
0.27372, 2080-2099, miroc_esm, Annual Anomaly, BHR
0.9, 2080-2099, mpi_esm_mr, Annual Anomaly, BHR
0.44209, 2080-2099, mri_cgcm3, Annual Anomaly, BHR
0.45, 2080-2099, noresm1_m, Annual Anomaly, BHR
0.07292, 2080-2099, access1_3, Annual Anomaly, BGD
0.06789, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BGD
0.06814, 2080-2099, bcc_csm1_1, Annual Anomaly, BGD
0.0622, 2080-2099, bnu_esm, Annual Anomaly, BGD
0.00533, 2080-2099, canesm2, Annual Anomaly, BGD
0.30727, 2080-2099, ccsm4, Annual Anomaly, BGD
0.12833, 2080-2099, cesm1_bgc, Annual Anomaly, BGD
0.14729, 2080-2099, cesm1_cam5, Annual Anomaly, BGD
-0.0357, 2080-2099, cnrm_cm5, Annual Anomaly, BGD
0.22002, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BGD
0.03807, 2080-2099, gfdl_cm3, Annual Anomaly, BGD
0.17551, 2080-2099, gfdl_esm2g, Annual Anomaly, BGD
-0.0118, 2080-2099, gfdl_esm2m, Annual Anomaly, BGD
-0.0141, 2080-2099, inmcm4, Annual Anomaly, BGD
0.17034, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BGD
0.17767, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BGD
-0.0028, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BGD
0.01535, 2080-2099, miroc5, Annual Anomaly, BGD
0.12199, 2080-2099, miroc_esm_chem, Annual Anomaly, BGD
0.13017, 2080-2099, miroc_esm, Annual Anomaly, BGD
0.41628, 2080-2099, mpi_esm_mr, Annual Anomaly, BGD
0.03695, 2080-2099, mri_cgcm3, Annual Anomaly, BGD
0.16695, 2080-2099, noresm1_m, Annual Anomaly, BGD
0.63174, 2080-2099, access1_3, Annual Anomaly, BRB
0.00912, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BRB
0.59087, 2080-2099, bcc_csm1_1, Annual Anomaly, BRB
0.62261, 2080-2099, bnu_esm, Annual Anomaly, BRB
0.61348, 2080-2099, canesm2, Annual Anomaly, BRB
0.14087, 2080-2099, ccsm4, Annual Anomaly, BRB
0.50912, 2080-2099, cesm1_bgc, Annual Anomaly, BRB
0.59087, 2080-2099, cesm1_cam5, Annual Anomaly, BRB
-0.05, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BRB
0.14087, 2080-2099, gfdl_cm3, Annual Anomaly, BRB
0.09087, 2080-2099, gfdl_esm2g, Annual Anomaly, BRB
0.1, 2080-2099, gfdl_esm2m, Annual Anomaly, BRB
0.8, 2080-2099, inmcm4, Annual Anomaly, BRB
0.34087, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BRB
0.24087, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BRB
0.25912, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BRB
0.5, 2080-2099, miroc5, Annual Anomaly, BRB
-0.05, 2080-2099, miroc_esm_chem, Annual Anomaly, BRB
-0.05, 2080-2099, miroc_esm, Annual Anomaly, BRB
0.44087, 2080-2099, mpi_esm_mr, Annual Anomaly, BRB
0.32537, 2080-2099, access1_3, Annual Anomaly, BLR
0.09136, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BLR
0.01329, 2080-2099, bcc_csm1_1, Annual Anomaly, BLR
0.12689, 2080-2099, bnu_esm, Annual Anomaly, BLR
0.02925, 2080-2099, canesm2, Annual Anomaly, BLR
0.17201, 2080-2099, ccsm4, Annual Anomaly, BLR
0.34815, 2080-2099, cesm1_bgc, Annual Anomaly, BLR
0.3807, 2080-2099, cesm1_cam5, Annual Anomaly, BLR
0.23208, 2080-2099, cnrm_cm5, Annual Anomaly, BLR
0.17637, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BLR
0.04862, 2080-2099, gfdl_cm3, Annual Anomaly, BLR
-0.0042, 2080-2099, gfdl_esm2g, Annual Anomaly, BLR
0.09257, 2080-2099, gfdl_esm2m, Annual Anomaly, BLR
-0.0057, 2080-2099, inmcm4, Annual Anomaly, BLR
0.02197, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BLR
0.30301, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BLR
-0.0255, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BLR
0.41476, 2080-2099, miroc5, Annual Anomaly, BLR
-0.0385, 2080-2099, miroc_esm_chem, Annual Anomaly, BLR
-0.0387, 2080-2099, miroc_esm, Annual Anomaly, BLR
0.04732, 2080-2099, mpi_esm_mr, Annual Anomaly, BLR
-0.0213, 2080-2099, mri_cgcm3, Annual Anomaly, BLR
0.2567, 2080-2099, noresm1_m, Annual Anomaly, BLR
0.21284, 2080-2099, access1_3, Annual Anomaly, BEL
-0.0063, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BEL
0.30001, 2080-2099, bcc_csm1_1, Annual Anomaly, BEL
0.112, 2080-2099, bnu_esm, Annual Anomaly, BEL
0.32471, 2080-2099, canesm2, Annual Anomaly, BEL
0.19989, 2080-2099, ccsm4, Annual Anomaly, BEL
0.56519, 2080-2099, cesm1_bgc, Annual Anomaly, BEL
0.55367, 2080-2099, cesm1_cam5, Annual Anomaly, BEL
0.2737, 2080-2099, cnrm_cm5, Annual Anomaly, BEL
0.56075, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BEL
0.16034, 2080-2099, gfdl_cm3, Annual Anomaly, BEL
0.57033, 2080-2099, gfdl_esm2g, Annual Anomaly, BEL
0.24886, 2080-2099, inmcm4, Annual Anomaly, BEL
0.36695, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BEL
0.09116, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BEL
-0.0574, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BEL
0.24802, 2080-2099, miroc5, Annual Anomaly, BEL
0.00972, 2080-2099, miroc_esm_chem, Annual Anomaly, BEL
-0.0567, 2080-2099, miroc_esm, Annual Anomaly, BEL
0.45402, 2080-2099, mpi_esm_mr, Annual Anomaly, BEL
0.02772, 2080-2099, mri_cgcm3, Annual Anomaly, BEL
0.17067, 2080-2099, noresm1_m, Annual Anomaly, BEL
0.58938, 2080-2099, access1_3, Annual Anomaly, BLZ
0.20227, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BLZ
0.04172, 2080-2099, bcc_csm1_1, Annual Anomaly, BLZ
0.61005, 2080-2099, bnu_esm, Annual Anomaly, BLZ
0.58644, 2080-2099, canesm2, Annual Anomaly, BLZ
0.57991, 2080-2099, ccsm4, Annual Anomaly, BLZ
0.60771, 2080-2099, cesm1_bgc, Annual Anomaly, BLZ
0.29649, 2080-2099, cesm1_cam5, Annual Anomaly, BLZ
0.02282, 2080-2099, cnrm_cm5, Annual Anomaly, BLZ
0.11392, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BLZ
0.111, 2080-2099, gfdl_cm3, Annual Anomaly, BLZ
0.07012, 2080-2099, gfdl_esm2g, Annual Anomaly, BLZ
-0.0098, 2080-2099, gfdl_esm2m, Annual Anomaly, BLZ
0.70348, 2080-2099, inmcm4, Annual Anomaly, BLZ
0.53802, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BLZ
0.84493, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BLZ
0.36637, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BLZ
0.03134, 2080-2099, miroc5, Annual Anomaly, BLZ
0.02943, 2080-2099, miroc_esm_chem, Annual Anomaly, BLZ
0.19966, 2080-2099, miroc_esm, Annual Anomaly, BLZ
0.12576, 2080-2099, mpi_esm_mr, Annual Anomaly, BLZ
0.57891, 2080-2099, mri_cgcm3, Annual Anomaly, BLZ
0.35141, 2080-2099, noresm1_m, Annual Anomaly, BLZ
0.03061, 2080-2099, access1_3, Annual Anomaly, BEN
0.30489, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BEN
0.19834, 2080-2099, bcc_csm1_1, Annual Anomaly, BEN
-0.015, 2080-2099, bnu_esm, Annual Anomaly, BEN
0.35948, 2080-2099, canesm2, Annual Anomaly, BEN
0.14253, 2080-2099, ccsm4, Annual Anomaly, BEN
