Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
-1.8647, 2080-2099, cesm1_bgc, Annual Anomaly, AZE
-1.5047, 2080-2099, cesm1_cam5, Annual Anomaly, AZE
-2.1283, 2080-2099, cmcc_cesm, Annual Anomaly, AZE
-1.8765, 2080-2099, cmcc_cm, Annual Anomaly, AZE
-1.8589, 2080-2099, cmcc_cms, Annual Anomaly, AZE
-0.2299, 2080-2099, cnrm_cm5, Annual Anomaly, AZE
-2.1969, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AZE
-2.6924, 2080-2099, gfdl_cm3, Annual Anomaly, AZE
-2.1355, 2080-2099, gfdl_esm2g, Annual Anomaly, AZE
-1.0128, 2080-2099, gfdl_esm2m, Annual Anomaly, AZE
-2.1227, 2080-2099, inmcm4, Annual Anomaly, AZE
-2.8065, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AZE
-3.1565, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AZE
-1.987, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, AZE
-1.5157, 2080-2099, miroc5, Annual Anomaly, AZE
-1.9997, 2080-2099, miroc_esm_chem, Annual Anomaly, AZE
-2.1701, 2080-2099, miroc_esm, Annual Anomaly, AZE
-1.9676, 2080-2099, mpi_esm_mr, Annual Anomaly, AZE
-0.7696, 2080-2099, mri_cgcm3, Annual Anomaly, AZE
0.14957, 2080-2099, mri_esm1, Annual Anomaly, AZE
-1.6797, 2080-2099, noresm1_m, Annual Anomaly, AZE
-0.3339, 2080-2099, access1_3, Annual Anomaly, BHS
-0.8821, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BHS
-0.2009, 2080-2099, bcc_csm1_1, Annual Anomaly, BHS
-1.0261, 2080-2099, bnu_esm, Annual Anomaly, BHS
-1.6308, 2080-2099, canesm2, Annual Anomaly, BHS
-1.1605, 2080-2099, ccsm4, Annual Anomaly, BHS
-0.4194, 2080-2099, cesm1_bgc, Annual Anomaly, BHS
-1.0137, 2080-2099, cesm1_cam5, Annual Anomaly, BHS
-0.423, 2080-2099, cmcc_cesm, Annual Anomaly, BHS
-0.1496, 2080-2099, cmcc_cm, Annual Anomaly, BHS
-0.4433, 2080-2099, cmcc_cms, Annual Anomaly, BHS
0.48498, 2080-2099, cnrm_cm5, Annual Anomaly, BHS
0.35486, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BHS
-0.4091, 2080-2099, gfdl_cm3, Annual Anomaly, BHS
-0.8593, 2080-2099, gfdl_esm2g, Annual Anomaly, BHS
0.3523, 2080-2099, gfdl_esm2m, Annual Anomaly, BHS
-0.6488, 2080-2099, inmcm4, Annual Anomaly, BHS
0.09415, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BHS
0.33782, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BHS
0.58601, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BHS
0.07878, 2080-2099, miroc5, Annual Anomaly, BHS
-0.8214, 2080-2099, miroc_esm_chem, Annual Anomaly, BHS
-0.3491, 2080-2099, miroc_esm, Annual Anomaly, BHS
0.17222, 2080-2099, mpi_esm_mr, Annual Anomaly, BHS
0.69299, 2080-2099, mri_cgcm3, Annual Anomaly, BHS
0.83211, 2080-2099, mri_esm1, Annual Anomaly, BHS
-1.0075, 2080-2099, noresm1_m, Annual Anomaly, BHS
-1.6051, 2080-2099, access1_3, Annual Anomaly, BHR
-2.6532, 2080-2099, bcc_csm1_1, Annual Anomaly, BHR
0.34688, 2080-2099, bnu_esm, Annual Anomaly, BHR
-1.992, 2080-2099, canesm2, Annual Anomaly, BHR
-1.116, 2080-2099, ccsm4, Annual Anomaly, BHR
-1.4795, 2080-2099, cesm1_bgc, Annual Anomaly, BHR
-2.116, 2080-2099, cesm1_cam5, Annual Anomaly, BHR
-1.3527, 2080-2099, cmcc_cesm, Annual Anomaly, BHR
-2.9733, 2080-2099, cmcc_cms, Annual Anomaly, BHR
-2.162, 2080-2099, cnrm_cm5, Annual Anomaly, BHR
-0.5476, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BHR
-1.9059, 2080-2099, gfdl_cm3, Annual Anomaly, BHR
-4.0429, 2080-2099, gfdl_esm2g, Annual Anomaly, BHR
-1.6224, 2080-2099, gfdl_esm2m, Annual Anomaly, BHR
-0.6672, 2080-2099, inmcm4, Annual Anomaly, BHR
-3.9021, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BHR
-3.9158, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BHR
-3.8567, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BHR
-0.4312, 2080-2099, miroc5, Annual Anomaly, BHR
-0.9468, 2080-2099, miroc_esm_chem, Annual Anomaly, BHR
-0.9863, 2080-2099, miroc_esm, Annual Anomaly, BHR
-3.1769, 2080-2099, mpi_esm_mr, Annual Anomaly, BHR
-0.3344, 2080-2099, mri_cgcm3, Annual Anomaly, BHR
-2.2008, 2080-2099, mri_esm1, Annual Anomaly, BHR
-1.0517, 2080-2099, noresm1_m, Annual Anomaly, BHR
-0.7089, 2080-2099, access1_3, Annual Anomaly, BLR
-0.4139, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BLR
-0.6728, 2080-2099, bcc_csm1_1, Annual Anomaly, BLR
-0.2594, 2080-2099, bnu_esm, Annual Anomaly, BLR
-0.4792, 2080-2099, canesm2, Annual Anomaly, BLR
-1.1224, 2080-2099, ccsm4, Annual Anomaly, BLR
-1.5731, 2080-2099, cesm1_bgc, Annual Anomaly, BLR
-2.0233, 2080-2099, cesm1_cam5, Annual Anomaly, BLR
1.79411, 2080-2099, cmcc_cesm, Annual Anomaly, BLR
-0.357, 2080-2099, cmcc_cm, Annual Anomaly, BLR
0.30969, 2080-2099, cmcc_cms, Annual Anomaly, BLR
0.45464, 2080-2099, cnrm_cm5, Annual Anomaly, BLR
-1.0976, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BLR
-1.0441, 2080-2099, gfdl_cm3, Annual Anomaly, BLR
-0.4044, 2080-2099, gfdl_esm2g, Annual Anomaly, BLR
-0.1602, 2080-2099, gfdl_esm2m, Annual Anomaly, BLR
0.09646, 2080-2099, inmcm4, Annual Anomaly, BLR
-0.4762, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BLR
-0.2672, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BLR
0.07943, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BLR
-0.8789, 2080-2099, miroc5, Annual Anomaly, BLR
0.2374, 2080-2099, miroc_esm_chem, Annual Anomaly, BLR
0.58276, 2080-2099, miroc_esm, Annual Anomaly, BLR
-0.5278, 2080-2099, mpi_esm_mr, Annual Anomaly, BLR
0.68766, 2080-2099, mri_cgcm3, Annual Anomaly, BLR
0.73849, 2080-2099, mri_esm1, Annual Anomaly, BLR
-0.9651, 2080-2099, noresm1_m, Annual Anomaly, BLR
-0.7019, 2080-2099, access1_3, Annual Anomaly, BEL
-0.6025, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BEL
-1.5444, 2080-2099, bcc_csm1_1, Annual Anomaly, BEL
-0.5681, 2080-2099, bnu_esm, Annual Anomaly, BEL
-1.8329, 2080-2099, canesm2, Annual Anomaly, BEL
-1.6401, 2080-2099, ccsm4, Annual Anomaly, BEL
-1.8158, 2080-2099, cesm1_bgc, Annual Anomaly, BEL
-1.6354, 2080-2099, cesm1_cam5, Annual Anomaly, BEL
0.48421, 2080-2099, cmcc_cesm, Annual Anomaly, BEL
-1.3749, 2080-2099, cmcc_cm, Annual Anomaly, BEL
-0.7098, 2080-2099, cmcc_cms, Annual Anomaly, BEL
-0.0219, 2080-2099, cnrm_cm5, Annual Anomaly, BEL
-1.9776, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BEL
-1.5471, 2080-2099, gfdl_cm3, Annual Anomaly, BEL
-1.7892, 2080-2099, gfdl_esm2g, Annual Anomaly, BEL
-0.53, 2080-2099, gfdl_esm2m, Annual Anomaly, BEL
-0.9061, 2080-2099, inmcm4, Annual Anomaly, BEL
-1.4734, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BEL
-0.779, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BEL
0.12427, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BEL
-0.9566, 2080-2099, miroc5, Annual Anomaly, BEL
0.2308, 2080-2099, miroc_esm_chem, Annual Anomaly, BEL
0.97908, 2080-2099, miroc_esm, Annual Anomaly, BEL
-1.5361, 2080-2099, mpi_esm_mr, Annual Anomaly, BEL
0.03621, 2080-2099, mri_cgcm3, Annual Anomaly, BEL
0.16198, 2080-2099, mri_esm1, Annual Anomaly, BEL
-0.9563, 2080-2099, noresm1_m, Annual Anomaly, BEL
-0.8565, 2080-2099, access1_3, Annual Anomaly, BRA
-1.0778, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BRA
-0.6923, 2080-2099, bcc_csm1_1, Annual Anomaly, BRA
-0.6134, 2080-2099, bnu_esm, Annual Anomaly, BRA
-2.2621, 2080-2099, canesm2, Annual Anomaly, BRA
-0.9274, 2080-2099, ccsm4, Annual Anomaly, BRA
-1.3162, 2080-2099, cesm1_bgc, Annual Anomaly, BRA
-1.7803, 2080-2099, cesm1_cam5, Annual Anomaly, BRA
0.20223, 2080-2099, cmcc_cesm, Annual Anomaly, BRA
-0.4418, 2080-2099, cmcc_cm, Annual Anomaly, BRA
-0.3246, 2080-2099, cmcc_cms, Annual Anomaly, BRA
-0.2875, 2080-2099, cnrm_cm5, Annual Anomaly, BRA
-1.0974, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BRA
-1.6258, 2080-2099, gfdl_cm3, Annual Anomaly, BRA
-0.6895, 2080-2099, gfdl_esm2g, Annual Anomaly, BRA
-0.6245, 2080-2099, gfdl_esm2m, Annual Anomaly, BRA
-0.3354, 2080-2099, inmcm4, Annual Anomaly, BRA
0.51761, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BRA
0.72259, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BRA
-1.0991, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BRA
-0.4159, 2080-2099, miroc5, Annual Anomaly, BRA
-1.7735, 2080-2099, miroc_esm_chem, Annual Anomaly, BRA
-1.3233, 2080-2099, miroc_esm, Annual Anomaly, BRA
-1.3217, 2080-2099, mpi_esm_mr, Annual Anomaly, BRA
-0.3134, 2080-2099, mri_cgcm3, Annual Anomaly, BRA
-0.479, 2080-2099, mri_esm1, Annual Anomaly, BRA
-1.4144, 2080-2099, noresm1_m, Annual Anomaly, BRA
0.01702, 2080-2099, access1_3, Annual Anomaly, BRN
0.11792, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BRN
0.10169, 2080-2099, bcc_csm1_1, Annual Anomaly, BRN
0.48603, 2080-2099, bnu_esm, Annual Anomaly, BRN
-0.2983, 2080-2099, canesm2, Annual Anomaly, BRN
1.53838, 2080-2099, ccsm4, Annual Anomaly, BRN
0.86321, 2080-2099, cesm1_bgc, Annual Anomaly, BRN
1.05973, 2080-2099, cesm1_cam5, Annual Anomaly, BRN
0.75333, 2080-2099, cmcc_cesm, Annual Anomaly, BRN
0.80168, 2080-2099, cmcc_cm, Annual Anomaly, BRN
1.07001, 2080-2099, cmcc_cms, Annual Anomaly, BRN
-0.1151, 2080-2099, cnrm_cm5, Annual Anomaly, BRN
-0.268, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BRN
0.51564, 2080-2099, gfdl_cm3, Annual Anomaly, BRN
0.4764, 2080-2099, gfdl_esm2g, Annual Anomaly, BRN
0.67576, 2080-2099, gfdl_esm2m, Annual Anomaly, BRN
2.01524, 2080-2099, inmcm4, Annual Anomaly, BRN
2.28228, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BRN
0.8843, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BRN
-0.2711, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BRN
2.04092, 2080-2099, miroc5, Annual Anomaly, BRN
0.45902, 2080-2099, miroc_esm_chem, Annual Anomaly, BRN
0.38302, 2080-2099, miroc_esm, Annual Anomaly, BRN
0.67683, 2080-2099, mpi_esm_mr, Annual Anomaly, BRN
0.09567, 2080-2099, mri_cgcm3, Annual Anomaly, BRN
0.85367, 2080-2099, mri_esm1, Annual Anomaly, BRN
1.47961, 2080-2099, noresm1_m, Annual Anomaly, BRN
-1.8321, 2080-2099, access1_3, Annual Anomaly, BGR
-2.0641, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BGR
-2.3523, 2080-2099, bcc_csm1_1, Annual Anomaly, BGR
-2.3696, 2080-2099, bnu_esm, Annual Anomaly, BGR
-0.996, 2080-2099, canesm2, Annual Anomaly, BGR
-1.8251, 2080-2099, ccsm4, Annual Anomaly, BGR
-2.2216, 2080-2099, cesm1_bgc, Annual Anomaly, BGR
-1.822, 2080-2099, cesm1_cam5, Annual Anomaly, BGR
-1.4707, 2080-2099, cmcc_cesm, Annual Anomaly, BGR
-2.1109, 2080-2099, cmcc_cm, Annual Anomaly, BGR
-1.7483, 2080-2099, cmcc_cms, Annual Anomaly, BGR
-0.4845, 2080-2099, cnrm_cm5, Annual Anomaly, BGR
-2.798, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BGR
-1.4817, 2080-2099, gfdl_cm3, Annual Anomaly, BGR
-1.5086, 2080-2099, gfdl_esm2g, Annual Anomaly, BGR
-1.9244, 2080-2099, gfdl_esm2m, Annual Anomaly, BGR
-1.569, 2080-2099, inmcm4, Annual Anomaly, BGR
-2.9142, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BGR
-3.2527, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BGR
-1.753, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BGR
-2.1581, 2080-2099, miroc5, Annual Anomaly, BGR
-3.0044, 2080-2099, miroc_esm_chem, Annual Anomaly, BGR
-2.5377, 2080-2099, miroc_esm, Annual Anomaly, BGR
-1.5099, 2080-2099, mpi_esm_mr, Annual Anomaly, BGR
-1.0415, 2080-2099, mri_cgcm3, Annual Anomaly, BGR
-0.3571, 2080-2099, mri_esm1, Annual Anomaly, BGR
-1.8967, 2080-2099, noresm1_m, Annual Anomaly, BGR
-0.6575, 2080-2099, access1_3, Annual Anomaly, BFA
-2.2472, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BFA
-1.77, 2080-2099, bcc_csm1_1, Annual Anomaly, BFA
1.83533, 2080-2099, bnu_esm, Annual Anomaly, BFA
-2.8338, 2080-2099, canesm2, Annual Anomaly, BFA
-0.488, 2080-2099, ccsm4, Annual Anomaly, BFA
-0.7416, 2080-2099, cesm1_bgc, Annual Anomaly, BFA
-1.7213, 2080-2099, cesm1_cam5, Annual Anomaly, BFA
-1.1559, 2080-2099, cmcc_cesm, Annual Anomaly, BFA
-1.2945, 2080-2099, cmcc_cm, Annual Anomaly, BFA
-0.9659, 2080-2099, cmcc_cms, Annual Anomaly, BFA
0.22187, 2080-2099, cnrm_cm5, Annual Anomaly, BFA
-1.7328, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BFA
-0.5855, 2080-2099, gfdl_cm3, Annual Anomaly, BFA
-0.6089, 2080-2099, gfdl_esm2g, Annual Anomaly, BFA
-0.6359, 2080-2099, gfdl_esm2m, Annual Anomaly, BFA
-0.0332, 2080-2099, inmcm4, Annual Anomaly, BFA
-1.3675, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BFA
-2.3999, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BFA
-0.914, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, BFA
0.32298, 2080-2099, miroc5, Annual Anomaly, BFA
1.71403, 2080-2099, miroc_esm_chem, Annual Anomaly, BFA
2.06256, 2080-2099, miroc_esm, Annual Anomaly, BFA
-1.3683, 2080-2099, mpi_esm_mr, Annual Anomaly, BFA
-1.2926, 2080-2099, mri_cgcm3, Annual Anomaly, BFA
-1.2107, 2080-2099, mri_esm1, Annual Anomaly, BFA
0.28328, 2080-2099, noresm1_m, Annual Anomaly, BFA
-1.8132, 2080-2099, access1_3, Annual Anomaly, CPV
-1.0623, 2080-2099, bcc_csm1_1_m, Annual Anomaly, CPV
-0.8155, 2080-2099, bcc_csm1_1, Annual Anomaly, CPV
0.6083, 2080-2099, bnu_esm, Annual Anomaly, CPV
-3.6007, 2080-2099, canesm2, Annual Anomaly, CPV
-1.0075, 2080-2099, ccsm4, Annual Anomaly, CPV
-2.3706, 2080-2099, cesm1_bgc, Annual Anomaly, CPV
-0.0938, 2080-2099, cesm1_cam5, Annual Anomaly, CPV
-2.921, 2080-2099, cmcc_cesm, Annual Anomaly, CPV
-0.6001, 2080-2099, cmcc_cm, Annual Anomaly, CPV
-0.546, 2080-2099, cmcc_cms, Annual Anomaly, CPV
-0.0879, 2080-2099, cnrm_cm5, Annual Anomaly, CPV
-1.9605, 2080-2099, csiro_mk3_6_0, Annual Anomaly, CPV
0.72546, 2080-2099, gfdl_cm3, Annual Anomaly, CPV
1.19053, 2080-2099, gfdl_esm2g, Annual Anomaly, CPV
0.77892, 2080-2099, gfdl_esm2m, Annual Anomaly, CPV
-0.7908, 2080-2099, inmcm4, Annual Anomaly, CPV
-2.698, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, CPV
-3.8612, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, CPV
-1.5349, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, CPV
-1.6714, 2080-2099, miroc5, Annual Anomaly, CPV
0.19453, 2080-2099, miroc_esm_chem, Annual Anomaly, CPV
0.85313, 2080-2099, miroc_esm, Annual Anomaly, CPV
-1.9913, 2080-2099, mpi_esm_mr, Annual Anomaly, CPV
-1.3832, 2080-2099, mri_cgcm3, Annual Anomaly, CPV
-0.7925, 2080-2099, mri_esm1, Annual Anomaly, CPV
-0.9654, 2080-2099, noresm1_m, Annual Anomaly, CPV
-1.8867, 2080-2099, access1_3, Annual Anomaly, COL
-1.5901, 2080-2099, bcc_csm1_1_m, Annual Anomaly, COL
0.74987, 2080-2099, bcc_csm1_1, Annual Anomaly, COL
-0.2528, 2080-2099, bnu_esm, Annual Anomaly, COL
-2.1129, 2080-2099, canesm2, Annual Anomaly, COL
-0.6191, 2080-2099, ccsm4, Annual Anomaly, COL
-0.4426, 2080-2099, cesm1_bgc, Annual Anomaly, COL
-1.1834, 2080-2099, cesm1_cam5, Annual Anomaly, COL
0.64186, 2080-2099, cmcc_cesm, Annual Anomaly, COL
0.18092, 2080-2099, cmcc_cm, Annual Anomaly, COL
0.15716, 2080-2099, cmcc_cms, Annual Anomaly, COL
-0.2367, 2080-2099, cnrm_cm5, Annual Anomaly, COL
-0.3647, 2080-2099, csiro_mk3_6_0, Annual Anomaly, COL
-1.2216, 2080-2099, gfdl_cm3, Annual Anomaly, COL
-0.0679, 2080-2099, gfdl_esm2g, Annual Anomaly, COL
0.06444, 2080-2099, gfdl_esm2m, Annual Anomaly, COL
-0.6504, 2080-2099, inmcm4, Annual Anomaly, COL
-0.1595, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, COL
-0.0966, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, COL
-1.6048, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, COL
-0.0409, 2080-2099, miroc5, Annual Anomaly, COL
1.0072, 2080-2099, miroc_esm_chem, Annual Anomaly, COL
0.66713, 2080-2099, miroc_esm, Annual Anomaly, COL
-0.4795, 2080-2099, mpi_esm_mr, Annual Anomaly, COL
0.54873, 2080-2099, mri_cgcm3, Annual Anomaly, COL
0.32226, 2080-2099, mri_esm1, Annual Anomaly, COL
0.49352, 2080-2099, noresm1_m, Annual Anomaly, COL
-1.6465, 2080-2099, access1_3, Annual Anomaly, CYP
-2.1333, 2080-2099, bcc_csm1_1_m, Annual Anomaly, CYP
-2.243, 2080-2099, bcc_csm1_1, Annual Anomaly, CYP
-1.6506, 2080-2099, bnu_esm, Annual Anomaly, CYP
-2.6086, 2080-2099, canesm2, Annual Anomaly, CYP
-1.9085, 2080-2099, ccsm4, Annual Anomaly, CYP
-2.1508, 2080-2099, cesm1_bgc, Annual Anomaly, CYP
-1.697, 2080-2099, cesm1_cam5, Annual Anomaly, CYP
-2.5051, 2080-2099, cmcc_cesm, Annual Anomaly, CYP
-3.515, 2080-2099, cmcc_cm, Annual Anomaly, CYP
-1.9582, 2080-2099, cmcc_cms, Annual Anomaly, CYP
-0.49, 2080-2099, cnrm_cm5, Annual Anomaly, CYP
-2.1668, 2080-2099, csiro_mk3_6_0, Annual Anomaly, CYP
-2.1835, 2080-2099, gfdl_cm3, Annual Anomaly, CYP
-2.5338, 2080-2099, gfdl_esm2g, Annual Anomaly, CYP
-2.0252, 2080-2099, gfdl_esm2m, Annual Anomaly, CYP
-1.8035, 2080-2099, inmcm4, Annual Anomaly, CYP
-2.7773, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, CYP
-3.2056, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, CYP
-1.515, 2080-2099, ipsl_cm5b_lr, Annual Anomaly, CYP
-1.9908, 2080-2099, miroc5, Annual Anomaly, CYP
-3.0859, 2080-2099, miroc_esm_chem, Annual Anomaly, CYP
-3.0718, 2080-2099, miroc_esm, Annual Anomaly, CYP
-0.4356, 2080-2099, mpi_esm_mr, Annual Anomaly, CYP
-1.3946, 2080-2099, mri_cgcm3, Annual Anomaly, CYP
-1.737, 2080-2099, mri_esm1, Annual Anomaly, CYP
-2.0784, 2080-2099, noresm1_m, Annual Anomaly, CYP
-0.4746, 2080-2099, access1_3, Annual Anomaly, CZE
-0.9745, 2080-2099, bcc_csm1_1_m, Annual Anomaly, CZE
-1.9344, 2080-2099, bcc_csm1_1, Annual Anomaly, CZE
