Annual Severe Drought Likelihood - (Probability), Year, Model, Statistics, ISO3
0.14678, 2060-2079, csiro_mk3_6_0, Annual Anomaly, BOL
0.73473, 2060-2079, gfdl_cm3, Annual Anomaly, BOL
0.20396, 2060-2079, gfdl_esm2g, Annual Anomaly, BOL
0.12514, 2060-2079, gfdl_esm2m, Annual Anomaly, BOL
0.47208, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, BOL
0.22656, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, BOL
0.19252, 2060-2079, miroc5, Annual Anomaly, BOL
0.51662, 2060-2079, miroc_esm_chem, Annual Anomaly, BOL
0.4604, 2060-2079, miroc_esm, Annual Anomaly, BOL
0.21846, 2060-2079, mri_cgcm3, Annual Anomaly, BOL
0.23663, 2060-2079, noresm1_m, Annual Anomaly, BOL
0.46496, 2060-2079, bcc_csm1_1_m, Annual Anomaly, BIH
0.1414, 2060-2079, bcc_csm1_1, Annual Anomaly, BIH
0.42386, 2060-2079, ccsm4, Annual Anomaly, BIH
0.18733, 2060-2079, cesm1_cam5, Annual Anomaly, BIH
0.23403, 2060-2079, csiro_mk3_6_0, Annual Anomaly, BIH
0.69426, 2060-2079, gfdl_cm3, Annual Anomaly, BIH
0.05384, 2060-2079, gfdl_esm2g, Annual Anomaly, BIH
0.14277, 2060-2079, gfdl_esm2m, Annual Anomaly, BIH
0.2738, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, BIH
0.16751, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, BIH
0.74446, 2060-2079, miroc5, Annual Anomaly, BIH
0.33903, 2060-2079, miroc_esm_chem, Annual Anomaly, BIH
0.01022, 2060-2079, miroc_esm, Annual Anomaly, BIH
0.07475, 2060-2079, mri_cgcm3, Annual Anomaly, BIH
0.14982, 2060-2079, noresm1_m, Annual Anomaly, BIH
0.22067, 2060-2079, bcc_csm1_1_m, Annual Anomaly, BRA
0.16216, 2060-2079, bcc_csm1_1, Annual Anomaly, BRA
0.07577, 2060-2079, ccsm4, Annual Anomaly, BRA
0.3318, 2060-2079, cesm1_cam5, Annual Anomaly, BRA
0.15825, 2060-2079, csiro_mk3_6_0, Annual Anomaly, BRA
0.32345, 2060-2079, gfdl_cm3, Annual Anomaly, BRA
0.12069, 2060-2079, gfdl_esm2g, Annual Anomaly, BRA
0.07814, 2060-2079, gfdl_esm2m, Annual Anomaly, BRA
0.05115, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, BRA
0.02332, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, BRA
0.12311, 2060-2079, miroc5, Annual Anomaly, BRA
0.44109, 2060-2079, miroc_esm_chem, Annual Anomaly, BRA
0.21044, 2060-2079, miroc_esm, Annual Anomaly, BRA
0.19516, 2060-2079, mri_cgcm3, Annual Anomaly, BRA
0.26298, 2060-2079, noresm1_m, Annual Anomaly, BRA
0.17918, 2060-2079, bcc_csm1_1_m, Annual Anomaly, BRN
0.07639, 2060-2079, bcc_csm1_1, Annual Anomaly, BRN
-0.0331, 2060-2079, ccsm4, Annual Anomaly, BRN
-0.0763, 2060-2079, cesm1_cam5, Annual Anomaly, BRN
0.05, 2060-2079, csiro_mk3_6_0, Annual Anomaly, BRN
0.02639, 2060-2079, gfdl_cm3, Annual Anomaly, BRN
-0.05, 2060-2079, gfdl_esm2g, Annual Anomaly, BRN
-0.0236, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, BRN
-0.046, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, BRN
0.05612, 2060-2079, miroc5, Annual Anomaly, BRN
0.00278, 2060-2079, miroc_esm_chem, Annual Anomaly, BRN
0.35, 2060-2079, mri_cgcm3, Annual Anomaly, BRN
0.06963, 2060-2079, noresm1_m, Annual Anomaly, BRN
0.36343, 2060-2079, bcc_csm1_1_m, Annual Anomaly, BGR
0.29926, 2060-2079, bcc_csm1_1, Annual Anomaly, BGR
0.14459, 2060-2079, ccsm4, Annual Anomaly, BGR
0.41302, 2060-2079, cesm1_cam5, Annual Anomaly, BGR
0.66957, 2060-2079, csiro_mk3_6_0, Annual Anomaly, BGR
0.71193, 2060-2079, gfdl_cm3, Annual Anomaly, BGR
0.05864, 2060-2079, gfdl_esm2g, Annual Anomaly, BGR
0.39369, 2060-2079, gfdl_esm2m, Annual Anomaly, BGR
0.22969, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, BGR
0.54964, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, BGR
0.44316, 2060-2079, miroc5, Annual Anomaly, BGR
0.59538, 2060-2079, miroc_esm_chem, Annual Anomaly, BGR
0.15549, 2060-2079, bcc_csm1_1_m, Annual Anomaly, KHM
-0.0324, 2060-2079, bcc_csm1_1, Annual Anomaly, KHM
-0.0422, 2060-2079, ccsm4, Annual Anomaly, KHM
0.03815, 2060-2079, cesm1_cam5, Annual Anomaly, KHM
0.00891, 2060-2079, csiro_mk3_6_0, Annual Anomaly, KHM
-0.0468, 2060-2079, gfdl_cm3, Annual Anomaly, KHM
-2.0E-4, 2060-2079, gfdl_esm2g, Annual Anomaly, KHM
-0.0595, 2060-2079, gfdl_esm2m, Annual Anomaly, KHM
0.11604, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, KHM
0.02955, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, KHM
-0.0181, 2060-2079, miroc5, Annual Anomaly, KHM
0.2409, 2060-2079, miroc_esm_chem, Annual Anomaly, KHM
0.12558, 2060-2079, miroc_esm, Annual Anomaly, KHM
0.13738, 2060-2079, mri_cgcm3, Annual Anomaly, KHM
0.11989, 2060-2079, noresm1_m, Annual Anomaly, KHM
0.2131, 2060-2079, bcc_csm1_1_m, Annual Anomaly, CMR
0.03307, 2060-2079, bcc_csm1_1, Annual Anomaly, CMR
-0.0242, 2060-2079, ccsm4, Annual Anomaly, CMR
-2.0E-4, 2060-2079, cesm1_cam5, Annual Anomaly, CMR
0.2113, 2060-2079, csiro_mk3_6_0, Annual Anomaly, CMR
-0.0212, 2060-2079, gfdl_cm3, Annual Anomaly, CMR
-0.0161, 2060-2079, gfdl_esm2g, Annual Anomaly, CMR
0.07053, 2060-2079, gfdl_esm2m, Annual Anomaly, CMR
0.14263, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, CMR
0.31683, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, CMR
0.08399, 2060-2079, miroc5, Annual Anomaly, CMR
0.22951, 2060-2079, miroc_esm_chem, Annual Anomaly, CMR
0.14161, 2060-2079, miroc_esm, Annual Anomaly, CMR
0.03581, 2060-2079, mri_cgcm3, Annual Anomaly, CMR
0.09829, 2060-2079, noresm1_m, Annual Anomaly, CMR
0.05946, 2060-2079, bcc_csm1_1_m, Annual Anomaly, CAN
0.03027, 2060-2079, bcc_csm1_1, Annual Anomaly, CAN
0.06831, 2060-2079, ccsm4, Annual Anomaly, CAN
0.13052, 2060-2079, cesm1_cam5, Annual Anomaly, CAN
0.04437, 2060-2079, csiro_mk3_6_0, Annual Anomaly, CAN
0.0601, 2060-2079, gfdl_cm3, Annual Anomaly, CAN
0.0592, 2060-2079, gfdl_esm2g, Annual Anomaly, CAN
0.08696, 2060-2079, gfdl_esm2m, Annual Anomaly, CAN
0.15348, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, CAN
0.19426, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, CAN
0.12022, 2060-2079, miroc5, Annual Anomaly, CAN
0.06345, 2060-2079, miroc_esm_chem, Annual Anomaly, CAN
0.04065, 2060-2079, miroc_esm, Annual Anomaly, CAN
0.0084, 2060-2079, mri_cgcm3, Annual Anomaly, CAN
0.11345, 2060-2079, noresm1_m, Annual Anomaly, CAN
0.04876, 2060-2079, bcc_csm1_1_m, Annual Anomaly, CPV
0.20904, 2060-2079, bcc_csm1_1, Annual Anomaly, CPV
0.2585, 2060-2079, ccsm4, Annual Anomaly, CPV
0.4677, 2060-2079, cesm1_cam5, Annual Anomaly, CPV
0.22611, 2060-2079, csiro_mk3_6_0, Annual Anomaly, CPV
0.09207, 2060-2079, gfdl_cm3, Annual Anomaly, CPV
-0.0253, 2060-2079, gfdl_esm2g, Annual Anomaly, CPV
0.02175, 2060-2079, gfdl_esm2m, Annual Anomaly, CPV
0.66611, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, CPV
0.7068, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, CPV
0.50739, 2060-2079, miroc5, Annual Anomaly, CPV
-0.0254, 2060-2079, miroc_esm_chem, Annual Anomaly, CPV
0.04965, 2060-2079, miroc_esm, Annual Anomaly, CPV
0.26818, 2060-2079, mri_cgcm3, Annual Anomaly, CPV
0.31938, 2060-2079, noresm1_m, Annual Anomaly, CPV
0.07247, 2060-2079, bcc_csm1_1_m, Annual Anomaly, DJI
0.33914, 2060-2079, bcc_csm1_1, Annual Anomaly, DJI
-0.0232, 2060-2079, ccsm4, Annual Anomaly, DJI
-0.031, 2060-2079, cesm1_cam5, Annual Anomaly, DJI
0.58731, 2060-2079, csiro_mk3_6_0, Annual Anomaly, DJI
0.51358, 2060-2079, gfdl_cm3, Annual Anomaly, DJI
-0.0022, 2060-2079, gfdl_esm2g, Annual Anomaly, DJI
0.13152, 2060-2079, gfdl_esm2m, Annual Anomaly, DJI
-0.0543, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, DJI
0.7647, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, DJI
-0.1, 2060-2079, miroc_esm_chem, Annual Anomaly, DJI
-0.0289, 2060-2079, miroc_esm, Annual Anomaly, DJI
0.23196, 2060-2079, mri_cgcm3, Annual Anomaly, DJI
0.02057, 2060-2079, noresm1_m, Annual Anomaly, DJI
0.49324, 2060-2079, bcc_csm1_1_m, Annual Anomaly, DOM
0.40024, 2060-2079, bcc_csm1_1, Annual Anomaly, DOM
0.52454, 2060-2079, ccsm4, Annual Anomaly, DOM
0.45281, 2060-2079, cesm1_cam5, Annual Anomaly, DOM
0.08323, 2060-2079, csiro_mk3_6_0, Annual Anomaly, DOM
0.31913, 2060-2079, gfdl_cm3, Annual Anomaly, DOM
0.30862, 2060-2079, gfdl_esm2g, Annual Anomaly, DOM
0.13249, 2060-2079, gfdl_esm2m, Annual Anomaly, DOM
-0.0138, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, DOM
0.89251, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, DOM
0.27746, 2060-2079, miroc5, Annual Anomaly, DOM
0.20858, 2060-2079, miroc_esm_chem, Annual Anomaly, DOM
0.15883, 2060-2079, miroc_esm, Annual Anomaly, DOM
0.45388, 2060-2079, mri_cgcm3, Annual Anomaly, DOM
0.73342, 2060-2079, noresm1_m, Annual Anomaly, DOM
-0.0161, 2060-2079, bcc_csm1_1_m, Annual Anomaly, FIN
0.06854, 2060-2079, bcc_csm1_1, Annual Anomaly, FIN
0.00311, 2060-2079, ccsm4, Annual Anomaly, FIN
0.14464, 2060-2079, cesm1_cam5, Annual Anomaly, FIN
0.03426, 2060-2079, csiro_mk3_6_0, Annual Anomaly, FIN
0.00304, 2060-2079, gfdl_cm3, Annual Anomaly, FIN
0.05739, 2060-2079, gfdl_esm2g, Annual Anomaly, FIN
-0.0342, 2060-2079, gfdl_esm2m, Annual Anomaly, FIN
0.2075, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, FIN
0.33663, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, FIN
0.09746, 2060-2079, miroc5, Annual Anomaly, FIN
0.02216, 2060-2079, miroc_esm_chem, Annual Anomaly, FIN
0.09414, 2060-2079, miroc_esm, Annual Anomaly, FIN
-0.0779, 2060-2079, mri_cgcm3, Annual Anomaly, FIN
0.09971, 2060-2079, noresm1_m, Annual Anomaly, FIN
0.35, 2060-2079, bcc_csm1_1_m, Annual Anomaly, MCO
0.45, 2060-2079, bcc_csm1_1, Annual Anomaly, MCO
-0.1, 2060-2079, ccsm4, Annual Anomaly, MCO
0.1, 2060-2079, cesm1_cam5, Annual Anomaly, MCO
0.45, 2060-2079, csiro_mk3_6_0, Annual Anomaly, MCO
0.65, 2060-2079, gfdl_cm3, Annual Anomaly, MCO
0.05, 2060-2079, gfdl_esm2g, Annual Anomaly, MCO
0.25, 2060-2079, gfdl_esm2m, Annual Anomaly, MCO
0.3, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, MCO
0.15, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, MCO
0.35, 2060-2079, miroc5, Annual Anomaly, MCO
0.15, 2060-2079, miroc_esm_chem, Annual Anomaly, MCO
0.15, 2060-2079, mri_cgcm3, Annual Anomaly, MCO
0.1, 2060-2079, noresm1_m, Annual Anomaly, MCO
0.35812, 2060-2079, bcc_csm1_1_m, Annual Anomaly, MNG
0.14556, 2060-2079, bcc_csm1_1, Annual Anomaly, MNG
0.2909, 2060-2079, ccsm4, Annual Anomaly, MNG
0.28996, 2060-2079, cesm1_cam5, Annual Anomaly, MNG
0.34775, 2060-2079, csiro_mk3_6_0, Annual Anomaly, MNG
0.42086, 2060-2079, gfdl_cm3, Annual Anomaly, MNG
0.27853, 2060-2079, gfdl_esm2g, Annual Anomaly, MNG
0.34839, 2060-2079, gfdl_esm2m, Annual Anomaly, MNG
0.30048, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, MNG
0.63204, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, MNG
0.5413, 2060-2079, miroc5, Annual Anomaly, MNG
0.3552, 2060-2079, miroc_esm_chem, Annual Anomaly, MNG
0.39046, 2060-2079, miroc_esm, Annual Anomaly, MNG
0.13027, 2060-2079, mri_cgcm3, Annual Anomaly, MNG
0.19348, 2060-2079, noresm1_m, Annual Anomaly, MNG
0.82754, 2060-2079, bcc_csm1_1_m, Annual Anomaly, MAR
0.84698, 2060-2079, bcc_csm1_1, Annual Anomaly, MAR
0.50254, 2060-2079, ccsm4, Annual Anomaly, MAR
0.21123, 2060-2079, cesm1_cam5, Annual Anomaly, MAR
0.70336, 2060-2079, csiro_mk3_6_0, Annual Anomaly, MAR
0.91708, 2060-2079, gfdl_cm3, Annual Anomaly, MAR
0.33398, 2060-2079, gfdl_esm2g, Annual Anomaly, MAR
0.6103, 2060-2079, gfdl_esm2m, Annual Anomaly, MAR
0.86202, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, MAR
0.81846, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, MAR
0.39697, 2060-2079, miroc5, Annual Anomaly, MAR
0.68367, 2060-2079, miroc_esm_chem, Annual Anomaly, MAR
0.67857, 2060-2079, miroc_esm, Annual Anomaly, MAR
0.28331, 2060-2079, mri_cgcm3, Annual Anomaly, MAR
0.7235, 2060-2079, noresm1_m, Annual Anomaly, MAR
0.27372, 2060-2079, bcc_csm1_1_m, Annual Anomaly, MOZ
0.01634, 2060-2079, bcc_csm1_1, Annual Anomaly, MOZ
0.18871, 2060-2079, ccsm4, Annual Anomaly, MOZ
0.12862, 2060-2079, cesm1_cam5, Annual Anomaly, MOZ
0.13661, 2060-2079, csiro_mk3_6_0, Annual Anomaly, MOZ
0.18486, 2060-2079, gfdl_cm3, Annual Anomaly, MOZ
0.24715, 2060-2079, gfdl_esm2g, Annual Anomaly, MOZ
0.19458, 2060-2079, gfdl_esm2m, Annual Anomaly, MOZ
0.11719, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, MOZ
0.01377, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, MOZ
0.24265, 2060-2079, miroc5, Annual Anomaly, MOZ
0.53555, 2060-2079, miroc_esm_chem, Annual Anomaly, MOZ
0.15182, 2060-2079, miroc_esm, Annual Anomaly, MOZ
0.27079, 2060-2079, mri_cgcm3, Annual Anomaly, MOZ
0.14684, 2060-2079, noresm1_m, Annual Anomaly, MOZ
0.13353, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
0.009, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
-0.0035, 2060-2079, ccsm4, Annual Anomaly, NPL
-0.0452, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
0.15396, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
0.12453, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
0.05024, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
0.21571, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
0.18464, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
0.07109, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
-0.0247, 2060-2079, miroc5, Annual Anomaly, NPL
0.10412, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
0.06455, 2060-2079, miroc_esm, Annual Anomaly, NPL
0.07945, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
0.05971, 2060-2079, noresm1_m, Annual Anomaly, NPL
-0.0161, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NLD
0.24763, 2060-2079, bcc_csm1_1, Annual Anomaly, NLD
0.27908, 2060-2079, ccsm4, Annual Anomaly, NLD
0.07576, 2060-2079, cesm1_cam5, Annual Anomaly, NLD
0.23061, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NLD
0.00694, 2060-2079, gfdl_cm3, Annual Anomaly, NLD
0.32087, 2060-2079, gfdl_esm2g, Annual Anomaly, NLD
-0.0101, 2060-2079, gfdl_esm2m, Annual Anomaly, NLD
0.25965, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NLD
0.13529, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NLD
0.24665, 2060-2079, miroc5, Annual Anomaly, NLD
-0.0296, 2060-2079, miroc_esm_chem, Annual Anomaly, NLD
-0.0148, 2060-2079, miroc_esm, Annual Anomaly, NLD
0.19391, 2060-2079, mri_cgcm3, Annual Anomaly, NLD
0.00152, 2060-2079, noresm1_m, Annual Anomaly, NLD
0.12333, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NZL
0.24179, 2060-2079, bcc_csm1_1, Annual Anomaly, NZL
0.05488, 2060-2079, ccsm4, Annual Anomaly, NZL
0.02753, 2060-2079, cesm1_cam5, Annual Anomaly, NZL
0.00504, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NZL
0.05022, 2060-2079, gfdl_cm3, Annual Anomaly, NZL
0.0725, 2060-2079, gfdl_esm2g, Annual Anomaly, NZL
0.11682, 2060-2079, gfdl_esm2m, Annual Anomaly, NZL
0.19906, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NZL
0.37038, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NZL
0.15002, 2060-2079, miroc5, Annual Anomaly, NZL
0.03208, 2060-2079, miroc_esm_chem, Annual Anomaly, NZL
0.03753, 2060-2079, miroc_esm, Annual Anomaly, NZL
0.06144, 2060-2079, mri_cgcm3, Annual Anomaly, NZL
0.02765, 2060-2079, noresm1_m, Annual Anomaly, NZL
0.68319, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NIC
0.22454, 2060-2079, bcc_csm1_1, Annual Anomaly, NIC
0.38503, 2060-2079, ccsm4, Annual Anomaly, NIC
0.45444, 2060-2079, cesm1_cam5, Annual Anomaly, NIC
0.10099, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NIC
0.22144, 2060-2079, gfdl_cm3, Annual Anomaly, NIC
0.12161, 2060-2079, gfdl_esm2g, Annual Anomaly, NIC
0.59909, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NIC
0.80306, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NIC
0.1042, 2060-2079, miroc5, Annual Anomaly, NIC
0.0513, 2060-2079, miroc_esm_chem, Annual Anomaly, NIC
0.23284, 2060-2079, miroc_esm, Annual Anomaly, NIC
0.1809, 2060-2079, mri_cgcm3, Annual Anomaly, NIC
0.52989, 2060-2079, noresm1_m, Annual Anomaly, NIC
0.69591, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NER
0.57511, 2060-2079, bcc_csm1_1, Annual Anomaly, NER
0.17292, 2060-2079, ccsm4, Annual Anomaly, NER
