Annual Severe Drought Likelihood - (Probability), Year, Model, Statistics, ISO3
0.03264, 2040-2059, mpi_esm_mr, Annual Anomaly, ALB
0.13808, 2040-2059, mri_cgcm3, Annual Anomaly, ALB
0.51392, 2040-2059, noresm1_m, Annual Anomaly, ALB
0.83299, 2040-2059, access1_3, Annual Anomaly, DZA
0.68771, 2040-2059, bcc_csm1_1_m, Annual Anomaly, DZA
0.47881, 2040-2059, bcc_csm1_1, Annual Anomaly, DZA
0.41936, 2040-2059, bnu_esm, Annual Anomaly, DZA
0.53367, 2040-2059, canesm2, Annual Anomaly, DZA
0.57045, 2040-2059, ccsm4, Annual Anomaly, DZA
0.46971, 2040-2059, cesm1_bgc, Annual Anomaly, DZA
0.48423, 2040-2059, cesm1_cam5, Annual Anomaly, DZA
0.16475, 2040-2059, cnrm_cm5, Annual Anomaly, DZA
0.40658, 2040-2059, csiro_mk3_6_0, Annual Anomaly, DZA
0.79997, 2040-2059, gfdl_cm3, Annual Anomaly, DZA
0.37602, 2040-2059, gfdl_esm2g, Annual Anomaly, DZA
0.43388, 2040-2059, gfdl_esm2m, Annual Anomaly, DZA
0.12751, 2040-2059, inmcm4, Annual Anomaly, DZA
0.76446, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, DZA
0.65074, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, DZA
0.4185, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, DZA
0.46296, 2040-2059, miroc5, Annual Anomaly, DZA
0.54105, 2040-2059, miroc_esm_chem, Annual Anomaly, DZA
0.59848, 2040-2059, miroc_esm, Annual Anomaly, DZA
0.77603, 2040-2059, mpi_esm_mr, Annual Anomaly, DZA
0.64553, 2040-2059, mri_cgcm3, Annual Anomaly, DZA
0.44191, 2040-2059, noresm1_m, Annual Anomaly, DZA
0.41924, 2040-2059, access1_3, Annual Anomaly, AND
0.17297, 2040-2059, bcc_csm1_1_m, Annual Anomaly, AND
0.23944, 2040-2059, bcc_csm1_1, Annual Anomaly, AND
0.59311, 2040-2059, bnu_esm, Annual Anomaly, AND
0.3, 2040-2059, canesm2, Annual Anomaly, AND
0.08469, 2040-2059, ccsm4, Annual Anomaly, AND
0.7702, 2040-2059, cesm1_bgc, Annual Anomaly, AND
0.19897, 2040-2059, cesm1_cam5, Annual Anomaly, AND
-0.0153, 2040-2059, cnrm_cm5, Annual Anomaly, AND
0.63859, 2040-2059, csiro_mk3_6_0, Annual Anomaly, AND
0.69812, 2040-2059, gfdl_cm3, Annual Anomaly, AND
0.05869, 2040-2059, gfdl_esm2g, Annual Anomaly, AND
0.42121, 2040-2059, gfdl_esm2m, Annual Anomaly, AND
0.31821, 2040-2059, inmcm4, Annual Anomaly, AND
0.1, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, AND
0.32379, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, AND
0.4904, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, AND
0.12702, 2040-2059, miroc5, Annual Anomaly, AND
0.73075, 2040-2059, miroc_esm_chem, Annual Anomaly, AND
0.6962, 2040-2059, miroc_esm, Annual Anomaly, AND
0.42992, 2040-2059, mpi_esm_mr, Annual Anomaly, AND
0.05392, 2040-2059, mri_cgcm3, Annual Anomaly, AND
0.36532, 2040-2059, noresm1_m, Annual Anomaly, AND
0.11442, 2040-2059, access1_3, Annual Anomaly, AGO
0.3831, 2040-2059, bcc_csm1_1_m, Annual Anomaly, AGO
0.08105, 2040-2059, bcc_csm1_1, Annual Anomaly, AGO
0.11532, 2040-2059, bnu_esm, Annual Anomaly, AGO
0.30054, 2040-2059, canesm2, Annual Anomaly, AGO
0.04732, 2040-2059, ccsm4, Annual Anomaly, AGO
0.34112, 2040-2059, cesm1_bgc, Annual Anomaly, AGO
0.03489, 2040-2059, cesm1_cam5, Annual Anomaly, AGO
0.12783, 2040-2059, cnrm_cm5, Annual Anomaly, AGO
0.53463, 2040-2059, csiro_mk3_6_0, Annual Anomaly, AGO
0.30627, 2040-2059, gfdl_cm3, Annual Anomaly, AGO
0.14698, 2040-2059, gfdl_esm2g, Annual Anomaly, AGO
0.15982, 2040-2059, gfdl_esm2m, Annual Anomaly, AGO
0.02744, 2040-2059, inmcm4, Annual Anomaly, AGO
0.06831, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, AGO
0.30424, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, AGO
0.08235, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, AGO
0.09601, 2040-2059, miroc5, Annual Anomaly, AGO
0.07715, 2040-2059, miroc_esm_chem, Annual Anomaly, AGO
0.11278, 2040-2059, miroc_esm, Annual Anomaly, AGO
0.071, 2040-2059, mpi_esm_mr, Annual Anomaly, AGO
0.06743, 2040-2059, mri_cgcm3, Annual Anomaly, AGO
0.16825, 2040-2059, noresm1_m, Annual Anomaly, AGO
0.34951, 2040-2059, access1_3, Annual Anomaly, ATG
0.36029, 2040-2059, bcc_csm1_1_m, Annual Anomaly, ATG
0.54019, 2040-2059, bcc_csm1_1, Annual Anomaly, ATG
0.3799, 2040-2059, bnu_esm, Annual Anomaly, ATG
0.52009, 2040-2059, ccsm4, Annual Anomaly, ATG
0.75, 2040-2059, cesm1_bgc, Annual Anomaly, ATG
0.32009, 2040-2059, cesm1_cam5, Annual Anomaly, ATG
0.05, 2040-2059, cnrm_cm5, Annual Anomaly, ATG
0.06029, 2040-2059, csiro_mk3_6_0, Annual Anomaly, ATG
0.1799, 2040-2059, gfdl_esm2g, Annual Anomaly, ATG
0.09951, 2040-2059, inmcm4, Annual Anomaly, ATG
0.47009, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, ATG
0.22009, 2040-2059, miroc5, Annual Anomaly, ATG
0.07009, 2040-2059, miroc_esm_chem, Annual Anomaly, ATG
-0.0598, 2040-2059, miroc_esm, Annual Anomaly, ATG
0.0098, 2040-2059, mpi_esm_mr, Annual Anomaly, ATG
0.29019, 2040-2059, mri_cgcm3, Annual Anomaly, ATG
0.02009, 2040-2059, noresm1_m, Annual Anomaly, ATG
0.12734, 2040-2059, access1_3, Annual Anomaly, ARG
0.13143, 2040-2059, bcc_csm1_1_m, Annual Anomaly, ARG
0.21141, 2040-2059, bcc_csm1_1, Annual Anomaly, ARG
0.09336, 2040-2059, bnu_esm, Annual Anomaly, ARG
0.20618, 2040-2059, canesm2, Annual Anomaly, ARG
0.12522, 2040-2059, ccsm4, Annual Anomaly, ARG
0.10144, 2040-2059, cesm1_bgc, Annual Anomaly, ARG
0.24313, 2040-2059, cesm1_cam5, Annual Anomaly, ARG
0.12247, 2040-2059, cnrm_cm5, Annual Anomaly, ARG
0.15301, 2040-2059, csiro_mk3_6_0, Annual Anomaly, ARG
0.39789, 2040-2059, gfdl_cm3, Annual Anomaly, ARG
0.37781, 2040-2059, gfdl_esm2g, Annual Anomaly, ARG
0.27343, 2040-2059, gfdl_esm2m, Annual Anomaly, ARG
0.0694, 2040-2059, inmcm4, Annual Anomaly, ARG
0.52391, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, ARG
0.29983, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, ARG
0.21732, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, ARG
0.22439, 2040-2059, miroc5, Annual Anomaly, ARG
0.18228, 2040-2059, miroc_esm_chem, Annual Anomaly, ARG
0.38781, 2040-2059, miroc_esm, Annual Anomaly, ARG
0.23465, 2040-2059, mpi_esm_mr, Annual Anomaly, ARG
0.08914, 2040-2059, mri_cgcm3, Annual Anomaly, ARG
0.2273, 2040-2059, noresm1_m, Annual Anomaly, ARG
0.02565, 2040-2059, access1_3, Annual Anomaly, ARM
0.39913, 2040-2059, bcc_csm1_1_m, Annual Anomaly, ARM
0.76041, 2040-2059, bcc_csm1_1, Annual Anomaly, ARM
0.15932, 2040-2059, bnu_esm, Annual Anomaly, ARM
0.46244, 2040-2059, canesm2, Annual Anomaly, ARM
0.49039, 2040-2059, ccsm4, Annual Anomaly, ARM
0.46795, 2040-2059, cesm1_bgc, Annual Anomaly, ARM
0.1164, 2040-2059, cesm1_cam5, Annual Anomaly, ARM
0.14363, 2040-2059, cnrm_cm5, Annual Anomaly, ARM
0.75521, 2040-2059, csiro_mk3_6_0, Annual Anomaly, ARM
0.36177, 2040-2059, gfdl_cm3, Annual Anomaly, ARM
0.1868, 2040-2059, gfdl_esm2g, Annual Anomaly, ARM
0.19584, 2040-2059, gfdl_esm2m, Annual Anomaly, ARM
0.32601, 2040-2059, inmcm4, Annual Anomaly, ARM
0.39157, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, ARM
0.82769, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, ARM
0.39716, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, ARM
0.30413, 2040-2059, miroc5, Annual Anomaly, ARM
0.67036, 2040-2059, miroc_esm_chem, Annual Anomaly, ARM
0.21015, 2040-2059, miroc_esm, Annual Anomaly, ARM
0.2348, 2040-2059, mpi_esm_mr, Annual Anomaly, ARM
0.03008, 2040-2059, mri_cgcm3, Annual Anomaly, ARM
0.15525, 2040-2059, noresm1_m, Annual Anomaly, ARM
0.37043, 2040-2059, access1_3, Annual Anomaly, AUS
0.21727, 2040-2059, bcc_csm1_1_m, Annual Anomaly, AUS
0.15475, 2040-2059, bcc_csm1_1, Annual Anomaly, AUS
0.08111, 2040-2059, bnu_esm, Annual Anomaly, AUS
0.11611, 2040-2059, canesm2, Annual Anomaly, AUS
0.09737, 2040-2059, ccsm4, Annual Anomaly, AUS
0.17123, 2040-2059, cesm1_bgc, Annual Anomaly, AUS
0.07293, 2040-2059, cesm1_cam5, Annual Anomaly, AUS
0.09336, 2040-2059, cnrm_cm5, Annual Anomaly, AUS
0.45314, 2040-2059, csiro_mk3_6_0, Annual Anomaly, AUS
0.45425, 2040-2059, gfdl_cm3, Annual Anomaly, AUS
0.28574, 2040-2059, gfdl_esm2g, Annual Anomaly, AUS
0.14758, 2040-2059, gfdl_esm2m, Annual Anomaly, AUS
0.03156, 2040-2059, inmcm4, Annual Anomaly, AUS
0.58629, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, AUS
0.38594, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, AUS
0.22545, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, AUS
0.11701, 2040-2059, miroc5, Annual Anomaly, AUS
0.22539, 2040-2059, miroc_esm_chem, Annual Anomaly, AUS
0.09158, 2040-2059, miroc_esm, Annual Anomaly, AUS
0.33043, 2040-2059, mpi_esm_mr, Annual Anomaly, AUS
0.1295, 2040-2059, mri_cgcm3, Annual Anomaly, AUS
0.07897, 2040-2059, noresm1_m, Annual Anomaly, AUS
-0.0162, 2040-2059, access1_3, Annual Anomaly, AUT
0.02548, 2040-2059, bcc_csm1_1_m, Annual Anomaly, AUT
-0.0023, 2040-2059, bcc_csm1_1, Annual Anomaly, AUT
0.05211, 2040-2059, bnu_esm, Annual Anomaly, AUT
0.02346, 2040-2059, canesm2, Annual Anomaly, AUT
0.22732, 2040-2059, ccsm4, Annual Anomaly, AUT
0.33346, 2040-2059, cesm1_bgc, Annual Anomaly, AUT
0.07664, 2040-2059, cesm1_cam5, Annual Anomaly, AUT
-9.0E-4, 2040-2059, cnrm_cm5, Annual Anomaly, AUT
0.34747, 2040-2059, csiro_mk3_6_0, Annual Anomaly, AUT
0.33342, 2040-2059, gfdl_cm3, Annual Anomaly, AUT
-0.0431, 2040-2059, gfdl_esm2g, Annual Anomaly, AUT
0.06874, 2040-2059, gfdl_esm2m, Annual Anomaly, AUT
0.18018, 2040-2059, inmcm4, Annual Anomaly, AUT
-0.0219, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, AUT
0.29538, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, AUT
0.26566, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, AUT
0.24715, 2040-2059, miroc5, Annual Anomaly, AUT
0.16873, 2040-2059, miroc_esm_chem, Annual Anomaly, AUT
0.18437, 2040-2059, miroc_esm, Annual Anomaly, AUT
0.17281, 2040-2059, mpi_esm_mr, Annual Anomaly, AUT
0.1602, 2040-2059, mri_cgcm3, Annual Anomaly, AUT
0.18286, 2040-2059, noresm1_m, Annual Anomaly, AUT
0.05398, 2040-2059, access1_3, Annual Anomaly, AZE
0.38623, 2040-2059, bcc_csm1_1_m, Annual Anomaly, AZE
0.62695, 2040-2059, bcc_csm1_1, Annual Anomaly, AZE
0.18133, 2040-2059, bnu_esm, Annual Anomaly, AZE
0.68341, 2040-2059, canesm2, Annual Anomaly, AZE
0.18439, 2040-2059, ccsm4, Annual Anomaly, AZE
0.17571, 2040-2059, cesm1_bgc, Annual Anomaly, AZE
0.15765, 2040-2059, cesm1_cam5, Annual Anomaly, AZE
0.17474, 2040-2059, cnrm_cm5, Annual Anomaly, AZE
0.59078, 2040-2059, csiro_mk3_6_0, Annual Anomaly, AZE
0.47433, 2040-2059, gfdl_cm3, Annual Anomaly, AZE
0.42137, 2040-2059, gfdl_esm2g, Annual Anomaly, AZE
0.20482, 2040-2059, gfdl_esm2m, Annual Anomaly, AZE
0.33492, 2040-2059, inmcm4, Annual Anomaly, AZE
0.35, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, AZE
0.74893, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, AZE
0.4999, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, AZE
0.20084, 2040-2059, miroc5, Annual Anomaly, AZE
0.48803, 2040-2059, miroc_esm_chem, Annual Anomaly, AZE
0.52883, 2040-2059, miroc_esm, Annual Anomaly, AZE
0.34859, 2040-2059, mpi_esm_mr, Annual Anomaly, AZE
0.09471, 2040-2059, mri_cgcm3, Annual Anomaly, AZE
0.20662, 2040-2059, noresm1_m, Annual Anomaly, AZE
0.0239, 2040-2059, access1_3, Annual Anomaly, BHS
0.06792, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BHS
0.14402, 2040-2059, bcc_csm1_1, Annual Anomaly, BHS
0.15298, 2040-2059, bnu_esm, Annual Anomaly, BHS
-0.047, 2040-2059, canesm2, Annual Anomaly, BHS
0.02091, 2040-2059, ccsm4, Annual Anomaly, BHS
0.06195, 2040-2059, cesm1_bgc, Annual Anomaly, BHS
0.19701, 2040-2059, cesm1_cam5, Annual Anomaly, BHS
0.11195, 2040-2059, cnrm_cm5, Annual Anomaly, BHS
0.05896, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BHS
0.04701, 2040-2059, gfdl_cm3, Annual Anomaly, BHS
0.30298, 2040-2059, gfdl_esm2g, Annual Anomaly, BHS
-0.085, 2040-2059, gfdl_esm2m, Annual Anomaly, BHS
0.01792, 2040-2059, inmcm4, Annual Anomaly, BHS
0.23804, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BHS
0.11792, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BHS
-0.0059, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, BHS
0.19402, 2040-2059, miroc5, Annual Anomaly, BHS
0.05, 2040-2059, miroc_esm_chem, Annual Anomaly, BHS
-0.05, 2040-2059, miroc_esm, Annual Anomaly, BHS
0.01494, 2040-2059, mpi_esm_mr, Annual Anomaly, BHS
0.10896, 2040-2059, mri_cgcm3, Annual Anomaly, BHS
0.29701, 2040-2059, noresm1_m, Annual Anomaly, BHS
0.04209, 2040-2059, access1_3, Annual Anomaly, BHR
0.80255, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BHR
0.59209, 2040-2059, bcc_csm1_1, Annual Anomaly, BHR
-0.05, 2040-2059, bnu_esm, Annual Anomaly, BHR
0.63418, 2040-2059, canesm2, Annual Anomaly, BHR
0.12372, 2040-2059, ccsm4, Annual Anomaly, BHR
0.31581, 2040-2059, cesm1_bgc, Annual Anomaly, BHR
0.37627, 2040-2059, cesm1_cam5, Annual Anomaly, BHR
0.4079, 2040-2059, cnrm_cm5, Annual Anomaly, BHR
0.84209, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BHR
0.29209, 2040-2059, gfdl_cm3, Annual Anomaly, BHR
0.64209, 2040-2059, gfdl_esm2g, Annual Anomaly, BHR
0.23418, 2040-2059, gfdl_esm2m, Annual Anomaly, BHR
0.78418, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BHR
0.8079, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BHR
1.0, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, BHR
0.5579, 2040-2059, miroc5, Annual Anomaly, BHR
0.15, 2040-2059, miroc_esm_chem, Annual Anomaly, BHR
0.4579, 2040-2059, miroc_esm, Annual Anomaly, BHR
0.85, 2040-2059, mpi_esm_mr, Annual Anomaly, BHR
0.25, 2040-2059, mri_cgcm3, Annual Anomaly, BHR
0.0079, 2040-2059, noresm1_m, Annual Anomaly, BHR
0.0117, 2040-2059, access1_3, Annual Anomaly, BGD
0.04133, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BGD
-0.0016, 2040-2059, bcc_csm1_1, Annual Anomaly, BGD
0.04236, 2040-2059, bnu_esm, Annual Anomaly, BGD
0.07771, 2040-2059, canesm2, Annual Anomaly, BGD
0.24564, 2040-2059, ccsm4, Annual Anomaly, BGD
0.13643, 2040-2059, cesm1_bgc, Annual Anomaly, BGD
0.23163, 2040-2059, cesm1_cam5, Annual Anomaly, BGD
-0.0356, 2040-2059, cnrm_cm5, Annual Anomaly, BGD
0.07882, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BGD
0.03497, 2040-2059, gfdl_cm3, Annual Anomaly, BGD
0.08027, 2040-2059, gfdl_esm2g, Annual Anomaly, BGD
-0.0042, 2040-2059, gfdl_esm2m, Annual Anomaly, BGD
0.02275, 2040-2059, inmcm4, Annual Anomaly, BGD
0.13868, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BGD
0.07689, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BGD
-0.007, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, BGD
0.05575, 2040-2059, miroc5, Annual Anomaly, BGD
0.09834, 2040-2059, miroc_esm_chem, Annual Anomaly, BGD
0.09568, 2040-2059, miroc_esm, Annual Anomaly, BGD
0.30997, 2040-2059, mpi_esm_mr, Annual Anomaly, BGD
-0.0242, 2040-2059, mri_cgcm3, Annual Anomaly, BGD
0.18333, 2040-2059, noresm1_m, Annual Anomaly, BGD
0.79087, 2040-2059, access1_3, Annual Anomaly, BRB
0.16825, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BRB
0.25912, 2040-2059, bcc_csm1_1, Annual Anomaly, BRB
0.49087, 2040-2059, bnu_esm, Annual Anomaly, BRB
0.48174, 2040-2059, canesm2, Annual Anomaly, BRB
0.2, 2040-2059, ccsm4, Annual Anomaly, BRB
0.54087, 2040-2059, cesm1_bgc, Annual Anomaly, BRB
0.25, 2040-2059, cesm1_cam5, Annual Anomaly, BRB
0.05, 2040-2059, cnrm_cm5, Annual Anomaly, BRB
-0.05, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BRB
0.09087, 2040-2059, gfdl_cm3, Annual Anomaly, BRB
0.03651, 2040-2059, gfdl_esm2g, Annual Anomaly, BRB
-0.1, 2040-2059, gfdl_esm2m, Annual Anomaly, BRB
0.5, 2040-2059, inmcm4, Annual Anomaly, BRB
0.48174, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BRB
0.55912, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BRB
0.00912, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, BRB
0.52261, 2040-2059, miroc5, Annual Anomaly, BRB
0.03174, 2040-2059, miroc_esm_chem, Annual Anomaly, BRB
0.19087, 2040-2059, mpi_esm_mr, Annual Anomaly, BRB
0.15239, 2040-2059, access1_3, Annual Anomaly, BLR
0.03302, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BLR
0.047, 2040-2059, bnu_esm, Annual Anomaly, BLR
0.04817, 2040-2059, canesm2, Annual Anomaly, BLR
0.28993, 2040-2059, ccsm4, Annual Anomaly, BLR
0.21374, 2040-2059, cesm1_bgc, Annual Anomaly, BLR
0.41577, 2040-2059, cesm1_cam5, Annual Anomaly, BLR
0.09097, 2040-2059, cnrm_cm5, Annual Anomaly, BLR
0.01905, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BLR
0.07883, 2040-2059, gfdl_cm3, Annual Anomaly, BLR
-0.0557, 2040-2059, gfdl_esm2g, Annual Anomaly, BLR
0.07402, 2040-2059, gfdl_esm2m, Annual Anomaly, BLR
-0.055, 2040-2059, inmcm4, Annual Anomaly, BLR
0.05933, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BLR
0.13531, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BLR
-0.0313, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, BLR
0.41622, 2040-2059, miroc5, Annual Anomaly, BLR
0.13443, 2040-2059, miroc_esm_chem, Annual Anomaly, BLR
-0.0471, 2040-2059, miroc_esm, Annual Anomaly, BLR
0.0543, 2040-2059, mpi_esm_mr, Annual Anomaly, BLR
-0.0214, 2040-2059, mri_cgcm3, Annual Anomaly, BLR
0.05002, 2040-2059, noresm1_m, Annual Anomaly, BLR
0.10416, 2040-2059, access1_3, Annual Anomaly, BEL
0.10313, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BEL
0.39393, 2040-2059, bcc_csm1_1, Annual Anomaly, BEL
0.18001, 2040-2059, bnu_esm, Annual Anomaly, BEL
0.08608, 2040-2059, canesm2, Annual Anomaly, BEL
0.44712, 2040-2059, ccsm4, Annual Anomaly, BEL
0.2114, 2040-2059, cesm1_bgc, Annual Anomaly, BEL
0.22876, 2040-2059, cesm1_cam5, Annual Anomaly, BEL
0.04369, 2040-2059, cnrm_cm5, Annual Anomaly, BEL
0.20988, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BEL
0.11414, 2040-2059, gfdl_cm3, Annual Anomaly, BEL
0.43099, 2040-2059, gfdl_esm2g, Annual Anomaly, BEL
0.0355, 2040-2059, gfdl_esm2m, Annual Anomaly, BEL
0.11452, 2040-2059, inmcm4, Annual Anomaly, BEL
0.0829, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BEL
0.28315, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BEL
0.16131, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, BEL
0.37708, 2040-2059, miroc5, Annual Anomaly, BEL
0.00697, 2040-2059, miroc_esm_chem, Annual Anomaly, BEL
-0.0654, 2040-2059, miroc_esm, Annual Anomaly, BEL
0.1099, 2040-2059, mpi_esm_mr, Annual Anomaly, BEL
0.09848, 2040-2059, mri_cgcm3, Annual Anomaly, BEL
0.09495, 2040-2059, noresm1_m, Annual Anomaly, BEL
0.50887, 2040-2059, access1_3, Annual Anomaly, BLZ
0.40971, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BLZ
0.15982, 2040-2059, bcc_csm1_1, Annual Anomaly, BLZ
0.51402, 2040-2059, bnu_esm, Annual Anomaly, BLZ
0.21781, 2040-2059, canesm2, Annual Anomaly, BLZ
0.24569, 2040-2059, ccsm4, Annual Anomaly, BLZ
0.46621, 2040-2059, cesm1_bgc, Annual Anomaly, BLZ
0.42431, 2040-2059, cesm1_cam5, Annual Anomaly, BLZ
0.17768, 2040-2059, cnrm_cm5, Annual Anomaly, BLZ
0.16031, 2040-2059, csiro_mk3_6_0, Annual Anomaly, BLZ
0.12847, 2040-2059, gfdl_cm3, Annual Anomaly, BLZ
0.06637, 2040-2059, gfdl_esm2g, Annual Anomaly, BLZ
-0.0178, 2040-2059, gfdl_esm2m, Annual Anomaly, BLZ
0.41054, 2040-2059, inmcm4, Annual Anomaly, BLZ
0.11056, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, BLZ
0.72986, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, BLZ
0.05038, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, BLZ
0.16684, 2040-2059, miroc5, Annual Anomaly, BLZ
0.11347, 2040-2059, miroc_esm_chem, Annual Anomaly, BLZ
0.25623, 2040-2059, miroc_esm, Annual Anomaly, BLZ
7.0E-5, 2040-2059, mpi_esm_mr, Annual Anomaly, BLZ
0.37727, 2040-2059, mri_cgcm3, Annual Anomaly, BLZ
0.2808, 2040-2059, noresm1_m, Annual Anomaly, BLZ
0.06399, 2040-2059, access1_3, Annual Anomaly, BEN
0.17335, 2040-2059, bcc_csm1_1_m, Annual Anomaly, BEN
0.09836, 2040-2059, bcc_csm1_1, Annual Anomaly, BEN
0.03757, 2040-2059, bnu_esm, Annual Anomaly, BEN
0.31813, 2040-2059, canesm2, Annual Anomaly, BEN
0.02271, 2040-2059, ccsm4, Annual Anomaly, BEN
