Annual Severe Drought Likelihood - (Probability), Year, Model, Statistics, ISO3
0.55294, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AGO
0.32322, 2080-2099, gfdl_cm3, Annual Anomaly, AGO
0.19707, 2080-2099, gfdl_esm2g, Annual Anomaly, AGO
0.03922, 2080-2099, gfdl_esm2m, Annual Anomaly, AGO
0.0645, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AGO
0.202, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AGO
0.06101, 2080-2099, miroc5, Annual Anomaly, AGO
0.14319, 2080-2099, miroc_esm_chem, Annual Anomaly, AGO
0.21251, 2080-2099, miroc_esm, Annual Anomaly, AGO
0.08065, 2080-2099, mpi_esm_mr, Annual Anomaly, AGO
0.08349, 2080-2099, mri_cgcm3, Annual Anomaly, AGO
0.09297, 2080-2099, noresm1_m, Annual Anomaly, AGO
0.1299, 2080-2099, bcc_csm1_1_m, Annual Anomaly, ATG
0.14019, 2080-2099, bcc_csm1_1, Annual Anomaly, ATG
0.1299, 2080-2099, bnu_esm, Annual Anomaly, ATG
0.31029, 2080-2099, ccsm4, Annual Anomaly, ATG
0.1799, 2080-2099, cesm1_cam5, Annual Anomaly, ATG
0.1, 2080-2099, cnrm_cm5, Annual Anomaly, ATG
0.04019, 2080-2099, csiro_mk3_6_0, Annual Anomaly, ATG
0.02009, 2080-2099, gfdl_esm2m, Annual Anomaly, ATG
0.0299, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, ATG
0.12009, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, ATG
0.15, 2080-2099, miroc5, Annual Anomaly, ATG
-0.0098, 2080-2099, miroc_esm_chem, Annual Anomaly, ATG
0.22009, 2080-2099, miroc_esm, Annual Anomaly, ATG
0.1397, 2080-2099, mpi_esm_mr, Annual Anomaly, ATG
-4.0E-4, 2080-2099, mri_cgcm3, Annual Anomaly, ATG
-0.0098, 2080-2099, noresm1_m, Annual Anomaly, ATG
0.11858, 2080-2099, bcc_csm1_1_m, Annual Anomaly, ARG
0.11896, 2080-2099, bcc_csm1_1, Annual Anomaly, ARG
0.02257, 2080-2099, bnu_esm, Annual Anomaly, ARG
0.22495, 2080-2099, canesm2, Annual Anomaly, ARG
0.06194, 2080-2099, ccsm4, Annual Anomaly, ARG
0.17859, 2080-2099, cesm1_cam5, Annual Anomaly, ARG
0.10541, 2080-2099, cnrm_cm5, Annual Anomaly, ARG
0.13363, 2080-2099, csiro_mk3_6_0, Annual Anomaly, ARG
0.36311, 2080-2099, gfdl_cm3, Annual Anomaly, ARG
0.20216, 2080-2099, gfdl_esm2g, Annual Anomaly, ARG
0.18501, 2080-2099, gfdl_esm2m, Annual Anomaly, ARG
0.32533, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, ARG
0.22642, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, ARG
0.14331, 2080-2099, miroc5, Annual Anomaly, ARG
0.1775, 2080-2099, miroc_esm_chem, Annual Anomaly, ARG
0.42454, 2080-2099, miroc_esm, Annual Anomaly, ARG
0.07177, 2080-2099, mpi_esm_mr, Annual Anomaly, ARG
0.01411, 2080-2099, mri_cgcm3, Annual Anomaly, ARG
0.22418, 2080-2099, noresm1_m, Annual Anomaly, ARG
0.16576, 2080-2099, bcc_csm1_1_m, Annual Anomaly, ARM
0.30159, 2080-2099, bcc_csm1_1, Annual Anomaly, ARM
0.08832, 2080-2099, bnu_esm, Annual Anomaly, ARM
0.27461, 2080-2099, canesm2, Annual Anomaly, ARM
0.1319, 2080-2099, ccsm4, Annual Anomaly, ARM
-0.0142, 2080-2099, cesm1_cam5, Annual Anomaly, ARM
0.11144, 2080-2099, cnrm_cm5, Annual Anomaly, ARM
0.42675, 2080-2099, csiro_mk3_6_0, Annual Anomaly, ARM
0.42178, 2080-2099, gfdl_cm3, Annual Anomaly, ARM
0.15461, 2080-2099, gfdl_esm2g, Annual Anomaly, ARM
0.0997, 2080-2099, gfdl_esm2m, Annual Anomaly, ARM
0.07136, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, ARM
0.57644, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, ARM
0.23738, 2080-2099, miroc5, Annual Anomaly, ARM
0.6858, 2080-2099, miroc_esm_chem, Annual Anomaly, ARM
0.46403, 2080-2099, miroc_esm, Annual Anomaly, ARM
0.06526, 2080-2099, mpi_esm_mr, Annual Anomaly, ARM
-0.0355, 2080-2099, mri_cgcm3, Annual Anomaly, ARM
0.01986, 2080-2099, noresm1_m, Annual Anomaly, ARM
0.18629, 2080-2099, bcc_csm1_1_m, Annual Anomaly, AUS
0.09937, 2080-2099, bcc_csm1_1, Annual Anomaly, AUS
0.05899, 2080-2099, bnu_esm, Annual Anomaly, AUS
0.07931, 2080-2099, canesm2, Annual Anomaly, AUS
0.1145, 2080-2099, ccsm4, Annual Anomaly, AUS
0.11915, 2080-2099, cesm1_cam5, Annual Anomaly, AUS
0.14561, 2080-2099, cnrm_cm5, Annual Anomaly, AUS
0.51488, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AUS
0.40537, 2080-2099, gfdl_cm3, Annual Anomaly, AUS
0.27335, 2080-2099, gfdl_esm2g, Annual Anomaly, AUS
0.18241, 2080-2099, gfdl_esm2m, Annual Anomaly, AUS
0.62855, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AUS
0.4106, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AUS
0.31863, 2080-2099, miroc5, Annual Anomaly, AUS
0.1611, 2080-2099, miroc_esm_chem, Annual Anomaly, AUS
0.24346, 2080-2099, miroc_esm, Annual Anomaly, AUS
0.31871, 2080-2099, mpi_esm_mr, Annual Anomaly, AUS
0.23549, 2080-2099, mri_cgcm3, Annual Anomaly, AUS
0.13919, 2080-2099, noresm1_m, Annual Anomaly, AUS
0.04012, 2080-2099, bcc_csm1_1_m, Annual Anomaly, AUT
-0.0434, 2080-2099, bcc_csm1_1, Annual Anomaly, AUT
-0.0695, 2080-2099, bnu_esm, Annual Anomaly, AUT
-0.0468, 2080-2099, canesm2, Annual Anomaly, AUT
-0.0245, 2080-2099, ccsm4, Annual Anomaly, AUT
-0.0277, 2080-2099, cesm1_cam5, Annual Anomaly, AUT
-0.0335, 2080-2099, cnrm_cm5, Annual Anomaly, AUT
0.48188, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AUT
0.3212, 2080-2099, gfdl_cm3, Annual Anomaly, AUT
-0.0036, 2080-2099, gfdl_esm2g, Annual Anomaly, AUT
-0.0153, 2080-2099, gfdl_esm2m, Annual Anomaly, AUT
-0.011, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AUT
0.11801, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AUT
0.23901, 2080-2099, miroc5, Annual Anomaly, AUT
-0.0049, 2080-2099, miroc_esm_chem, Annual Anomaly, AUT
-0.0418, 2080-2099, miroc_esm, Annual Anomaly, AUT
-0.0505, 2080-2099, mpi_esm_mr, Annual Anomaly, AUT
0.01173, 2080-2099, mri_cgcm3, Annual Anomaly, AUT
0.04571, 2080-2099, noresm1_m, Annual Anomaly, AUT
0.22125, 2080-2099, bcc_csm1_1_m, Annual Anomaly, AZE
0.2572, 2080-2099, bcc_csm1_1, Annual Anomaly, AZE
0.09405, 2080-2099, bnu_esm, Annual Anomaly, AZE
0.56415, 2080-2099, canesm2, Annual Anomaly, AZE
0.14338, 2080-2099, ccsm4, Annual Anomaly, AZE
0.07239, 2080-2099, cesm1_cam5, Annual Anomaly, AZE
0.10062, 2080-2099, cnrm_cm5, Annual Anomaly, AZE
0.25946, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AZE
0.40002, 2080-2099, gfdl_cm3, Annual Anomaly, AZE
0.19557, 2080-2099, gfdl_esm2g, Annual Anomaly, AZE
0.06833, 2080-2099, gfdl_esm2m, Annual Anomaly, AZE
0.01716, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AZE
0.48771, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AZE
0.23135, 2080-2099, miroc5, Annual Anomaly, AZE
0.09924, 2080-2099, miroc_esm_chem, Annual Anomaly, AZE
0.17562, 2080-2099, miroc_esm, Annual Anomaly, AZE
0.04258, 2080-2099, mpi_esm_mr, Annual Anomaly, AZE
0.10743, 2080-2099, mri_cgcm3, Annual Anomaly, AZE
0.09987, 2080-2099, noresm1_m, Annual Anomaly, AZE
0.09402, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BHS
0.04402, 2080-2099, bnu_esm, Annual Anomaly, BHS
-0.044, 2080-2099, ccsm4, Annual Anomaly, BHS
0.04701, 2080-2099, cesm1_cam5, Annual Anomaly, BHS
-0.041, 2080-2099, cnrm_cm5, Annual Anomaly, BHS
0.09402, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BHS
0.14402, 2080-2099, gfdl_cm3, Annual Anomaly, BHS
0.19402, 2080-2099, gfdl_esm2g, Annual Anomaly, BHS
-0.097, 2080-2099, gfdl_esm2m, Annual Anomaly, BHS
0.04701, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BHS
0.10896, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BHS
-0.041, 2080-2099, miroc5, Annual Anomaly, BHS
-0.0029, 2080-2099, miroc_esm_chem, Annual Anomaly, BHS
-0.05, 2080-2099, miroc_esm, Annual Anomaly, BHS
0.00298, 2080-2099, mpi_esm_mr, Annual Anomaly, BHS
0.00298, 2080-2099, mri_cgcm3, Annual Anomaly, BHS
0.09103, 2080-2099, noresm1_m, Annual Anomaly, BHS
0.49209, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BHR
0.34209, 2080-2099, bcc_csm1_1, Annual Anomaly, BHR
-0.05, 2080-2099, bnu_esm, Annual Anomaly, BHR
0.33418, 2080-2099, canesm2, Annual Anomaly, BHR
0.0579, 2080-2099, ccsm4, Annual Anomaly, BHR
0.3079, 2080-2099, cesm1_cam5, Annual Anomaly, BHR
0.25, 2080-2099, cnrm_cm5, Annual Anomaly, BHR
0.73418, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BHR
0.35, 2080-2099, gfdl_cm3, Annual Anomaly, BHR
0.3, 2080-2099, gfdl_esm2g, Annual Anomaly, BHR
0.19209, 2080-2099, gfdl_esm2m, Annual Anomaly, BHR
0.41581, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BHR
0.8579, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BHR
0.4079, 2080-2099, miroc5, Annual Anomaly, BHR
0.0079, 2080-2099, miroc_esm_chem, Annual Anomaly, BHR
0.18953, 2080-2099, miroc_esm, Annual Anomaly, BHR
0.69209, 2080-2099, mpi_esm_mr, Annual Anomaly, BHR
0.28418, 2080-2099, mri_cgcm3, Annual Anomaly, BHR
0.15, 2080-2099, noresm1_m, Annual Anomaly, BHR
0.03894, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BGD
-0.0015, 2080-2099, bcc_csm1_1, Annual Anomaly, BGD
0.10402, 2080-2099, bnu_esm, Annual Anomaly, BGD
0.03801, 2080-2099, canesm2, Annual Anomaly, BGD
0.10738, 2080-2099, ccsm4, Annual Anomaly, BGD
0.1372, 2080-2099, cesm1_cam5, Annual Anomaly, BGD
-0.0323, 2080-2099, cnrm_cm5, Annual Anomaly, BGD
0.14825, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BGD
0.02318, 2080-2099, gfdl_cm3, Annual Anomaly, BGD
0.05105, 2080-2099, gfdl_esm2g, Annual Anomaly, BGD
-0.0686, 2080-2099, gfdl_esm2m, Annual Anomaly, BGD
0.13968, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BGD
0.05045, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BGD
0.2516, 2080-2099, miroc5, Annual Anomaly, BGD
0.05368, 2080-2099, miroc_esm_chem, Annual Anomaly, BGD
0.00621, 2080-2099, miroc_esm, Annual Anomaly, BGD
0.30068, 2080-2099, mpi_esm_mr, Annual Anomaly, BGD
-0.0061, 2080-2099, mri_cgcm3, Annual Anomaly, BGD
0.05402, 2080-2099, noresm1_m, Annual Anomaly, BGD
0.07738, 2080-2099, bcc_csm1_1, Annual Anomaly, BRB
0.15, 2080-2099, bnu_esm, Annual Anomaly, BRB
0.14087, 2080-2099, canesm2, Annual Anomaly, BRB
0.2, 2080-2099, cesm1_cam5, Annual Anomaly, BRB
-0.05, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BRB
-0.0182, 2080-2099, gfdl_cm3, Annual Anomaly, BRB
0.04087, 2080-2099, gfdl_esm2g, Annual Anomaly, BRB
-0.1, 2080-2099, gfdl_esm2m, Annual Anomaly, BRB
0.19087, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BRB
0.05912, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BRB
0.52738, 2080-2099, miroc5, Annual Anomaly, BRB
-0.0091, 2080-2099, miroc_esm_chem, Annual Anomaly, BRB
0.27261, 2080-2099, miroc_esm, Annual Anomaly, BRB
0.44087, 2080-2099, mpi_esm_mr, Annual Anomaly, BRB
0.00402, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BLR
0.01428, 2080-2099, bcc_csm1_1, Annual Anomaly, BLR
-0.0051, 2080-2099, bnu_esm, Annual Anomaly, BLR
0.02284, 2080-2099, canesm2, Annual Anomaly, BLR
0.08619, 2080-2099, ccsm4, Annual Anomaly, BLR
0.32452, 2080-2099, cesm1_cam5, Annual Anomaly, BLR
0.2749, 2080-2099, cnrm_cm5, Annual Anomaly, BLR
0.23585, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BLR
0.03239, 2080-2099, gfdl_cm3, Annual Anomaly, BLR
-0.0945, 2080-2099, gfdl_esm2g, Annual Anomaly, BLR
0.01654, 2080-2099, gfdl_esm2m, Annual Anomaly, BLR
0.01687, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BLR
0.08211, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BLR
0.47616, 2080-2099, miroc5, Annual Anomaly, BLR
-0.0424, 2080-2099, miroc_esm_chem, Annual Anomaly, BLR
0.00101, 2080-2099, miroc_esm, Annual Anomaly, BLR
0.03609, 2080-2099, mpi_esm_mr, Annual Anomaly, BLR
-0.0464, 2080-2099, mri_cgcm3, Annual Anomaly, BLR
0.00677, 2080-2099, noresm1_m, Annual Anomaly, BLR
0.17963, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BEL
0.1169, 2080-2099, bcc_csm1_1, Annual Anomaly, BEL
0.0222, 2080-2099, bnu_esm, Annual Anomaly, BEL
0.17705, 2080-2099, canesm2, Annual Anomaly, BEL
0.15318, 2080-2099, ccsm4, Annual Anomaly, BEL
0.04386, 2080-2099, cesm1_cam5, Annual Anomaly, BEL
0.18358, 2080-2099, cnrm_cm5, Annual Anomaly, BEL
0.36042, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BEL
0.15643, 2080-2099, gfdl_cm3, Annual Anomaly, BEL
0.29117, 2080-2099, gfdl_esm2g, Annual Anomaly, BEL
0.05, 2080-2099, gfdl_esm2m, Annual Anomaly, BEL
0.0444, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BEL
0.09405, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BEL
0.15911, 2080-2099, miroc5, Annual Anomaly, BEL
-0.0136, 2080-2099, miroc_esm_chem, Annual Anomaly, BEL
-0.0397, 2080-2099, miroc_esm, Annual Anomaly, BEL
0.04801, 2080-2099, mpi_esm_mr, Annual Anomaly, BEL
0.0761, 2080-2099, mri_cgcm3, Annual Anomaly, BEL
-0.0671, 2080-2099, noresm1_m, Annual Anomaly, BEL
0.1658, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BLZ
0.11755, 2080-2099, bcc_csm1_1, Annual Anomaly, BLZ
0.25964, 2080-2099, bnu_esm, Annual Anomaly, BLZ
0.22929, 2080-2099, canesm2, Annual Anomaly, BLZ
0.14814, 2080-2099, ccsm4, Annual Anomaly, BLZ
0.34057, 2080-2099, cesm1_cam5, Annual Anomaly, BLZ
0.04781, 2080-2099, cnrm_cm5, Annual Anomaly, BLZ
0.02246, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BLZ
0.10461, 2080-2099, gfdl_cm3, Annual Anomaly, BLZ
-0.0395, 2080-2099, gfdl_esm2g, Annual Anomaly, BLZ
-0.0138, 2080-2099, gfdl_esm2m, Annual Anomaly, BLZ
0.09554, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BLZ
0.66012, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BLZ
0.21766, 2080-2099, miroc5, Annual Anomaly, BLZ
0.04766, 2080-2099, miroc_esm_chem, Annual Anomaly, BLZ
0.16892, 2080-2099, miroc_esm, Annual Anomaly, BLZ
0.0138, 2080-2099, mpi_esm_mr, Annual Anomaly, BLZ
0.0498, 2080-2099, mri_cgcm3, Annual Anomaly, BLZ
0.1102, 2080-2099, noresm1_m, Annual Anomaly, BLZ
0.07094, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BEN
0.06617, 2080-2099, bcc_csm1_1, Annual Anomaly, BEN
-0.0046, 2080-2099, bnu_esm, Annual Anomaly, BEN
0.26755, 2080-2099, canesm2, Annual Anomaly, BEN
0.09065, 2080-2099, ccsm4, Annual Anomaly, BEN
0.29736, 2080-2099, cesm1_cam5, Annual Anomaly, BEN
0.22472, 2080-2099, cnrm_cm5, Annual Anomaly, BEN
0.31484, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BEN
-0.0772, 2080-2099, gfdl_cm3, Annual Anomaly, BEN
0.02889, 2080-2099, gfdl_esm2g, Annual Anomaly, BEN
0.22862, 2080-2099, gfdl_esm2m, Annual Anomaly, BEN
0.20929, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BEN
0.6665, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BEN
0.20348, 2080-2099, miroc5, Annual Anomaly, BEN
0.09787, 2080-2099, miroc_esm_chem, Annual Anomaly, BEN
0.04785, 2080-2099, miroc_esm, Annual Anomaly, BEN
0.11427, 2080-2099, mpi_esm_mr, Annual Anomaly, BEN
0.17353, 2080-2099, mri_cgcm3, Annual Anomaly, BEN
0.03115, 2080-2099, noresm1_m, Annual Anomaly, BEN
0.04268, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BTN
-0.0163, 2080-2099, bnu_esm, Annual Anomaly, BTN
-0.0026, 2080-2099, canesm2, Annual Anomaly, BTN
-0.0127, 2080-2099, ccsm4, Annual Anomaly, BTN
0.04278, 2080-2099, cesm1_cam5, Annual Anomaly, BTN
-0.019, 2080-2099, cnrm_cm5, Annual Anomaly, BTN
0.04557, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BTN
-0.027, 2080-2099, gfdl_cm3, Annual Anomaly, BTN
0.01015, 2080-2099, gfdl_esm2g, Annual Anomaly, BTN
-0.0166, 2080-2099, gfdl_esm2m, Annual Anomaly, BTN
0.14143, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BTN
0.26004, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BTN
0.06543, 2080-2099, miroc5, Annual Anomaly, BTN
0.2609, 2080-2099, miroc_esm_chem, Annual Anomaly, BTN
-0.0038, 2080-2099, miroc_esm, Annual Anomaly, BTN
0.21931, 2080-2099, mpi_esm_mr, Annual Anomaly, BTN
-0.0247, 2080-2099, mri_cgcm3, Annual Anomaly, BTN
0.25294, 2080-2099, noresm1_m, Annual Anomaly, BTN
0.12736, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BOL
0.15985, 2080-2099, bcc_csm1_1, Annual Anomaly, BOL
0.19934, 2080-2099, bnu_esm, Annual Anomaly, BOL
0.71379, 2080-2099, canesm2, Annual Anomaly, BOL
0.04353, 2080-2099, ccsm4, Annual Anomaly, BOL
0.16563, 2080-2099, cesm1_cam5, Annual Anomaly, BOL
0.00588, 2080-2099, cnrm_cm5, Annual Anomaly, BOL
0.23918, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BOL
0.67767, 2080-2099, gfdl_cm3, Annual Anomaly, BOL
0.2131, 2080-2099, gfdl_esm2g, Annual Anomaly, BOL
0.03235, 2080-2099, gfdl_esm2m, Annual Anomaly, BOL
0.55714, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BOL
0.20095, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BOL
0.16435, 2080-2099, miroc5, Annual Anomaly, BOL
0.55243, 2080-2099, miroc_esm_chem, Annual Anomaly, BOL
0.56185, 2080-2099, miroc_esm, Annual Anomaly, BOL
0.05542, 2080-2099, mpi_esm_mr, Annual Anomaly, BOL
0.09841, 2080-2099, mri_cgcm3, Annual Anomaly, BOL
0.11113, 2080-2099, noresm1_m, Annual Anomaly, BOL
0.0768, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BIH
-0.0321, 2080-2099, bcc_csm1_1, Annual Anomaly, BIH
0.36986, 2080-2099, bnu_esm, Annual Anomaly, BIH
0.05141, 2080-2099, canesm2, Annual Anomaly, BIH
0.09607, 2080-2099, ccsm4, Annual Anomaly, BIH
0.0479, 2080-2099, cesm1_cam5, Annual Anomaly, BIH
0.06072, 2080-2099, cnrm_cm5, Annual Anomaly, BIH
0.41021, 2080-2099, csiro_mk3_6_0, Annual Anomaly, BIH
0.47203, 2080-2099, gfdl_cm3, Annual Anomaly, BIH
0.03108, 2080-2099, gfdl_esm2g, Annual Anomaly, BIH
0.23799, 2080-2099, gfdl_esm2m, Annual Anomaly, BIH
0.03187, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, BIH
-0.0166, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, BIH
0.64313, 2080-2099, miroc5, Annual Anomaly, BIH
0.39194, 2080-2099, miroc_esm_chem, Annual Anomaly, BIH
0.13378, 2080-2099, miroc_esm, Annual Anomaly, BIH
0.10961, 2080-2099, mpi_esm_mr, Annual Anomaly, BIH
0.03334, 2080-2099, mri_cgcm3, Annual Anomaly, BIH
0.0451, 2080-2099, noresm1_m, Annual Anomaly, BIH
0.31499, 2080-2099, bcc_csm1_1_m, Annual Anomaly, BWA
